# DISTANCE:     AVE_GOFR:        ERROR:
    0.000000e+00    0.000000e+00    0.000000e+00
    6.463304e-02    0.000000e+00    0.000000e+00
    1.292661e-01    0.000000e+00    0.000000e+00
    1.938991e-01    0.000000e+00    0.000000e+00
    2.585322e-01    0.000000e+00    0.000000e+00
    3.231652e-01    0.000000e+00    0.000000e+00
    3.877982e-01    0.000000e+00    0.000000e+00
    4.524313e-01    0.000000e+00    0.000000e+00
    5.170643e-01    0.000000e+00    0.000000e+00
    5.816974e-01    0.000000e+00    0.000000e+00
    6.463304e-01    0.000000e+00    0.000000e+00
    7.109634e-01    0.000000e+00    0.000000e+00
    7.755965e-01    0.000000e+00    0.000000e+00
    8.402295e-01    9.728590e-04    1.756638e-04
    9.048626e-01    1.454195e-01    1.402627e-03
    9.694956e-01    1.066704e+00    5.842594e-03
    1.034129e+00    2.027676e+00    7.990687e-03
    1.098762e+00    2.274440e+00    9.306871e-03
    1.163395e+00    2.094249e+00    6.382242e-03
    1.228028e+00    1.832901e+00    5.522164e-03
    1.292661e+00    1.621600e+00    6.395598e-03
    1.357294e+00    1.453665e+00    4.397872e-03
    1.421927e+00    1.341776e+00    4.624758e-03
    1.486560e+00    1.245212e+00    3.676572e-03
    1.551193e+00    1.191386e+00    3.242113e-03
    1.615826e+00    1.148188e+00    3.151874e-03
    1.680459e+00    1.116666e+00    3.581821e-03
    1.745092e+00    1.093318e+00    3.415599e-03
    1.809725e+00    1.081995e+00    1.820940e-03
    1.874358e+00    1.067431e+00    2.685040e-03
    1.938991e+00    1.062853e+00    3.630569e-03
    2.003624e+00    1.057842e+00    2.214469e-03
    2.068257e+00    1.054744e+00    2.495708e-03
    2.132890e+00    1.050893e+00    2.599453e-03
    2.197523e+00    1.052945e+00    2.250838e-03
    2.262156e+00    1.044853e+00    2.360224e-03
    2.326789e+00    1.035161e+00    2.697471e-03
    2.391423e+00    1.032208e+00    2.218743e-03
    2.456056e+00    1.027077e+00    2.307845e-03
    2.520689e+00    1.024286e+00    2.005012e-03
    2.585322e+00    1.019024e+00    2.028626e-03
    2.649955e+00    1.015218e+00    1.924238e-03
    2.714588e+00    1.012341e+00    1.724776e-03
    2.779221e+00    1.010950e+00    1.828653e-03
    2.843854e+00    1.006252e+00    2.037192e-03
    2.908487e+00    1.003854e+00    1.760298e-03
    2.973120e+00    1.002100e+00    2.419703e-03
    3.037753e+00    1.000976e+00    2.127478e-03
    3.102386e+00    1.000414e+00    1.639402e-03
    3.167019e+00    9.991204e-01    1.842770e-03
    3.231652e+00    9.979601e-01    1.743413e-03
    3.296285e+00    9.965195e-01    1.229045e-03
    3.360918e+00    9.956248e-01    1.776679e-03
    3.425551e+00    9.934175e-01    1.864739e-03
    3.490184e+00    9.953895e-01    1.341397e-03
    3.554817e+00    9.915489e-01    1.522234e-03
    3.619450e+00    9.942375e-01    1.254447e-03
    3.684083e+00    9.900282e-01    1.322774e-03
    3.748716e+00    9.897214e-01    1.316178e-03
    3.813349e+00    9.920417e-01    1.366865e-03
    3.877982e+00    9.913205e-01    1.203830e-03
    3.942615e+00    9.912468e-01    1.630925e-03
    4.007249e+00    9.896601e-01    1.552753e-03
    4.071882e+00    9.900584e-01    1.458133e-03
    4.136515e+00    9.896324e-01    1.227094e-03
    4.201148e+00    9.890366e-01    1.082866e-03
    4.265781e+00    9.866126e-01    1.011882e-03
    4.330414e+00    9.879261e-01    1.186598e-03
    4.395047e+00    9.879467e-01    8.332886e-04
    4.459680e+00    9.869989e-01    7.250143e-04
    4.524313e+00    9.858119e-01    1.082689e-03
    4.588946e+00    9.870890e-01    1.013836e-03
    4.653579e+00    9.881790e-01    9.307060e-04
    4.718212e+00    9.869019e-01    1.262073e-03
    4.782845e+00    9.873842e-01    1.105751e-03
    4.847478e+00    9.879751e-01    1.147816e-03
    4.912111e+00    9.868949e-01    7.925981e-04
    4.976744e+00    9.888184e-01    8.086827e-04
    5.041377e+00    9.873102e-01    6.685175e-04
    5.106010e+00    9.857091e-01    1.074045e-03
    5.170643e+00    9.853247e-01    1.013014e-03
    5.235276e+00    9.870209e-01    1.037759e-03
    5.299909e+00    9.858043e-01    9.950007e-04
    5.364542e+00    9.858748e-01    6.558806e-04
    5.429175e+00    9.864257e-01    1.019630e-03
    5.493808e+00    9.865812e-01    8.790254e-04
    5.558442e+00    9.884373e-01    7.626566e-04
    5.623075e+00    9.859185e-01    9.967266e-04
    5.687708e+00    9.845292e-01    9.634668e-04
    5.752341e+00    9.882261e-01    7.824231e-04
    5.816974e+00    9.864050e-01    8.924837e-04
    5.881607e+00    9.867369e-01    5.834759e-04
    5.946240e+00    9.862117e-01    6.398948e-04
    6.010873e+00    9.861108e-01    1.177757e-03
    6.075506e+00    9.842776e-01    8.560675e-04
    6.140139e+00    9.847659e-01    7.582405e-04
    6.204772e+00    9.861163e-01    6.333518e-04
    6.269405e+00    9.863556e-01    7.034641e-04
    6.334038e+00    9.869191e-01    6.787112e-04
    6.398671e+00    9.851335e-01    8.274415e-04
