#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    4.203683e+00    4.203683e+00    0.000000e+00
           2    4.358816e+00    4.281250e+00    5.484773e-02
           3    4.116429e+00    4.226309e+00    5.787313e-02
           4    4.043888e+00    4.180704e+00    5.868446e-02
           5    4.168227e+00    4.178209e+00    4.700059e-02
           6    4.045088e+00    4.156022e+00    4.409396e-02
           7    4.218819e+00    4.164993e+00    3.869665e-02
           8    4.289981e+00    4.180616e+00    3.687889e-02
           9    4.187245e+00    4.181353e+00    3.278859e-02
          10    4.012262e+00    4.164444e+00    3.358792e-02
          11    3.944496e+00    4.144449e+00    3.599747e-02
          12    4.141869e+00    4.144234e+00    3.299832e-02
          13    4.124336e+00    4.142703e+00    3.049547e-02
          14    4.259645e+00    4.151056e+00    2.943898e-02
          15    4.053904e+00    4.144579e+00    2.817985e-02
          16    4.290531e+00    4.153701e+00    2.785593e-02
          17    4.323082e+00    4.163665e+00    2.794248e-02
          18    4.234211e+00    4.167584e+00    2.666356e-02
          19    3.989203e+00    4.158196e+00    2.686229e-02
          20    4.058038e+00    4.153188e+00    2.598178e-02
          21    4.086339e+00    4.150004e+00    2.493880e-02
          22    4.164336e+00    4.150656e+00    2.381372e-02
          23    4.312038e+00    4.157672e+00    2.378961e-02
          24    3.956774e+00    4.149302e+00    2.422635e-02
          25    3.996147e+00    4.143176e+00    2.401938e-02
          26    4.281472e+00    4.148495e+00    2.367719e-02
          27    4.095389e+00    4.146528e+00    2.288181e-02
          28    4.217539e+00    4.149064e+00    2.220470e-02
          29    4.070739e+00    4.146363e+00    2.160266e-02
          30    4.156048e+00    4.146686e+00    2.088498e-02
