#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   -7.002399e-12   -7.002399e-12    0.000000e+00
           2   -7.002399e-12   -7.002399e-12    0.000000e+00
           3    2.663065e-05    8.876877e-06    7.247946e-06
           4   -7.002399e-12    6.657656e-06    5.765706e-06
           5   -7.002399e-12    5.326124e-06    4.763836e-06
           6   -7.002399e-12    4.438435e-06    4.051725e-06
           7   -7.002399e-12    3.804372e-06    3.522171e-06
           8   -7.002399e-12    3.328825e-06    3.113837e-06
           9   -7.002399e-12    2.958954e-06    2.789736e-06
          10   -7.002399e-12    2.663058e-06    2.526406e-06
          11   -7.002399e-12    2.420961e-06    2.308303e-06
          12   -7.002399e-12    2.219214e-06    2.124742e-06
          13   -7.002399e-12    2.048505e-06    1.968146e-06
          14   -7.002399e-12    1.902183e-06    1.832996e-06
          15    4.982098e-04    3.498936e-05    3.201100e-05
          16   -7.002399e-12    3.280252e-05    3.008492e-05
          17   -7.002399e-12    3.087296e-05    2.837703e-05
          18   -7.002399e-12    2.915780e-05    2.685231e-05
          19   -7.002399e-12    2.762318e-05    2.548284e-05
          20   -7.002399e-12    2.624202e-05    2.424610e-05
          21   -7.002399e-12    2.499240e-05    2.312370e-05
          22   -7.002399e-12    2.385638e-05    2.210051e-05
          23   -7.002399e-12    2.281915e-05    2.116395e-05
          24   -7.002399e-12    2.186835e-05    2.030346e-05
          25   -7.002399e-12    2.099361e-05    1.951016e-05
          26   -7.002399e-12    2.018617e-05    1.877647e-05
          27   -7.002399e-12    1.943853e-05    1.809592e-05
          28   -7.002399e-12    1.874430e-05    1.746295e-05
          29   -7.002399e-12    1.809794e-05    1.687274e-05
          30   -7.002399e-12    1.749468e-05    1.632109e-05
