#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -1.020000e+00   -1.020000e+00    0.000000e+00
           2   -1.020000e+00   -1.020000e+00    0.000000e+00
           3   -1.019980e+00   -1.019993e+00    5.552171e-06
           4   -1.020000e+00   -1.019995e+00    4.416730e-06
           5   -1.020000e+00   -1.019996e+00    3.649258e-06
           6   -1.020000e+00   -1.019997e+00    3.103755e-06
           7   -1.020000e+00   -1.019997e+00    2.698086e-06
           8   -1.020000e+00   -1.019997e+00    2.385297e-06
           9   -1.020000e+00   -1.019998e+00    2.137017e-06
          10   -1.020000e+00   -1.019998e+00    1.935305e-06
          11   -1.020000e+00   -1.019998e+00    1.768228e-06
          12   -1.020000e+00   -1.019998e+00    1.627612e-06
          13   -1.020000e+00   -1.019998e+00    1.507654e-06
          14   -1.020000e+00   -1.019999e+00    1.404125e-06
          15   -1.019640e+00   -1.019975e+00    2.313208e-05
          16   -1.020000e+00   -1.019976e+00    2.174057e-05
          17   -1.020000e+00   -1.019978e+00    2.050666e-05
          18   -1.020000e+00   -1.019979e+00    1.940505e-05
          19   -1.020000e+00   -1.019980e+00    1.841559e-05
          20   -1.020000e+00   -1.019981e+00    1.752200e-05
          21   -1.020000e+00   -1.019982e+00    1.671102e-05
          22   -1.020000e+00   -1.019983e+00    1.597170e-05
          23   -1.020000e+00   -1.019983e+00    1.529497e-05
          24   -1.020000e+00   -1.019984e+00    1.467320e-05
          25   -1.020000e+00   -1.019985e+00    1.409996e-05
          26   -1.020000e+00   -1.019985e+00    1.356980e-05
          27   -1.020000e+00   -1.019986e+00    1.307803e-05
          28   -1.020000e+00   -1.019986e+00    1.262064e-05
          29   -1.020000e+00   -1.019987e+00    1.219414e-05
          30   -1.020000e+00   -1.019987e+00    1.179550e-05
