#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    2.000000e+02    2.000000e+02    0.000000e+00
           2    2.000000e+02    2.000000e+02    0.000000e+00
           3    1.999924e+02    1.999975e+02    2.064103e-03
           4    2.000000e+02    1.999981e+02    1.641984e-03
           5    2.000000e+02    1.999985e+02    1.356667e-03
           6    2.000000e+02    1.999987e+02    1.153869e-03
           7    2.000000e+02    1.999989e+02    1.003060e-03
           8    2.000000e+02    1.999991e+02    8.867725e-04
           9    2.000000e+02    1.999992e+02    7.944742e-04
          10    2.000000e+02    1.999992e+02    7.194811e-04
          11    2.000000e+02    1.999993e+02    6.573688e-04
          12    2.000000e+02    1.999994e+02    6.050936e-04
          13    2.000000e+02    1.999994e+02    5.604969e-04
          14    2.000000e+02    1.999995e+02    5.220090e-04
          15    1.995499e+02    1.999695e+02    2.896021e-02
          16    2.000000e+02    1.999714e+02    2.721292e-02
          17    2.000000e+02    1.999731e+02    2.566413e-02
          18    2.000000e+02    1.999746e+02    2.428190e-02
          19    2.000000e+02    1.999759e+02    2.304076e-02
          20    2.000000e+02    1.999771e+02    2.192018e-02
          21    2.000000e+02    1.999782e+02    2.090343e-02
          22    2.000000e+02    1.999792e+02    1.997674e-02
          23    2.000000e+02    1.999801e+02    1.912866e-02
          24    2.000000e+02    1.999809e+02    1.834959e-02
          25    2.000000e+02    1.999817e+02    1.763146e-02
          26    2.000000e+02    1.999824e+02    1.696738e-02
          27    2.000000e+02    1.999830e+02    1.635148e-02
          28    2.000000e+02    1.999837e+02    1.577871e-02
          29    2.000000e+02    1.999842e+02    1.524468e-02
          30    2.000000e+02    1.999847e+02    1.474560e-02
