#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -9.989758e-01   -9.989758e-01    0.000000e+00
           2   -1.002748e+00   -1.000862e+00    1.333745e-03
           3   -1.007850e+00   -1.003191e+00    2.099468e-03
           4   -1.005960e+00   -1.003884e+00    1.684876e-03
           5   -9.984440e-01   -1.002796e+00    1.662431e-03
           6   -1.001738e+00   -1.002619e+00    1.394681e-03
           7   -1.007238e+00   -1.003279e+00    1.342465e-03
           8   -9.976056e-01   -1.002570e+00    1.349033e-03
           9   -1.004414e+00   -1.002775e+00    1.214604e-03
          10   -1.003664e+00   -1.002864e+00    1.096395e-03
          11   -1.003327e+00   -1.002906e+00    9.975319e-04
          12   -1.005643e+00   -1.003134e+00    9.401125e-04
          13   -1.005811e+00   -1.003340e+00    8.900672e-04
          14   -1.005967e+00   -1.003528e+00    8.460347e-04
          15   -9.970368e-01   -1.003095e+00    8.934632e-04
          16   -1.005008e+00   -1.003214e+00    8.455840e-04
          17   -1.000760e+00   -1.003070e+00    8.080723e-04
          18   -9.923428e-01   -1.002474e+00    9.580582e-04
          19   -1.001546e+00   -1.002425e+00    9.088775e-04
          20   -1.002870e+00   -1.002447e+00    8.637059e-04
          21   -1.005363e+00   -1.002586e+00    8.336595e-04
          22   -1.003890e+00   -1.002646e+00    7.978704e-04
          23   -1.004597e+00   -1.002730e+00    7.676788e-04
          24   -9.996956e-01   -1.002604e+00    7.460336e-04
          25   -1.007596e+00   -1.002804e+00    7.424324e-04
          26   -1.002792e+00   -1.002803e+00    7.138774e-04
          27   -9.994418e-01   -1.002679e+00    6.982089e-04
          28   -1.007539e+00   -1.002852e+00    6.945145e-04
          29   -1.007649e+00   -1.003018e+00    6.899823e-04
          30   -1.001385e+00   -1.002963e+00    6.691248e-04
