#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    9.073297e-03    9.073297e-03    0.000000e+00
           2    8.697819e-03    8.885558e-03    1.327515e-04
           3    8.806143e-03    8.859086e-03    9.110209e-05
           4    9.134949e-03    8.928052e-03    9.075085e-05
           5    8.704158e-03    8.883273e-03    8.291545e-05
           6    8.503027e-03    8.819899e-03    9.011776e-05
           7    8.464782e-03    8.769168e-03    9.040233e-05
           8    8.574913e-03    8.744886e-03    8.229849e-05
           9    9.397325e-03    8.817379e-03    1.001144e-04
          10    8.357831e-03    8.771424e-03    1.000960e-04
          11    8.573913e-03    8.753469e-03    9.259280e-05
          12    8.435147e-03    8.726942e-03    8.859510e-05
          13    8.728332e-03    8.727049e-03    8.178016e-05
          14    8.320374e-03    8.698001e-03    8.093342e-05
          15    8.806504e-03    8.705234e-03    7.586042e-05
          16    8.799528e-03    8.711128e-03    7.134769e-05
          17    9.020778e-03    8.729342e-03    6.943692e-05
          18    8.549319e-03    8.719341e-03    6.629567e-05
          19    8.617706e-03    8.713992e-03    6.302186e-05
          20    8.585341e-03    8.707559e-03    6.019815e-05
          21    8.730766e-03    8.708664e-03    5.734171e-05
          22    8.906401e-03    8.717652e-03    5.543521e-05
          23    8.781571e-03    8.720431e-03    5.309459e-05
          24    8.238757e-03    8.700362e-03    5.454377e-05
          25    8.605329e-03    8.696560e-03    5.249431e-05
