#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -4.620560e-01   -4.620560e-01    0.000000e+00
           2   -4.593720e-01   -4.607140e-01    9.489373e-04
           3   -4.620400e-01   -4.611560e-01    7.283247e-04
           4   -4.622480e-01   -4.614290e-01    5.952132e-04
           5   -4.632600e-01   -4.617952e-01    5.779449e-04
           6   -4.620360e-01   -4.618353e-01    4.830122e-04
           7   -4.618640e-01   -4.618394e-01    4.140278e-04
           8   -4.618800e-01   -4.618445e-01    3.623054e-04
           9   -4.619240e-01   -4.618533e-01    3.221569e-04
          10   -4.614840e-01   -4.618164e-01    2.920507e-04
          11   -4.610080e-01   -4.617429e-01    2.745915e-04
          12   -4.641480e-01   -4.619433e-01    3.165118e-04
          13   -4.645720e-01   -4.621455e-01    3.508590e-04
          14   -4.602240e-01   -4.620083e-01    3.516203e-04
          15   -4.616760e-01   -4.619861e-01    3.288760e-04
          16   -4.629520e-01   -4.620465e-01    3.138126e-04
          17   -4.622240e-01   -4.620569e-01    2.955267e-04
          18   -4.617520e-01   -4.620400e-01    2.795937e-04
          19   -4.628000e-01   -4.620800e-01    2.677243e-04
          20   -4.612160e-01   -4.620368e-01    2.577999e-04
          21   -4.625520e-01   -4.620613e-01    2.466883e-04
          22   -4.616960e-01   -4.620447e-01    2.360334e-04
          23   -4.618960e-01   -4.620383e-01    2.258597e-04
          24   -4.621360e-01   -4.620423e-01    2.164856e-04
          25   -4.624920e-01   -4.620603e-01    2.085720e-04
