#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    1.380000e-03    1.380000e-03    0.000000e+00
           2    2.330000e-03    1.855000e-03    3.358757e-04
           3    2.256000e-03    1.988667e-03    2.490985e-04
           4   -1.880000e-03    1.021500e-03    8.581735e-04
           5   -5.656000e-03   -3.140000e-04    1.377746e-03
           6   -7.414000e-03   -1.497333e-03    1.576414e-03
           7   -1.800000e-03   -1.540571e-03    1.351805e-03
           8    7.768000e-03   -3.770000e-04    1.607404e-03
           9    7.504000e-03    4.986667e-04    1.650173e-03
          10    3.042000e-03    7.530000e-04    1.504628e-03
          11   -6.566000e-03    8.763636e-05    1.507799e-03
          12   -4.100000e-03   -2.613333e-04    1.421959e-03
          13    5.314000e-03    1.675385e-04    1.375734e-03
          14    5.030000e-03    5.148571e-04    1.320581e-03
          15   -4.976000e-03    1.488000e-04    1.282274e-03
          16    9.464000e-03    7.310000e-04    1.327740e-03
          17    5.940000e-04    7.229412e-04    1.249662e-03
          18    1.280000e-03    7.538889e-04    1.180619e-03
          19   -3.146000e-03    5.486316e-04    1.136184e-03
          20   -6.870000e-03    1.777000e-04    1.138315e-03
          21   -6.002000e-03   -1.165714e-04    1.121501e-03
          22   -1.014200e-02   -5.722727e-04    1.159416e-03
          23    2.594000e-03   -4.346087e-04    1.117150e-03
          24    3.116000e-03   -2.866667e-04    1.080353e-03
          25   -5.920000e-04   -2.988800e-04    1.037208e-03
