# DISTANCE:     AVE_GOFR:        ERROR:
    0.000000e+00    0.000000e+00    0.000000e+00
    2.564964e-02    0.000000e+00    0.000000e+00
    5.129928e-02    0.000000e+00    0.000000e+00
    7.694892e-02    0.000000e+00    0.000000e+00
    1.025986e-01    0.000000e+00    0.000000e+00
    1.282482e-01    0.000000e+00    0.000000e+00
    1.538978e-01    0.000000e+00    0.000000e+00
    1.795475e-01    0.000000e+00    0.000000e+00
    2.051971e-01    0.000000e+00    0.000000e+00
    2.308468e-01    0.000000e+00    0.000000e+00
    2.564964e-01    0.000000e+00    0.000000e+00
    2.821460e-01    0.000000e+00    0.000000e+00
    3.077957e-01    0.000000e+00    0.000000e+00
    3.334453e-01    0.000000e+00    0.000000e+00
    3.590949e-01    0.000000e+00    0.000000e+00
    3.847446e-01    0.000000e+00    0.000000e+00
    4.103942e-01    0.000000e+00    0.000000e+00
    4.360439e-01    0.000000e+00    0.000000e+00
    4.616935e-01    0.000000e+00    0.000000e+00
    4.873431e-01    0.000000e+00    0.000000e+00
    5.129928e-01    0.000000e+00    0.000000e+00
    5.386424e-01    0.000000e+00    0.000000e+00
    5.642921e-01    0.000000e+00    0.000000e+00
    5.899417e-01    0.000000e+00    0.000000e+00
    6.155913e-01    0.000000e+00    0.000000e+00
    6.412410e-01    0.000000e+00    0.000000e+00
    6.668906e-01    0.000000e+00    0.000000e+00
    6.925403e-01    0.000000e+00    0.000000e+00
    7.181899e-01    0.000000e+00    0.000000e+00
    7.438395e-01    0.000000e+00    0.000000e+00
    7.694892e-01    0.000000e+00    0.000000e+00
    7.951388e-01    0.000000e+00    0.000000e+00
    8.207885e-01    0.000000e+00    0.000000e+00
    8.464381e-01    7.780916e-06    4.080347e-06
    8.720877e-01    1.236186e-03    6.669687e-05
    8.977374e-01    2.406423e-02    3.464715e-04
    9.233870e-01    1.644262e-01    1.001283e-03
    9.490367e-01    5.625860e-01    2.684680e-03
    9.746863e-01    1.206582e+00    2.638174e-03
    1.000336e+00    1.862784e+00    4.212564e-03
    1.025986e+00    2.342287e+00    3.371170e-03
    1.051635e+00    2.551566e+00    4.138906e-03
    1.077285e+00    2.548127e+00    1.524644e-03
    1.102934e+00    2.410175e+00    3.013377e-03
    1.128584e+00    2.199131e+00    3.235473e-03
    1.154234e+00    1.974797e+00    2.756956e-03
    1.179883e+00    1.751333e+00    3.700423e-03
    1.205533e+00    1.556266e+00    2.415677e-03
    1.231183e+00    1.388367e+00    2.612003e-03
    1.256832e+00    1.241980e+00    3.049224e-03
    1.282482e+00    1.122109e+00    3.016777e-03
    1.308132e+00    1.019618e+00    2.136024e-03
    1.333781e+00    9.369045e-01    2.528815e-03
    1.359431e+00    8.718043e-01    1.563923e-03
    1.385081e+00    8.156105e-01    1.891955e-03
    1.410730e+00    7.726095e-01    1.476842e-03
    1.436380e+00    7.383744e-01    1.166032e-03
    1.462029e+00    7.108430e-01    1.071493e-03
    1.487679e+00    6.923022e-01    1.135310e-03
    1.513329e+00    6.807253e-01    1.398686e-03
    1.538978e+00    6.725568e-01    2.114597e-03
    1.564628e+00    6.725415e-01    1.544041e-03
    1.590278e+00    6.773079e-01    1.666677e-03
    1.615927e+00    6.882366e-01    2.198226e-03
    1.641577e+00    7.038745e-01    1.908848e-03
    1.667227e+00    7.248551e-01    1.863911e-03
    1.692876e+00    7.507627e-01    1.458519e-03
    1.718526e+00    7.811228e-01    1.437193e-03
    1.744175e+00    8.146430e-01    1.492948e-03
    1.769825e+00    8.542159e-01    1.919413e-03
    1.795475e+00    8.941935e-01    1.924482e-03
    1.821124e+00    9.365477e-01    1.112508e-03
    1.846774e+00    9.776457e-01    1.165742e-03
    1.872424e+00    1.018014e+00    1.788980e-03
    1.898073e+00    1.057999e+00    1.312831e-03
    1.923723e+00    1.096487e+00    1.235023e-03
    1.949373e+00    1.129805e+00    9.825143e-04
    1.975022e+00    1.160634e+00    1.253921e-03
    2.000672e+00    1.185165e+00    1.096993e-03
    2.026321e+00    1.205505e+00    1.456566e-03
    2.051971e+00    1.213992e+00    1.646615e-03
    2.077621e+00    1.214616e+00    1.373422e-03
    2.103270e+00    1.210311e+00    1.753202e-03
    2.128920e+00    1.194861e+00    1.360735e-03
    2.154570e+00    1.172575e+00    1.516805e-03
    2.180219e+00    1.148702e+00    1.377752e-03
    2.205869e+00    1.122106e+00    1.579309e-03
    2.231519e+00    1.093553e+00    1.234724e-03
    2.257168e+00    1.064843e+00    1.644873e-03
    2.282818e+00    1.038729e+00    1.614434e-03
    2.308468e+00    1.011515e+00    1.337803e-03
    2.334117e+00    9.871040e-01    1.483273e-03
    2.359767e+00    9.658334e-01    1.411565e-03
    2.385416e+00    9.467155e-01    1.142391e-03
    2.411066e+00    9.301082e-01    1.113599e-03
    2.436716e+00    9.183898e-01    1.104008e-03
    2.462365e+00    9.086752e-01    1.135545e-03
    2.488015e+00    8.946433e-01    1.181457e-03
    2.513665e+00    8.848847e-01    1.425730e-03
    2.539314e+00    8.849470e-01    1.813558e-03
