#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    4.004406e+00    4.004406e+00    0.000000e+00
           2    4.121334e+00    4.062870e+00    4.134029e-02
           3    4.038608e+00    4.054783e+00    2.834024e-02
           4    3.884192e+00    4.012135e+00    4.261343e-02
           5    3.904509e+00    3.990610e+00    3.915162e-02
           6    3.963923e+00    3.986162e+00    3.287802e-02
           7    4.072147e+00    3.998446e+00    3.038929e-02
           8    3.937526e+00    3.990831e+00    2.752817e-02
           9    4.047981e+00    3.997181e+00    2.519123e-02
          10    4.060995e+00    4.003562e+00    2.346646e-02
          11    4.028886e+00    4.005864e+00    2.144578e-02
          12    3.905670e+00    3.997515e+00    2.122184e-02
          13    4.024054e+00    3.999556e+00    1.968734e-02
          14    3.861523e+00    3.989697e+00    2.060255e-02
          15    3.875459e+00    3.982081e+00    2.058860e-02
          16    3.913334e+00    3.977784e+00    1.974507e-02
          17    4.034038e+00    3.981093e+00    1.885883e-02
          18    3.860941e+00    3.974418e+00    1.895569e-02
          19    4.090378e+00    3.980521e+00    1.891503e-02
          20    4.033414e+00    3.983166e+00    1.815322e-02
          21    3.974218e+00    3.982740e+00    1.729378e-02
          22    3.958698e+00    3.981647e+00    1.654219e-02
          23    4.024294e+00    3.983501e+00    1.592655e-02
          24    3.975741e+00    3.983178e+00    1.526622e-02
          25    4.027613e+00    3.984955e+00    1.475868e-02
