#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    4.342000e-03    4.342000e-03    0.000000e+00
           2    5.460000e-03    4.901000e-03    3.952727e-04
           3    5.006000e-03    4.936000e-03    2.650602e-04
           4   -7.320000e-04    3.519000e-03    1.243156e-03
           5   -5.282000e-03    1.758800e-03    1.862182e-03
           6   -2.126000e-03    1.111333e-03    1.660568e-03
           7   -4.620000e-04    8.865714e-04    1.438474e-03
           8    1.089400e-02    2.137500e-03    1.718563e-03
           9    8.260000e-03    2.817778e-03    1.656790e-03
          10   -4.554000e-03    2.080600e-03    1.646967e-03
          11   -5.268000e-03    1.412545e-03    1.627102e-03
          12    2.840000e-04    1.318500e-03    1.494225e-03
          13    4.918000e-03    1.595385e-03    1.404705e-03
          14    7.968000e-03    2.050571e-03    1.376144e-03
          15   -1.840000e-04    1.901600e-03    1.292439e-03
          16    8.218000e-03    2.296375e-03    1.270524e-03
          17   -1.842000e-03    2.052941e-03    1.218885e-03
          18    7.904000e-03    2.378000e-03    1.193727e-03
          19   -3.720000e-04    2.233263e-03    1.139640e-03
          20   -7.224000e-03    1.760400e-03    1.176677e-03
          21   -9.584000e-03    1.220190e-03    1.238456e-03
          22   -1.489200e-02    4.878182e-04    1.381846e-03
          23    1.104800e-02    9.469565e-04    1.395961e-03
          24    7.664000e-03    1.226833e-03    1.365564e-03
          25    2.886000e-03    1.293200e-03    1.312553e-03
