#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -5.838320e-01   -5.838320e-01    0.000000e+00
           2   -5.809800e-01   -5.824060e-01    1.008334e-03
           3   -5.840240e-01   -5.829453e-01    8.036192e-04
           4   -5.831480e-01   -5.829960e-01    6.043095e-04
           5   -5.839720e-01   -5.831912e-01    5.140078e-04
           6   -5.822320e-01   -5.830313e-01    4.525183e-04
           7   -5.841960e-01   -5.831977e-01    4.173407e-04
           8   -5.824680e-01   -5.831065e-01    3.750086e-04
           9   -5.818120e-01   -5.829627e-01    3.598688e-04
          10   -5.817560e-01   -5.828420e-01    3.435170e-04
          11   -5.837960e-01   -5.829287e-01    3.230507e-04
          12   -5.845600e-01   -5.830647e-01    3.234693e-04
          13   -5.826320e-01   -5.830314e-01    3.002944e-04
          14   -5.787960e-01   -5.827289e-01    4.034104e-04
          15   -5.805880e-01   -5.825861e-01    4.009696e-04
          16   -5.842600e-01   -5.826908e-01    3.893176e-04
          17   -5.822440e-01   -5.826645e-01    3.673025e-04
          18   -5.833800e-01   -5.827042e-01    3.490412e-04
          19   -5.820040e-01   -5.826674e-01    3.326106e-04
          20   -5.796320e-01   -5.825156e-01    3.488916e-04
          21   -5.852080e-01   -5.826438e-01    3.550541e-04
          22   -5.847200e-01   -5.827382e-01    3.512334e-04
          23   -5.828680e-01   -5.827438e-01    3.360077e-04
          24   -5.819240e-01   -5.827097e-01    3.237391e-04
          25   -5.843000e-01   -5.827733e-01    3.169778e-04
