#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -7.671295e-01   -7.671295e-01    0.000000e+00
           2   -7.676873e-01   -7.674084e-01    1.971979e-04
           3   -7.659380e-01   -7.669183e-01    4.212326e-04
           4   -7.700358e-01   -7.676976e-01    7.452351e-04
           5   -7.688725e-01   -7.679326e-01    6.321457e-04
           6   -7.675743e-01   -7.678729e-01    5.296010e-04
           7   -7.694194e-01   -7.680938e-01    4.978953e-04
           8   -7.647084e-01   -7.676706e-01    5.886328e-04
           9   -7.674727e-01   -7.676487e-01    5.236398e-04
          10   -7.670637e-01   -7.675902e-01    4.745316e-04
          11   -7.694726e-01   -7.677613e-01    4.612188e-04
          12   -7.683368e-01   -7.678093e-01    4.252701e-04
          13   -7.683447e-01   -7.678504e-01    3.945467e-04
          14   -7.650642e-01   -7.676514e-01    4.135224e-04
          15   -7.683537e-01   -7.676982e-01    3.885954e-04
          16   -7.712080e-01   -7.679176e-01    4.217023e-04
          17   -7.628914e-01   -7.676219e-01    4.896914e-04
          18   -7.669579e-01   -7.675851e-01    4.638739e-04
          19   -7.696600e-01   -7.676943e-01    4.521319e-04
          20   -7.687216e-01   -7.677456e-01    4.324336e-04
          21   -7.684812e-01   -7.677807e-01    4.132577e-04
          22   -7.675104e-01   -7.677684e-01    3.946558e-04
          23   -7.651796e-01   -7.676558e-01    3.932203e-04
          24   -7.644010e-01   -7.675202e-01    3.995392e-04
          25   -7.697810e-01   -7.676106e-01    3.936592e-04
          26   -7.677344e-01   -7.676154e-01    3.785473e-04
          27   -7.682678e-01   -7.676396e-01    3.652975e-04
          28   -7.698488e-01   -7.677185e-01    3.606719e-04
          29   -7.650690e-01   -7.676271e-01    3.596199e-04
          30   -7.658895e-01   -7.675692e-01    3.522659e-04
