#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -3.800800e-01   -3.800800e-01    0.000000e+00
           2   -3.784520e-01   -3.792660e-01    5.755849e-04
           3   -3.783640e-01   -3.789653e-01    4.555332e-04
           4   -3.808880e-01   -3.794460e-01    5.385211e-04
           5   -3.805880e-01   -3.796744e-01    4.767981e-04
           6   -3.798200e-01   -3.796987e-01    3.979488e-04
           7   -3.815680e-01   -3.799657e-01    4.212780e-04
           8   -3.822720e-01   -3.802540e-01    4.567269e-04
           9   -3.810640e-01   -3.803440e-01    4.147522e-04
          10   -3.787600e-01   -3.801856e-01    4.023893e-04
          11   -3.815160e-01   -3.803065e-01    3.835542e-04
          12   -3.789680e-01   -3.801950e-01    3.674534e-04
          13   -3.788320e-01   -3.800902e-01    3.538297e-04
          14   -3.797800e-01   -3.800680e-01    3.292490e-04
          15   -3.807040e-01   -3.801104e-01    3.100171e-04
          16   -3.800960e-01   -3.801095e-01    2.906424e-04
          17   -3.792880e-01   -3.800612e-01    2.775339e-04
          18   -3.815200e-01   -3.801422e-01    2.736932e-04
          19   -3.810480e-01   -3.801899e-01    2.634074e-04
          20   -3.799840e-01   -3.801796e-01    2.504382e-04
          21   -3.810120e-01   -3.802192e-01    2.416290e-04
          22   -3.804280e-01   -3.802287e-01    2.308321e-04
          23   -3.803520e-01   -3.802341e-01    2.208582e-04
          24   -3.802080e-01   -3.802330e-01    2.116584e-04
          25   -3.796520e-01   -3.802098e-01    2.044640e-04
