#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    1.424793e+00    1.424793e+00    0.000000e+00
           2    1.424960e+00    1.424876e+00    5.900660e-05
           3    1.425069e+00    1.424940e+00    6.554124e-05
           4    1.425059e+00    1.424970e+00    5.550259e-05
           5    1.425053e+00    1.424987e+00    4.683513e-05
           6    1.424999e+00    1.424989e+00    3.906955e-05
           7    1.425075e+00    1.425001e+00    3.537711e-05
           8    1.425068e+00    1.425009e+00    3.192110e-05
           9    1.425022e+00    1.425011e+00    2.840330e-05
          10    1.424993e+00    1.425009e+00    2.561927e-05
          11    1.424980e+00    1.425006e+00    2.342929e-05
          12    1.424937e+00    1.425001e+00    2.217078e-05
          13    1.424818e+00    1.424987e+00    2.450235e-05
          14    1.424876e+00    1.424979e+00    2.398863e-05
          15    1.424972e+00    1.424978e+00    2.239414e-05
          16    1.424936e+00    1.424976e+00    2.114752e-05
          17    1.424889e+00    1.424970e+00    2.050520e-05
          18    1.424987e+00    1.424971e+00    1.938723e-05
          19    1.424892e+00    1.424967e+00    1.881242e-05
          20    1.424921e+00    1.424965e+00    1.801599e-05
          21    1.424912e+00    1.424962e+00    1.733487e-05
          22    1.424880e+00    1.424959e+00    1.694419e-05
          23    1.424909e+00    1.424957e+00    1.634186e-05
          24    1.424819e+00    1.424951e+00    1.663708e-05
          25    1.424816e+00    1.424945e+00    1.682275e-05
          26    1.424814e+00    1.424940e+00    1.691628e-05
          27    1.424939e+00    1.424940e+00    1.628980e-05
          28    1.424884e+00    1.424938e+00    1.583253e-05
          29    1.424813e+00    1.424934e+00    1.586322e-05
          30    1.424852e+00    1.424931e+00    1.556977e-05
          31    1.424912e+00    1.424931e+00    1.508048e-05
          32    1.424855e+00    1.424928e+00    1.479249e-05
          33    1.424750e+00    1.424923e+00    1.529365e-05
          34    1.424827e+00    1.424920e+00    1.510075e-05
          35    1.424842e+00    1.424918e+00    1.483238e-05
          36    1.424872e+00    1.424917e+00    1.447472e-05
          37    1.424953e+00    1.424918e+00    1.411713e-05
          38    1.424975e+00    1.424919e+00    1.382670e-05
          39    1.424939e+00    1.424920e+00    1.348158e-05
          40    1.424846e+00    1.424918e+00    1.326860e-05
          41    1.424918e+00    1.424918e+00    1.294499e-05
          42    1.424858e+00    1.424916e+00    1.271409e-05
          43    1.424883e+00    1.424916e+00    1.244189e-05
          44    1.424837e+00    1.424914e+00    1.228637e-05
          45    1.424851e+00    1.424912e+00    1.209231e-05
          46    1.424780e+00    1.424909e+00    1.216649e-05
          47    1.424810e+00    1.424907e+00    1.209063e-05
          48    1.424817e+00    1.424905e+00    1.198288e-05
          49    1.424796e+00    1.424903e+00    1.194610e-05
          50    1.424745e+00    1.424900e+00    1.211824e-05
          51    1.424781e+00    1.424898e+00    1.210427e-05
          52    1.424862e+00    1.424897e+00    1.189105e-05
          53    1.424744e+00    1.424894e+00    1.201111e-05
          54    1.424630e+00    1.424889e+00    1.274577e-05
          55    1.424634e+00    1.424885e+00    1.333364e-05
          56    1.424564e+00    1.424879e+00    1.427082e-05
          57    1.424700e+00    1.424876e+00    1.436287e-05
          58    1.424868e+00    1.424876e+00    1.411579e-05
          59    1.424925e+00    1.424876e+00    1.390088e-05
          60    1.424747e+00    1.424874e+00    1.383492e-05
          61    1.424677e+00    1.424871e+00    1.397987e-05
          62    1.424611e+00    1.424867e+00    1.436867e-05
          63    1.424628e+00    1.424863e+00    1.463143e-05
          64    1.424814e+00    1.424862e+00    1.442279e-05
          65    1.424868e+00    1.424862e+00    1.420113e-05
          66    1.424842e+00    1.424862e+00    1.398928e-05
          67    1.424859e+00    1.424862e+00    1.378054e-05
          68    1.424728e+00    1.424860e+00    1.371907e-05
          69    1.424680e+00    1.424857e+00    1.376722e-05
          70    1.424698e+00    1.424855e+00    1.375681e-05
          71    1.424691e+00    1.424853e+00    1.375612e-05
          72    1.424895e+00    1.424853e+00    1.357762e-05
          73    1.424883e+00    1.424854e+00    1.339758e-05
          74    1.424827e+00    1.424854e+00    1.322164e-05
          75    1.424731e+00    1.424852e+00    1.314630e-05
          76    1.424869e+00    1.424852e+00    1.297529e-05
          77    1.424810e+00    1.424852e+00    1.281825e-05
          78    1.424750e+00    1.424850e+00    1.271969e-05
          79    1.424765e+00    1.424849e+00    1.260437e-05
          80    1.424799e+00    1.424849e+00    1.246258e-05
          81    1.424939e+00    1.424850e+00    1.235854e-05
          82    1.425025e+00    1.424852e+00    1.239085e-05
          83    1.425020e+00    1.424854e+00    1.240676e-05
          84    1.424958e+00    1.424855e+00    1.232146e-05
          85    1.425021e+00    1.424857e+00    1.233093e-05
          86    1.425073e+00    1.424860e+00    1.244152e-05
          87    1.424992e+00    1.424861e+00    1.239149e-05
          88    1.424971e+00    1.424862e+00    1.231309e-05
          89    1.424963e+00    1.424863e+00    1.222646e-05
          90    1.424884e+00    1.424864e+00    1.209280e-05
          91    1.424944e+00    1.424865e+00    1.199207e-05
          92    1.424630e+00    1.424862e+00    1.213028e-05
          93    1.424697e+00    1.424860e+00    1.212853e-05
          94    1.424866e+00    1.424860e+00    1.199965e-05
          95    1.424907e+00    1.424861e+00    1.188343e-05
          96    1.424981e+00    1.424862e+00    1.182550e-05
          97    1.424891e+00    1.424862e+00    1.170729e-05
          98    1.424937e+00    1.424863e+00    1.161273e-05
          99    1.424976e+00    1.424864e+00    1.155131e-05
         100    1.424862e+00    1.424864e+00    1.143583e-05
