# DISTANCE:     AVE_GOFR:        ERROR:
    0.000000e+00    0.000000e+00    0.000000e+00
    6.463304e-02    0.000000e+00    0.000000e+00
    1.292661e-01    0.000000e+00    0.000000e+00
    1.938991e-01    0.000000e+00    0.000000e+00
    2.585322e-01    0.000000e+00    0.000000e+00
    3.231652e-01    0.000000e+00    0.000000e+00
    3.877982e-01    0.000000e+00    0.000000e+00
    4.524313e-01    0.000000e+00    0.000000e+00
    5.170643e-01    0.000000e+00    0.000000e+00
    5.816974e-01    0.000000e+00    0.000000e+00
    6.463304e-01    0.000000e+00    0.000000e+00
    7.109634e-01    0.000000e+00    0.000000e+00
    7.755965e-01    0.000000e+00    0.000000e+00
    8.402295e-01    1.020754e-03    3.356120e-04
    9.048626e-01    1.617753e-01    5.811747e-03
    9.694956e-01    1.073355e+00    1.926430e-02
    1.034129e+00    1.967112e+00    3.064460e-02
    1.098762e+00    2.204509e+00    3.938769e-02
    1.163395e+00    2.024002e+00    3.312551e-02
    1.228028e+00    1.778230e+00    2.644124e-02
    1.292661e+00    1.605751e+00    2.454558e-02
    1.357294e+00    1.433420e+00    2.236475e-02
    1.421927e+00    1.298378e+00    2.011726e-02
    1.486560e+00    1.230764e+00    1.854767e-02
    1.551193e+00    1.189697e+00    1.777819e-02
    1.615826e+00    1.152242e+00    1.759779e-02
    1.680459e+00    1.099890e+00    1.455886e-02
    1.745092e+00    1.083449e+00    1.399733e-02
    1.809725e+00    1.054040e+00    1.339646e-02
    1.874358e+00    1.060446e+00    1.271345e-02
    1.938991e+00    1.051033e+00    1.264405e-02
    2.003624e+00    1.047411e+00    1.248966e-02
    2.068257e+00    1.047764e+00    1.281402e-02
    2.132890e+00    1.032022e+00    1.343213e-02
    2.197523e+00    1.040195e+00    1.143674e-02
    2.262156e+00    1.037339e+00    1.112363e-02
    2.326789e+00    1.037645e+00    1.069314e-02
    2.391423e+00    1.039704e+00    1.004746e-02
    2.456056e+00    1.028509e+00    1.054509e-02
    2.520689e+00    1.027978e+00    8.687191e-03
    2.585322e+00    1.031013e+00    8.868391e-03
    2.649955e+00    1.018091e+00    9.147890e-03
    2.714588e+00    1.012276e+00    9.013188e-03
    2.779221e+00    1.013573e+00    8.889058e-03
    2.843854e+00    1.008733e+00    9.264120e-03
    2.908487e+00    1.005296e+00    8.122350e-03
    2.973120e+00    1.006007e+00    7.509922e-03
    3.037753e+00    1.013872e+00    7.248673e-03
    3.102386e+00    1.005303e+00    7.695730e-03
    3.167019e+00    1.010340e+00    7.636751e-03
    3.231652e+00    1.009701e+00    7.331535e-03
    3.296285e+00    1.010075e+00    7.623733e-03
    3.360918e+00    1.008972e+00    7.850753e-03
    3.425551e+00    1.001800e+00    7.055821e-03
    3.490184e+00    1.003557e+00    7.050946e-03
    3.554817e+00    1.009422e+00    6.844868e-03
    3.619450e+00    1.005113e+00    6.916864e-03
    3.684083e+00    9.935788e-01    6.908334e-03
    3.748716e+00    9.928634e-01    6.843533e-03
    3.813349e+00    9.949038e-01    6.758656e-03
    3.877982e+00    9.988838e-01    7.100911e-03
    3.942615e+00    1.002025e+00    6.479802e-03
    4.007249e+00    9.946079e-01    6.269150e-03
    4.071882e+00    9.882651e-01    6.571879e-03
    4.136515e+00    9.917543e-01    6.427998e-03
    4.201148e+00    9.977517e-01    5.917535e-03
    4.265781e+00    9.955725e-01    6.139643e-03
    4.330414e+00    9.872821e-01    5.295629e-03
    4.395047e+00    9.915140e-01    5.351023e-03
    4.459680e+00    9.933435e-01    5.329605e-03
    4.524313e+00    9.922239e-01    5.679096e-03
    4.588946e+00    9.892548e-01    5.489206e-03
    4.653579e+00    9.878381e-01    5.935743e-03
    4.718212e+00    9.888523e-01    5.919913e-03
    4.782845e+00    9.863099e-01    5.756770e-03
    4.847478e+00    9.898105e-01    5.300003e-03
    4.912111e+00    9.846403e-01    5.055602e-03
    4.976744e+00    9.880414e-01    4.582484e-03
    5.041377e+00    9.835868e-01    5.077038e-03
    5.106010e+00    9.847480e-01    4.151578e-03
    5.170643e+00    9.780124e-01    4.075755e-03
    5.235276e+00    9.835469e-01    4.971262e-03
    5.299909e+00    9.845423e-01    5.100454e-03
    5.364542e+00    9.811883e-01    4.164203e-03
    5.429175e+00    9.895236e-01    4.413376e-03
    5.493808e+00    9.906551e-01    4.385129e-03
    5.558442e+00    9.876085e-01    4.016566e-03
    5.623075e+00    9.879589e-01    3.934457e-03
    5.687708e+00    9.855225e-01    3.873076e-03
    5.752341e+00    9.840643e-01    3.946829e-03
    5.816974e+00    9.847460e-01    4.449316e-03
    5.881607e+00    9.800225e-01    3.894589e-03
    5.946240e+00    9.838120e-01    3.652276e-03
    6.010873e+00    9.817065e-01    4.098363e-03
    6.075506e+00    9.787473e-01    4.176529e-03
    6.140139e+00    9.807960e-01    4.006178e-03
    6.204772e+00    9.833386e-01    4.001740e-03
    6.269405e+00    9.829161e-01    4.052865e-03
    6.334038e+00    9.850324e-01    4.261676e-03
    6.398671e+00    9.872622e-01    4.206265e-03
