#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -7.140000e-04   -7.140000e-04    0.000000e+00
           2    3.482000e-03    1.384000e-03    1.483510e-03
           3    5.400000e-05    9.406667e-04    1.053168e-03
           4   -1.436000e-03    3.465000e-04    9.426984e-04
           5   -6.862000e-03   -1.095200e-03    1.493839e-03
           6   -5.744000e-03   -1.870000e-03    1.431766e-03
           7    1.380000e-03   -1.405714e-03    1.300329e-03
           8    2.758000e-03   -8.852500e-04    1.237572e-03
           9    4.428000e-03   -2.948889e-04    1.232859e-03
          10    2.638000e-03   -1.600000e-06    1.143927e-03
          11   -5.190000e-03   -4.732727e-04    1.133010e-03
          12    7.400000e-05   -4.276667e-04    1.039510e-03
          13    7.326000e-03    1.687692e-04    1.117633e-03
          14    3.560000e-03    4.110000e-04    1.063728e-03
          15   -4.462000e-03    8.613333e-05    1.041240e-03
          16    5.044000e-03    3.960000e-04    1.021229e-03
          17   -6.060000e-04    3.370588e-04    9.628562e-04
          18    1.786000e-03    4.175556e-04    9.127229e-04
          19   -4.784000e-03    1.437895e-04    9.048111e-04
          20   -5.706000e-03   -1.487000e-04    9.056125e-04
          21   -5.404000e-03   -3.989524e-04    8.963983e-04
          22   -5.694000e-03   -6.396364e-04    8.873768e-04
          23    3.898000e-03   -4.423478e-04    8.704503e-04
          24    2.834000e-03   -3.058333e-04    8.448186e-04
          25    5.160000e-04   -2.729600e-04    8.116652e-04
