#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    8.742160e-01    8.742160e-01    0.000000e+00
           2    8.859856e-01    8.801008e-01    4.161182e-03
           3    9.008048e-01    8.870021e-01    6.280766e-03
           4    8.681632e-01    8.822924e-01    6.231027e-03
           5    8.898096e-01    8.837958e-01    5.163014e-03
           6    8.743680e-01    8.822245e-01    4.535318e-03
           7    9.154176e-01    8.869664e-01    5.863882e-03
           8    8.748720e-01    8.854546e-01    5.322213e-03
           9    8.757152e-01    8.843724e-01    4.839622e-03
          10    8.998352e-01    8.859187e-01    4.596046e-03
          11    9.166992e-01    8.887169e-01    4.957398e-03
          12    8.987632e-01    8.895541e-01    4.614431e-03
          13    8.826928e-01    8.890263e-01    4.289553e-03
          14    8.728768e-01    8.878728e-01    4.135352e-03
          15    9.019248e-01    8.888096e-01    3.964351e-03
          16    8.888672e-01    8.888132e-01    3.716581e-03
          17    8.999056e-01    8.894657e-01    3.554774e-03
          18    8.827952e-01    8.890951e-01    3.376548e-03
          19    8.871392e-01    8.889922e-01    3.200404e-03
          20    8.890448e-01    8.889948e-01    3.040384e-03
          21    8.812288e-01    8.886250e-01    2.918008e-03
          22    8.707184e-01    8.878111e-01    2.896666e-03
          23    9.018032e-01    8.884194e-01    2.833887e-03
          24    8.782736e-01    8.879967e-01    2.747158e-03
          25    8.840576e-01    8.878391e-01    2.641786e-03
