#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    8.790728e-03    8.790728e-03    0.000000e+00
           2    8.819079e-03    8.804904e-03    1.002380e-05
           3    8.786347e-03    8.798718e-03    8.376311e-06
           4    8.529552e-03    8.731427e-03    5.861375e-05
           5    8.668462e-03    8.718834e-03    4.822479e-05
           6    8.941936e-03    8.756018e-03    5.260426e-05
           7    8.669383e-03    8.743641e-03    4.652249e-05
           8    8.864051e-03    8.758692e-03    4.307314e-05
           9    8.797910e-03    8.763050e-03    3.850703e-05
          10    8.773875e-03    8.764133e-03    3.467154e-05
          11    8.554232e-03    8.745051e-03    3.639368e-05
          12    8.984929e-03    8.765041e-03    3.846094e-05
          13    8.691061e-03    8.759350e-03    3.592095e-05
          14    8.913482e-03    8.770359e-03    3.500167e-05
          15    8.705827e-03    8.766057e-03    3.293156e-05
          16    8.318431e-03    8.738080e-03    4.107235e-05
          17    8.659174e-03    8.733439e-03    3.891771e-05
          18    9.046698e-03    8.750842e-03    4.046014e-05
          19    8.719343e-03    8.749184e-03    3.836460e-05
          20    8.407477e-03    8.732099e-03    4.007058e-05
          21    8.648792e-03    8.728132e-03    3.835832e-05
          22    8.651110e-03    8.724631e-03    3.677419e-05
          23    8.851709e-03    8.730156e-03    3.558795e-05
          24    8.724580e-03    8.729924e-03    3.410588e-05
          25    8.757227e-03    8.731016e-03    3.275912e-05
          26    8.642096e-03    8.727596e-03    3.167717e-05
          27    9.016558e-03    8.738298e-03    3.226124e-05
          28    8.753151e-03    8.738829e-03    3.111342e-05
          29    8.447048e-03    8.728767e-03    3.162555e-05
          30    8.784931e-03    8.730639e-03    3.062672e-05
