#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -7.706934e-01   -7.706934e-01    0.000000e+00
           2   -7.658269e-01   -7.682602e-01    1.720575e-03
           3   -7.683113e-01   -7.682772e-01    1.147134e-03
           4   -7.664456e-01   -7.678193e-01    9.473484e-04
           5   -7.683031e-01   -7.679161e-01    7.628035e-04
           6   -7.668783e-01   -7.677431e-01    6.549857e-04
           7   -7.677059e-01   -7.677378e-01    5.614379e-04
           8   -7.675318e-01   -7.677120e-01    4.918485e-04
           9   -7.643601e-01   -7.673396e-01    5.607482e-04
          10   -7.657880e-01   -7.671844e-01    5.257028e-04
          11   -7.679887e-01   -7.672576e-01    4.829696e-04
          12   -7.692227e-01   -7.674213e-01    4.696665e-04
          13   -7.673634e-01   -7.674169e-01    4.335594e-04
          14   -7.718576e-01   -7.677341e-01    5.054743e-04
          15   -7.671194e-01   -7.676931e-01    4.734343e-04
          16   -7.671306e-01   -7.676579e-01    4.451479e-04
          17   -7.642340e-01   -7.674565e-01    4.622850e-04
          18   -7.672049e-01   -7.674425e-01    4.368138e-04
          19   -7.686032e-01   -7.675036e-01    4.180730e-04
          20   -7.656351e-01   -7.674102e-01    4.074743e-04
          21   -7.692092e-01   -7.674959e-01    3.969735e-04
          22   -7.693912e-01   -7.675820e-01    3.881648e-04
          23   -7.693262e-01   -7.676578e-01    3.786230e-04
          24   -7.654868e-01   -7.675674e-01    3.734974e-04
          25   -7.699249e-01   -7.676617e-01    3.702709e-04
          26   -7.659412e-01   -7.675955e-01    3.618941e-04
          27   -7.693894e-01   -7.676620e-01    3.545374e-04
          28   -7.679350e-01   -7.676717e-01    3.420094e-04
          29   -7.697731e-01   -7.677442e-01    3.378052e-04
          30   -7.664405e-01   -7.677007e-01    3.293283e-04
