#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    8.627488e+00    8.627488e+00    0.000000e+00
           2    8.073852e+00    8.350670e+00    1.957399e-01
           3    8.647372e+00    8.449571e+00    1.534581e-01
           4    7.680804e+00    8.257379e+00    2.023605e-01
           5    7.933036e+00    8.192510e+00    1.719715e-01
           6    8.482228e+00    8.240797e+00    1.499353e-01
           7    7.901984e+00    8.192395e+00    1.361044e-01
           8    9.066880e+00    8.301705e+00    1.569649e-01
           9    7.955124e+00    8.263196e+00    1.441708e-01
          10    7.609980e+00    8.197875e+00    1.437924e-01
          11    8.295648e+00    8.206763e+00    1.309948e-01
          12    8.983696e+00    8.271508e+00    1.351347e-01
          13    7.727968e+00    8.229697e+00    1.310483e-01
          14    8.729212e+00    8.265377e+00    1.264516e-01
          15    8.068032e+00    8.252220e+00    1.187039e-01
          16    8.073900e+00    8.241075e+00    1.118069e-01
          17    7.853668e+00    8.218287e+00    1.075273e-01
          18    7.979584e+00    8.205025e+00    1.023681e-01
          19    8.173692e+00    8.203376e+00    9.699358e-02
          20    7.473608e+00    8.166888e+00    9.876908e-02
          21    7.923244e+00    8.155286e+00    9.474477e-02
          22    7.680964e+00    8.133726e+00    9.285890e-02
          23    8.626936e+00    8.155170e+00    9.126400e-02
          24    8.649204e+00    8.175754e+00    8.975278e-02
          25    8.490412e+00    8.188341e+00    8.704070e-02
          26    8.327884e+00    8.193708e+00    8.385829e-02
          27    8.650744e+00    8.210635e+00    8.244316e-02
          28    8.303196e+00    8.213941e+00    7.956501e-02
          29    7.662592e+00    8.194929e+00    7.906022e-02
          30    8.286192e+00    8.197971e+00    7.648339e-02
