#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -4.166580e-01   -4.166580e-01    0.000000e+00
           2   -4.162196e-01   -4.164388e-01    1.549978e-04
           3   -4.182025e-01   -4.170267e-01    4.910090e-04
           4   -4.192232e-01   -4.175758e-01    6.014785e-04
           5   -4.201156e-01   -4.180838e-01    6.617833e-04
           6   -4.196728e-01   -4.183486e-01    6.021477e-04
           7   -4.179988e-01   -4.182986e-01    5.181967e-04
           8   -4.198258e-01   -4.184895e-01    4.873165e-04
           9   -4.194657e-01   -4.185980e-01    4.450774e-04
          10   -4.174074e-01   -4.184789e-01    4.161886e-04
          11   -4.194253e-01   -4.185650e-01    3.871436e-04
          12   -4.174723e-01   -4.184739e-01    3.654335e-04
          13   -4.187501e-01   -4.184952e-01    3.379403e-04
          14   -4.180522e-01   -4.184635e-01    3.152794e-04
          15   -4.174439e-01   -4.183956e-01    3.014993e-04
          16   -4.181697e-01   -4.183814e-01    2.829857e-04
          17   -4.182025e-01   -4.183709e-01    2.665352e-04
          18   -4.178374e-01   -4.183413e-01    2.533705e-04
          19   -4.183256e-01   -4.183404e-01    2.400366e-04
          20   -4.173182e-01   -4.182893e-01    2.334127e-04
          21   -4.193863e-01   -4.183416e-01    2.280678e-04
          22   -4.177763e-01   -4.183159e-01    2.191436e-04
          23   -4.172765e-01   -4.182707e-01    2.142246e-04
          24   -4.194630e-01   -4.183204e-01    2.109804e-04
          25   -4.163885e-01   -4.182431e-01    2.162303e-04
          26   -4.176735e-01   -4.182212e-01    2.090205e-04
          27   -4.160897e-01   -4.181422e-01    2.156726e-04
          28   -4.176048e-01   -4.181230e-01    2.088225e-04
          29   -4.185818e-01   -4.181389e-01    2.022201e-04
          30   -4.168334e-01   -4.180953e-01    2.001066e-04
