#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    1.096651e+00    1.096651e+00    0.000000e+00
           2    1.077191e+00    1.086921e+00    6.879992e-03
           3    1.107140e+00    1.093660e+00    7.163696e-03
           4    1.072507e+00    1.088372e+00    7.059916e-03
           5    1.093609e+00    1.089419e+00    5.725098e-03
           6    1.097570e+00    1.090778e+00    4.929436e-03
           7    1.115454e+00    1.094303e+00    5.338947e-03
           8    1.111803e+00    1.096490e+00    5.100050e-03
           9    1.112802e+00    1.098303e+00    4.844712e-03
          10    1.070364e+00    1.095509e+00    5.102614e-03
          11    1.088464e+00    1.094869e+00    4.678761e-03
          12    1.090231e+00    1.094482e+00    4.304794e-03
          13    1.116716e+00    1.096192e+00    4.300020e-03
          14    1.085147e+00    1.095403e+00    4.064614e-03
          15    1.084839e+00    1.094699e+00    3.854174e-03
          16    1.104073e+00    1.095285e+00    3.657544e-03
          17    1.089648e+00    1.094953e+00    3.457392e-03
          18    1.111317e+00    1.095863e+00    3.382727e-03
          19    1.070844e+00    1.094546e+00    3.451461e-03
          20    1.112377e+00    1.095437e+00    3.392084e-03
          21    1.084258e+00    1.094905e+00    3.272064e-03
          22    1.088580e+00    1.094617e+00    3.135941e-03
          23    1.114741e+00    1.095492e+00    3.119267e-03
          24    1.104763e+00    1.095879e+00    3.013119e-03
          25    1.067104e+00    1.094728e+00    3.104654e-03
          26    1.064629e+00    1.093570e+00    3.193783e-03
          27    1.102670e+00    1.093907e+00    3.093227e-03
          28    1.098587e+00    1.094074e+00    2.987267e-03
          29    1.081257e+00    1.093632e+00    2.916770e-03
          30    1.103732e+00    1.093969e+00    2.838905e-03
