#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -5.184761e-01   -5.184761e-01    0.000000e+00
           2   -5.149553e-01   -5.167157e-01    1.244805e-03
           3   -5.179752e-01   -5.171355e-01    8.978813e-04
           4   -5.173762e-01   -5.171957e-01    6.754238e-04
           5   -5.189482e-01   -5.175462e-01    6.247007e-04
           6   -5.157814e-01   -5.172521e-01    5.857477e-04
           7   -5.174924e-01   -5.172864e-01    5.030746e-04
           8   -5.170641e-01   -5.172586e-01    4.409569e-04
           9   -5.170805e-01   -5.172388e-01    3.924057e-04
          10   -5.155189e-01   -5.170668e-01    3.890369e-04
          11   -5.172755e-01   -5.170858e-01    3.541320e-04
          12   -5.183029e-01   -5.171872e-01    3.388345e-04
          13   -5.182509e-01   -5.172690e-01    3.224976e-04
          14   -5.154574e-01   -5.171396e-01    3.243856e-04
          15   -5.163464e-01   -5.170868e-01    3.070399e-04
          16   -5.193052e-01   -5.172254e-01    3.176157e-04
          17   -5.170485e-01   -5.172150e-01    2.991029e-04
          18   -5.173534e-01   -5.172227e-01    2.825850e-04
          19   -5.179748e-01   -5.172623e-01    2.704703e-04
          20   -5.156564e-01   -5.171820e-01    2.686004e-04
          21   -5.187883e-01   -5.172585e-01    2.664785e-04
          22   -5.177733e-01   -5.172819e-01    2.553913e-04
          23   -5.170608e-01   -5.172723e-01    2.444681e-04
          24   -5.164203e-01   -5.172368e-01    2.368452e-04
          25   -5.184303e-01   -5.172845e-01    2.321333e-04
          26   -5.184704e-01   -5.173301e-01    2.276416e-04
          27   -5.158240e-01   -5.172743e-01    2.259417e-04
          28   -5.180816e-01   -5.173032e-01    2.197039e-04
          29   -5.176974e-01   -5.173168e-01    2.125480e-04
          30   -5.160538e-01   -5.172747e-01    2.095909e-04
