#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    2.252200e-02    2.252200e-02    0.000000e+00
           2    2.431400e-02    2.341800e-02    6.335677e-04
           3    2.196200e-02    2.293267e-02    5.791682e-04
           4    1.973000e-02    2.213200e-02    8.182194e-04
           5    1.721800e-02    2.114920e-02    1.095986e-03
           6    1.325400e-02    1.983333e-02    1.508999e-03
           7    2.140000e-02    2.005714e-02    1.309920e-03
           8    2.682600e-02    2.090325e-02    1.392888e-03
           9    2.607200e-02    2.147756e-02    1.351343e-03
          10    2.595200e-02    2.192500e-02    1.288158e-03
          11    1.463600e-02    2.126236e-02    1.330614e-03
          12    2.061000e-02    2.120800e-02    1.220839e-03
          13    2.782800e-02    2.171723e-02    1.228551e-03
          14    2.803600e-02    2.216857e-02    1.220891e-03
          15    1.849000e-02    2.192333e-02    1.163868e-03
          16    2.757200e-02    2.227638e-02    1.143418e-03
          17    2.052400e-02    2.217329e-02    1.080795e-03
          18    2.346800e-02    2.224522e-02    1.023141e-03
          19    1.761200e-02    2.200137e-02    9.979287e-04
          20    1.635400e-02    2.171900e-02    9.871730e-04
          21    1.883000e-02    2.158143e-02    9.497023e-04
          22    1.175200e-02    2.113464e-02    1.006158e-03
          23    2.646800e-02    2.136652e-02    9.887716e-04
          24    2.243800e-02    2.141117e-02    9.485802e-04
          25    2.504800e-02    2.155664e-02    9.217243e-04
          26    1.479600e-02    2.129662e-02    9.222217e-04
          27    2.591600e-02    2.146770e-02    9.037959e-04
          28    2.217000e-02    2.149279e-02    8.718655e-04
          29    1.756800e-02    2.135745e-02    8.522405e-04
          30    2.431400e-02    2.145600e-02    8.295111e-04
