#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    3.334247e-03    3.334247e-03    0.000000e+00
           2    3.317554e-03    3.325900e-03    5.901849e-06
           3    3.272361e-03    3.308054e-03    1.509339e-05
           4    3.269214e-03    3.298344e-03    1.410165e-05
           5    3.274198e-03    3.293515e-03    1.207993e-05
           6    3.265392e-03    3.288828e-03    1.093818e-05
           7    3.204282e-03    3.276750e-03    1.459243e-05
           8    3.307318e-03    3.280571e-03    1.325921e-05
           9    3.275932e-03    3.280055e-03    1.179598e-05
          10    3.287236e-03    3.280774e-03    1.063821e-05
          11    3.256306e-03    3.278549e-03    9.900921e-06
          12    3.249892e-03    3.276161e-03    9.359423e-06
          13    3.246458e-03    3.273876e-03    8.913992e-06
          14    3.244590e-03    3.271784e-03    8.519192e-06
          15    3.240737e-03    3.269715e-03    8.198828e-06
          16    3.270719e-03    3.269777e-03    7.686641e-06
          17    3.336270e-03    3.273689e-03    8.169224e-06
          18    3.336144e-03    3.277158e-03    8.420050e-06
          19    3.314466e-03    3.279122e-03    8.202647e-06
          20    3.220160e-03    3.276174e-03    8.305412e-06
          21    3.268991e-03    3.275832e-03    7.916958e-06
          22    3.281889e-03    3.276107e-03    7.561882e-06
          23    3.247347e-03    3.274857e-03    7.335763e-06
          24    3.251125e-03    3.273868e-03    7.096436e-06
          25    3.245024e-03    3.272714e-03    6.905730e-06
          26    3.220429e-03    3.270703e-03    6.926739e-06
          27    3.322492e-03    3.272621e-03    6.930682e-06
          28    3.227427e-03    3.271007e-03    6.868540e-06
          29    3.222220e-03    3.269325e-03    6.834615e-06
          30    3.309759e-03    3.270673e-03    6.738377e-06
