#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    4.276282e+00    4.276282e+00    0.000000e+00
           2    4.099229e+00    4.187755e+00    6.259762e-02
           3    4.088429e+00    4.154646e+00    4.972257e-02
           4    4.109606e+00    4.143386e+00    3.854580e-02
           5    4.054256e+00    4.125560e+00    3.471474e-02
           6    4.208221e+00    4.139337e+00    3.154441e-02
           7    4.168496e+00    4.143503e+00    2.731172e-02
           8    4.067338e+00    4.133982e+00    2.550323e-02
           9    4.178768e+00    4.138958e+00    2.314993e-02
          10    4.286954e+00    4.153758e+00    2.512406e-02
          11    4.180112e+00    4.156154e+00    2.295400e-02
          12    4.236067e+00    4.162813e+00    2.198599e-02
          13    4.212538e+00    4.166638e+00    2.062479e-02
          14    3.929008e+00    4.149664e+00    2.518545e-02
          15    4.056451e+00    4.143450e+00    2.426096e-02
          16    4.229104e+00    4.148804e+00    2.332780e-02
          17    4.138378e+00    4.148190e+00    2.196364e-02
          18    4.032349e+00    4.141755e+00    2.166579e-02
          19    3.966374e+00    4.132524e+00    2.240567e-02
          20    4.238864e+00    4.137841e+00    2.190718e-02
          21    4.256570e+00    4.143495e+00    2.158121e-02
          22    4.267811e+00    4.149146e+00    2.132720e-02
          23    4.140467e+00    4.148768e+00    2.040327e-02
          24    4.138723e+00    4.148350e+00    1.955742e-02
          25    4.102787e+00    4.146527e+00    1.885985e-02
          26    4.116605e+00    4.145376e+00    1.816955e-02
          27    4.248598e+00    4.149199e+00    1.789429e-02
          28    4.221338e+00    4.151776e+00    1.743969e-02
          29    4.199520e+00    4.153422e+00    1.691585e-02
          30    3.974429e+00    4.147456e+00    1.737238e-02
