#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -6.691824e-01   -6.691824e-01    0.000000e+00
           2   -6.649554e-01   -6.670689e-01    1.494470e-03
           3   -6.660204e-01   -6.667194e-01    1.036375e-03
           4   -6.662893e-01   -6.666119e-01    7.828401e-04
           5   -6.673200e-01   -6.667535e-01    6.389533e-04
           6   -6.667140e-01   -6.667469e-01    5.324949e-04
           7   -6.671577e-01   -6.668056e-01    4.596467e-04
           8   -6.654664e-01   -6.666382e-01    4.315970e-04
           9   -6.662092e-01   -6.665905e-01    3.862646e-04
          10   -6.674567e-01   -6.666772e-01    3.572171e-04
          11   -6.684839e-01   -6.668414e-01    3.605311e-04
          12   -6.666126e-01   -6.668223e-01    3.309907e-04
          13   -6.686894e-01   -6.669660e-01    3.352428e-04
          14   -6.650357e-01   -6.668281e-01    3.384630e-04
          15   -6.680695e-01   -6.669108e-01    3.258598e-04
          16   -6.679950e-01   -6.669786e-01    3.124593e-04
          17   -6.654948e-01   -6.668913e-01    3.060279e-04
          18   -6.689320e-01   -6.670047e-01    3.093134e-04
          19   -6.662276e-01   -6.669638e-01    2.957254e-04
          20   -6.667070e-01   -6.669509e-01    2.812177e-04
          21   -6.682274e-01   -6.670117e-01    2.743171e-04
          22   -6.665556e-01   -6.669910e-01    2.626306e-04
          23   -6.646874e-01   -6.668908e-01    2.696335e-04
          24   -6.675684e-01   -6.669191e-01    2.598728e-04
          25   -6.692206e-01   -6.670111e-01    2.652837e-04
          26   -6.681967e-01   -6.670567e-01    2.589695e-04
          27   -6.662357e-01   -6.670263e-01    2.511570e-04
          28   -6.698698e-01   -6.671279e-01    2.619140e-04
          29   -6.672246e-01   -6.671312e-01    2.529037e-04
          30   -6.667641e-01   -6.671190e-01    2.447694e-04
