#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -3.808898e-01   -3.808898e-01    0.000000e+00
           2   -3.796707e-01   -3.802803e-01    4.310099e-04
           3   -3.793697e-01   -3.799767e-01    3.794512e-04
           4   -3.814837e-01   -3.803535e-01    4.329416e-04
           5   -3.816105e-01   -3.806049e-01    4.129482e-04
           6   -3.812378e-01   -3.807104e-01    3.573444e-04
           7   -3.822782e-01   -3.809343e-01    3.698854e-04
           8   -3.824351e-01   -3.811219e-01    3.681610e-04
           9   -3.819761e-01   -3.812169e-01    3.392670e-04
          10   -3.795728e-01   -3.810524e-01    3.428686e-04
          11   -3.806762e-01   -3.810182e-01    3.133998e-04
          12   -3.800857e-01   -3.809405e-01    2.967614e-04
          13   -3.797699e-01   -3.808505e-01    2.872715e-04
          14   -3.802277e-01   -3.808060e-01    2.701747e-04
          15   -3.813472e-01   -3.808421e-01    2.545611e-04
          16   -3.799540e-01   -3.807866e-01    2.446280e-04
          17   -3.805292e-01   -3.807714e-01    2.307060e-04
          18   -3.824617e-01   -3.808653e-01    2.362282e-04
          19   -3.810622e-01   -3.808757e-01    2.240223e-04
          20   -3.808902e-01   -3.808764e-01    2.128223e-04
          21   -3.809479e-01   -3.808798e-01    2.027151e-04
          22   -3.816735e-01   -3.809159e-01    1.966849e-04
          23   -3.812006e-01   -3.809283e-01    1.885223e-04
          24   -3.813240e-01   -3.809448e-01    1.813868e-04
          25   -3.797331e-01   -3.808963e-01    1.804903e-04
          26   -3.806759e-01   -3.808878e-01    1.737472e-04
          27   -3.802070e-01   -3.808626e-01    1.691320e-04
          28   -3.811848e-01   -3.808741e-01    1.634827e-04
          29   -3.804780e-01   -3.808605e-01    1.584149e-04
          30   -3.778420e-01   -3.807598e-01    1.823079e-04
