#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    2.000000e+02    2.000000e+02    0.000000e+00
           2    2.000000e+02    2.000000e+02    0.000000e+00
           3    2.000000e+02    2.000000e+02    0.000000e+00
           4    2.000000e+02    2.000000e+02    0.000000e+00
           5    2.000000e+02    2.000000e+02    0.000000e+00
           6    2.000000e+02    2.000000e+02    0.000000e+00
           7    2.000000e+02    2.000000e+02    0.000000e+00
           8    1.997280e+02    1.999660e+02    3.180409e-02
           9    1.999992e+02    1.999697e+02    2.848363e-02
          10    2.000000e+02    1.999727e+02    2.579603e-02
          11    2.000000e+02    1.999752e+02    2.356983e-02
          12    2.000000e+02    1.999773e+02    2.169608e-02
          13    1.997554e+02    1.999602e+02    2.588238e-02
          14    2.000000e+02    1.999630e+02    2.418924e-02
          15    2.000000e+02    1.999655e+02    2.270173e-02
          16    2.000000e+02    1.999677e+02    2.138498e-02
          17    2.000000e+02    1.999696e+02    2.021145e-02
          18    2.000000e+02    1.999713e+02    1.915917e-02
          19    2.000000e+02    1.999728e+02    1.821042e-02
          20    2.000000e+02    1.999741e+02    1.735072e-02
          21    1.999992e+02    1.999753e+02    1.656556e-02
          22    2.000000e+02    1.999764e+02    1.585050e-02
          23    2.000000e+02    1.999775e+02    1.519439e-02
          24    2.000000e+02    1.999784e+02    1.459025e-02
          25    2.000000e+02    1.999793e+02    1.403218e-02
