#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -5.859304e-01   -5.859304e-01    0.000000e+00
           2   -5.824320e-01   -5.841812e-01    1.236871e-03
           3   -5.850847e-01   -5.844823e-01    8.604703e-04
           4   -5.845168e-01   -5.844910e-01    6.453958e-04
           5   -5.852049e-01   -5.846338e-01    5.318783e-04
           6   -5.828841e-01   -5.843421e-01    5.170260e-04
           7   -5.854356e-01   -5.844983e-01    4.661640e-04
           8   -5.838868e-01   -5.844219e-01    4.141130e-04
           9   -5.835361e-01   -5.843235e-01    3.796171e-04
          10   -5.826803e-01   -5.841592e-01    3.755373e-04
          11   -5.844505e-01   -5.841857e-01    3.423301e-04
          12   -5.865160e-01   -5.843798e-01    3.647484e-04
          13   -5.844495e-01   -5.843852e-01    3.367302e-04
          14   -5.818331e-01   -5.842029e-01    3.586436e-04
          15   -5.818799e-01   -5.840480e-01    3.666490e-04
          16   -5.866310e-01   -5.842095e-01    3.776053e-04
          17   -5.838805e-01   -5.841901e-01    3.558887e-04
          18   -5.845881e-01   -5.842122e-01    3.368031e-04
          19   -5.846962e-01   -5.842377e-01    3.200385e-04
          20   -5.816300e-01   -5.841073e-01    3.295287e-04
          21   -5.853884e-01   -5.841683e-01    3.194332e-04
          22   -5.857373e-01   -5.842396e-01    3.127731e-04
          23   -5.850834e-01   -5.842763e-01    3.013178e-04
          24   -5.835667e-01   -5.842468e-01    2.902099e-04
          25   -5.854904e-01   -5.842965e-01    2.828332e-04
          26   -5.852266e-01   -5.843323e-01    2.742081e-04
          27   -5.833734e-01   -5.842968e-01    2.663421e-04
          28   -5.853886e-01   -5.843358e-01    2.596685e-04
          29   -5.838351e-01   -5.843185e-01    2.512876e-04
          30   -5.838664e-01   -5.843034e-01    2.433628e-04
