#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    2.781701e-03    2.781701e-03    0.000000e+00
           2    2.779044e-03    2.780373e-03    9.393767e-07
           3    2.739659e-03    2.766802e-03    1.109845e-05
           4    2.724294e-03    2.756175e-03    1.240909e-05
           5    2.727965e-03    2.750533e-03    1.113626e-05
           6    2.721557e-03    2.745703e-03    1.027409e-05
           7    2.688098e-03    2.737474e-03    1.164473e-05
           8    2.752693e-03    2.739376e-03    1.034337e-05
           9    2.732158e-03    2.738574e-03    9.225146e-06
          10    2.783569e-03    2.743074e-03    9.335649e-06
          11    2.747180e-03    2.743447e-03    8.494414e-06
          12    2.711488e-03    2.740784e-03    8.193420e-06
          13    2.769221e-03    2.742971e-03    7.849735e-06
          14    2.731833e-03    2.742176e-03    7.329245e-06
          15    2.715766e-03    2.740415e-03    7.048928e-06
          16    2.736062e-03    2.740143e-03    6.613618e-06
          17    2.784490e-03    2.742752e-03    6.719392e-06
          18    2.800851e-03    2.745979e-03    7.079020e-06
          19    2.766128e-03    2.747040e-03    6.785406e-06
          20    2.693333e-03    2.744355e-03    6.957244e-06
          21    2.750590e-03    2.744651e-03    6.632279e-06
          22    2.755517e-03    2.745145e-03    6.349174e-06
          23    2.723991e-03    2.744226e-03    6.139382e-06
          24    2.730323e-03    2.743646e-03    5.910838e-06
          25    2.718741e-03    2.742650e-03    5.757741e-06
          26    2.711081e-03    2.741436e-03    5.662872e-06
          27    2.759259e-03    2.742096e-03    5.491476e-06
          28    2.742087e-03    2.742096e-03    5.295351e-06
          29    2.701326e-03    2.740690e-03    5.296087e-06
          30    2.800636e-03    2.742688e-03    5.483567e-06
