#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -3.813708e-01   -3.813708e-01    0.000000e+00
           2   -3.779257e-01   -3.796482e-01    1.218006e-03
           3   -3.811622e-01   -3.801529e-01    9.105676e-04
           4   -3.807863e-01   -3.803113e-01    6.965595e-04
           5   -3.800252e-01   -3.802540e-01    5.595914e-04
           6   -3.804281e-01   -3.802831e-01    4.670773e-04
           7   -3.810465e-01   -3.803921e-01    4.128897e-04
           8   -3.809616e-01   -3.804633e-01    3.673644e-04
           9   -3.809833e-01   -3.805211e-01    3.310580e-04
          10   -3.799154e-01   -3.804605e-01    3.034423e-04
          11   -3.804020e-01   -3.804552e-01    2.759032e-04
          12   -3.820204e-01   -3.805856e-01    2.820612e-04
          13   -3.829072e-01   -3.807642e-01    3.118157e-04
          14   -3.792183e-01   -3.806538e-01    3.084764e-04
          15   -3.795549e-01   -3.805805e-01    2.964825e-04
          16   -3.790312e-01   -3.804837e-01    2.933396e-04
          17   -3.801025e-01   -3.804613e-01    2.769401e-04
          18   -3.789108e-01   -3.803751e-01    2.746245e-04
          19   -3.804285e-01   -3.803779e-01    2.601849e-04
          20   -3.797027e-01   -3.803442e-01    2.493564e-04
          21   -3.824699e-01   -3.804454e-01    2.572084e-04
          22   -3.791874e-01   -3.803882e-01    2.517936e-04
          23   -3.798686e-01   -3.803656e-01    2.418573e-04
          24   -3.812235e-01   -3.804014e-01    2.344066e-04
          25   -3.801646e-01   -3.803919e-01    2.252216e-04
          26   -3.806933e-01   -3.804035e-01    2.168573e-04
          27   -3.790714e-01   -3.803542e-01    2.143647e-04
          28   -3.806279e-01   -3.803639e-01    2.069316e-04
          29   -3.808252e-01   -3.803798e-01    2.004065e-04
          30   -3.799532e-01   -3.803656e-01    1.942303e-04
