#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    9.958740e-01    9.958740e-01    0.000000e+00
           2    1.000000e+00    9.979370e-01    1.458761e-03
           3    9.999660e-01    9.986133e-01    1.118357e-03
           4    1.000000e+00    9.989600e-01    8.908785e-04
           5    1.000000e+00    9.991680e-01    7.365843e-04
           6    1.000000e+00    9.993067e-01    6.267368e-04
           7    1.000000e+00    9.994057e-01    5.449734e-04
           8    1.000000e+00    9.994800e-01    4.818881e-04
           9    1.000000e+00    9.995378e-01    4.317948e-04
          10    1.000000e+00    9.995840e-01    3.910815e-04
          11    1.000000e+00    9.996218e-01    3.573525e-04
          12    1.000000e+00    9.996533e-01    3.289598e-04
          13    1.000000e+00    9.996800e-01    3.047342e-04
          14    1.000000e+00    9.997029e-01    2.838234e-04
          15    9.999940e-01    9.997223e-01    2.655646e-04
          16    1.000000e+00    9.997396e-01    2.495335e-04
          17    1.000000e+00    9.997549e-01    2.353247e-04
          18    1.000000e+00    9.997686e-01    2.226445e-04
          19    1.000000e+00    9.997807e-01    2.112594e-04
          20    1.000000e+00    9.997917e-01    2.009807e-04
          21    1.000000e+00    9.998016e-01    1.916548e-04
          22    1.000000e+00    9.998106e-01    1.831552e-04
          23    1.000000e+00    9.998189e-01    1.753769e-04
          24    1.000000e+00    9.998264e-01    1.682318e-04
          25    1.000000e+00    9.998334e-01    1.616458e-04
