#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -9.996680e-01   -9.996680e-01    0.000000e+00
           2   -1.000000e+00   -9.998340e-01    1.173797e-04
           3   -9.999680e-01   -9.998787e-01    8.633441e-05
           4   -1.000000e+00   -9.999090e-01    6.987668e-05
           5   -1.000000e+00   -9.999272e-01    5.822329e-05
           6   -1.000000e+00   -9.999393e-01    4.976761e-05
           7   -1.000000e+00   -9.999480e-01    4.340601e-05
           8   -1.000000e+00   -9.999545e-01    3.846386e-05
           9   -1.000000e+00   -9.999596e-01    3.452074e-05
          10   -1.000000e+00   -9.999636e-01    3.130470e-05
          11   -1.000000e+00   -9.999669e-01    2.863318e-05
          12   -1.000000e+00   -9.999697e-01    2.637953e-05
          13   -1.000000e+00   -9.999720e-01    2.445331e-05
          14   -1.000000e+00   -9.999740e-01    2.278829e-05
          15   -9.999920e-01   -9.999752e-01    2.130064e-05
          16   -1.000000e+00   -9.999768e-01    2.002567e-05
          17   -1.000000e+00   -9.999781e-01    1.889433e-05
          18   -1.000000e+00   -9.999793e-01    1.788371e-05
          19   -1.000000e+00   -9.999804e-01    1.697551e-05
          20   -1.000000e+00   -9.999814e-01    1.615494e-05
          21   -1.000000e+00   -9.999823e-01    1.540992e-05
          22   -1.000000e+00   -9.999831e-01    1.473049e-05
          23   -1.000000e+00   -9.999838e-01    1.410836e-05
          24   -1.000000e+00   -9.999845e-01    1.353660e-05
          25   -1.000000e+00   -9.999851e-01    1.300933e-05
