#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -8.899132e-01   -8.899132e-01    0.000000e+00
           2   -8.852854e-01   -8.875993e-01    1.636174e-03
           3   -8.965913e-01   -8.905966e-01    2.679408e-03
           4   -8.843767e-01   -8.890416e-01    2.419043e-03
           5   -8.828319e-01   -8.877997e-01    2.231387e-03
           6   -8.902026e-01   -8.882002e-01    1.895088e-03
           7   -8.855904e-01   -8.878273e-01    1.660629e-03
           8   -8.837303e-01   -8.873152e-01    1.529984e-03
           9   -8.861665e-01   -8.871876e-01    1.365300e-03
          10   -8.867964e-01   -8.871485e-01    1.229330e-03
          11   -8.884186e-01   -8.872639e-01    1.122982e-03
          12   -8.886152e-01   -8.873765e-01    1.035031e-03
          13   -8.893992e-01   -8.875321e-01    9.670370e-04
          14   -8.871063e-01   -8.875017e-01    8.984411e-04
          15   -8.776458e-01   -8.868447e-01    1.051713e-03
          16   -8.921540e-01   -8.871765e-01    1.037010e-03
          17   -8.897203e-01   -8.873261e-01    9.867464e-04
          18   -8.819744e-01   -8.870288e-01    9.756915e-04
          19   -8.872868e-01   -8.870424e-01    9.244337e-04
          20   -8.852984e-01   -8.869552e-01    8.823151e-04
          21   -8.881211e-01   -8.870107e-01    8.420451e-04
          22   -8.883583e-01   -8.870720e-01    8.059952e-04
          23   -8.868681e-01   -8.870631e-01    7.710006e-04
          24   -8.885368e-01   -8.871245e-01    7.413168e-04
          25   -8.919690e-01   -8.873183e-01    7.365555e-04
          26   -8.831892e-01   -8.871595e-01    7.251451e-04
          27   -8.910019e-01   -8.873018e-01    7.121158e-04
          28   -8.840276e-01   -8.871848e-01    6.962174e-04
          29   -8.953733e-01   -8.874672e-01    7.272172e-04
          30   -8.875204e-01   -8.874690e-01    7.029788e-04
