#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    2.615422e+01    2.615422e+01    0.000000e+00
           2    2.274134e+01    2.444778e+01    1.206635e+00
           3    2.896677e+01    2.595411e+01    1.469619e+00
           4    2.367072e+01    2.538326e+01    1.208005e+00
           5    2.452180e+01    2.521097e+01    9.786139e-01
           6    2.499125e+01    2.517435e+01    8.161965e-01
           7    2.352747e+01    2.493908e+01    7.327210e-01
           8    2.454111e+01    2.488934e+01    6.428173e-01
           9    2.438912e+01    2.483376e+01    5.737909e-01
          10    2.399529e+01    2.474991e+01    5.225021e-01
          11    2.343532e+01    2.463040e+01    4.884778e-01
          12    2.533844e+01    2.468940e+01    4.513208e-01
          13    2.563315e+01    2.476200e+01    4.224020e-01
          14    2.271399e+01    2.461571e+01    4.167922e-01
          15    2.202070e+01    2.444271e+01    4.233907e-01
          16    2.600373e+01    2.454028e+01    4.080149e-01
          17    2.604656e+01    2.462888e+01    3.935172e-01
          18    2.155589e+01    2.445816e+01    4.070065e-01
          19    2.388292e+01    2.442788e+01    3.867095e-01
          20    2.278674e+01    2.434583e+01    3.759792e-01
          21    2.456155e+01    2.435610e+01    3.582158e-01
          22    2.370261e+01    2.432639e+01    3.431626e-01
          23    2.399020e+01    2.431178e+01    3.285536e-01
          24    2.500646e+01    2.434072e+01    3.161364e-01
          25    2.614406e+01    2.441286e+01    3.116117e-01
          26    2.278358e+01    2.435019e+01    3.058626e-01
          27    2.549907e+01    2.439274e+01    2.974794e-01
          28    2.365672e+01    2.436646e+01    2.880142e-01
          29    2.656797e+01    2.444237e+01    2.879136e-01
          30    2.339211e+01    2.440736e+01    2.804368e-01
