#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    8.241052e-03    8.241052e-03    0.000000e+00
           2    7.730078e-03    7.985565e-03    1.806566e-04
           3    7.553526e-03    7.841552e-03    1.683204e-04
           4    6.734600e-03    7.564814e-03    2.708773e-04
           5    7.693615e-03    7.590574e-03    2.179233e-04
           6    7.171358e-03    7.520705e-03    1.924777e-04
           7    7.367626e-03    7.498836e-03    1.662185e-04
           8    5.759164e-03    7.281377e-03    2.500610e-04
           9    6.921715e-03    7.241415e-03    2.254470e-04
          10    6.044160e-03    7.121689e-03    2.325299e-04
          11    6.861970e-03    7.098079e-03    2.125861e-04
          12    6.797250e-03    7.073010e-03    1.963432e-04
          13    6.787087e-03    7.051015e-03    1.824676e-04
          14    6.586844e-03    7.017860e-03    1.724201e-04
          15    6.691676e-03    6.996115e-03    1.622909e-04
          16    6.653705e-03    6.974714e-03    1.535522e-04
          17    5.992064e-03    6.916911e-03    1.550180e-04
          18    7.431954e-03    6.945525e-03    1.490233e-04
          19    7.244640e-03    6.961268e-03    1.420091e-04
          20    6.139257e-03    6.920167e-03    1.407307e-04
          21    6.518461e-03    6.901038e-03    1.353230e-04
          22    5.461600e-03    6.835609e-03    1.441241e-04
          23    6.831491e-03    6.835430e-03    1.378580e-04
          24    6.963041e-03    6.840747e-03    1.322164e-04
          25    5.841292e-03    6.800769e-03    1.328344e-04
