#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -9.613480e-01   -9.613480e-01    0.000000e+00
           2   -9.650240e-01   -9.631860e-01    1.299662e-03
           3   -9.665680e-01   -9.643133e-01    1.264110e-03
           4   -9.725040e-01   -9.663610e-01    2.010862e-03
           5   -9.631680e-01   -9.657224e-01    1.707082e-03
           6   -9.708720e-01   -9.665807e-01    1.624054e-03
           7   -9.736240e-01   -9.675869e-01    1.674987e-03
           8   -9.783360e-01   -9.689305e-01    1.930732e-03
           9   -9.714040e-01   -9.692053e-01    1.735657e-03
          10   -9.768000e-01   -9.699648e-01    1.720244e-03
          11   -9.712440e-01   -9.700811e-01    1.567784e-03
          12   -9.712520e-01   -9.701787e-01    1.440169e-03
          13   -9.735480e-01   -9.704378e-01    1.352507e-03
          14   -9.716760e-01   -9.705263e-01    1.258788e-03
          15   -9.750320e-01   -9.708267e-01    1.210177e-03
          16   -9.732640e-01   -9.709790e-01    1.144089e-03
          17   -9.769960e-01   -9.713329e-01    1.130213e-03
          18   -9.733840e-01   -9.714469e-01    1.073152e-03
          19   -9.694000e-01   -9.713392e-01    1.022063e-03
          20   -9.758160e-01   -9.715630e-01    9.951701e-04
          21   -9.732840e-01   -9.716450e-01    9.511494e-04
          22   -9.818000e-01   -9.721065e-01    1.013752e-03
          23   -9.705360e-01   -9.720383e-01    9.719731e-04
          24   -9.732680e-01   -9.720895e-01    9.328238e-04
          25   -9.782120e-01   -9.723344e-01    9.271012e-04
