#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    7.731634e+01    7.731634e+01    0.000000e+00
           2    7.921613e+01    7.826624e+01    6.716751e-01
           3    7.515366e+01    7.722871e+01    9.582000e-01
           4    7.584521e+01    7.688284e+01    7.785760e-01
           5    8.012141e+01    7.753055e+01    8.506366e-01
           6    7.704269e+01    7.744924e+01    7.127394e-01
           7    7.325526e+01    7.685010e+01    8.251731e-01
           8    8.106897e+01    7.737746e+01    8.744518e-01
           9    8.092527e+01    7.777166e+01    8.615737e-01
          10    8.321314e+01    7.831581e+01    9.315350e-01
          11    8.379271e+01    7.881371e+01    9.708362e-01
          12    7.898366e+01    7.882787e+01    8.900365e-01
          13    7.748771e+01    7.872478e+01    8.275208e-01
          14    7.505801e+01    7.846287e+01    8.087988e-01
          15    8.392962e+01    7.882732e+01    8.329533e-01
          16    8.356397e+01    7.912336e+01    8.318399e-01
          17    8.480998e+01    7.945787e+01    8.475011e-01
          18    7.179338e+01    7.903206e+01    9.010581e-01
          19    8.032424e+01    7.910007e+01    8.561967e-01
          20    7.644598e+01    7.896737e+01    8.236068e-01
          21    7.995865e+01    7.901457e+01    7.857390e-01
          22    7.837050e+01    7.898529e+01    7.505688e-01
          23    7.877848e+01    7.897630e+01    7.179892e-01
          24    8.321439e+01    7.915289e+01    7.094562e-01
          25    7.387771e+01    7.894188e+01    7.117656e-01
