#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -4.626720e-01   -4.626720e-01    0.000000e+00
           2   -4.598560e-01   -4.612640e-01    9.956063e-04
           3   -4.614560e-01   -4.613280e-01    6.657914e-04
           4   -4.622160e-01   -4.615500e-01    5.350766e-04
           5   -4.633160e-01   -4.619032e-01    5.320119e-04
           6   -4.617520e-01   -4.618780e-01    4.439397e-04
           7   -4.638640e-01   -4.621617e-01    4.623743e-04
           8   -4.641120e-01   -4.624055e-01    4.644195e-04
           9   -4.626840e-01   -4.624364e-01    4.138470e-04
          10   -4.605280e-01   -4.622456e-01    4.141347e-04
          11   -4.630200e-01   -4.623160e-01    3.824231e-04
          12   -4.624280e-01   -4.623253e-01    3.506684e-04
          13   -4.620560e-01   -4.623046e-01    3.243053e-04
          14   -4.632360e-01   -4.623711e-01    3.078887e-04
          15   -4.614360e-01   -4.623088e-01    2.936067e-04
          16   -4.625680e-01   -4.623250e-01    2.757029e-04
          17   -4.627840e-01   -4.623520e-01    2.608038e-04
          18   -4.640240e-01   -4.624449e-01    2.623355e-04
          19   -4.618120e-01   -4.624116e-01    2.506342e-04
          20   -4.619000e-01   -4.623860e-01    2.394042e-04
          21   -4.621640e-01   -4.623754e-01    2.282373e-04
          22   -4.640680e-01   -4.624524e-01    2.304651e-04
          23   -4.608320e-01   -4.623819e-01    2.309620e-04
          24   -4.620600e-01   -4.623685e-01    2.217277e-04
          25   -4.612480e-01   -4.623237e-01    2.173414e-04
