#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    1.368712e+00    1.368712e+00    0.000000e+00
           2    1.343978e+00    1.356345e+00    8.744790e-03
           3    1.342776e+00    1.351822e+00    6.901132e-03
           4    1.363000e+00    1.354617e+00    5.713697e-03
           5    1.355054e+00    1.354704e+00    4.571627e-03
           6    1.313188e+00    1.347785e+00    7.376407e-03
           7    1.353908e+00    1.348659e+00    6.374292e-03
           8    1.389454e+00    1.353759e+00    7.339023e-03
           9    1.360212e+00    1.354476e+00    6.558510e-03
          10    1.321182e+00    1.351146e+00    6.694599e-03
          11    1.388898e+00    1.354578e+00    6.909921e-03
          12    1.377610e+00    1.356498e+00    6.595263e-03
          13    1.358120e+00    1.356622e+00    6.089116e-03
          14    1.373840e+00    1.357852e+00    5.777038e-03
          15    1.348844e+00    1.357252e+00    5.423028e-03
          16    1.358928e+00    1.357357e+00    5.085100e-03
          17    1.371746e+00    1.358203e+00    4.855913e-03
          18    1.373506e+00    1.359053e+00    4.659970e-03
          19    1.341072e+00    1.358107e+00    4.509782e-03
          20    1.385846e+00    1.359494e+00    4.492510e-03
          21    1.328928e+00    1.358038e+00    4.508202e-03
          22    1.391358e+00    1.359553e+00    4.550583e-03
          23    1.346150e+00    1.358970e+00    4.389884e-03
          24    1.336108e+00    1.358017e+00    4.309086e-03
          25    1.343780e+00    1.357448e+00    4.174185e-03
