#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    5.003498e-03    5.003498e-03    0.000000e+00
           2    5.070043e-03    5.036770e-03    2.352740e-05
           3    6.700117e-03    5.591219e-03    4.529773e-04
           4    5.307905e-03    5.520391e-03    3.452260e-04
           5    6.462334e-03    5.708779e-03    3.235245e-04
           6    5.384763e-03    5.654777e-03    2.740738e-04
           7    5.960653e-03    5.698473e-03    2.383783e-04
           8    6.221687e-03    5.763875e-03    2.173678e-04
           9    4.599023e-03    5.634447e-03    2.285228e-04
          10    5.802621e-03    5.651264e-03    2.062884e-04
          11    5.204684e-03    5.610666e-03    1.914882e-04
          12    4.958010e-03    5.556278e-03    1.830918e-04
          13    5.693241e-03    5.566814e-03    1.693107e-04
          14    4.316532e-03    5.477508e-03    1.792291e-04
          15    6.031285e-03    5.514426e-03    1.710405e-04
          16    4.063657e-03    5.423753e-03    1.828115e-04
          17    4.221396e-03    5.353026e-03    1.852349e-04
          18    6.007016e-03    5.389359e-03    1.784717e-04
          19    3.569365e-03    5.293570e-03    1.930807e-04
          20    5.468633e-03    5.302323e-03    1.836250e-04
          21    4.266547e-03    5.253000e-03    1.813842e-04
          22    4.401663e-03    5.214303e-03    1.772193e-04
          23    4.778728e-03    5.195365e-03    1.705230e-04
          24    3.969238e-03    5.144277e-03    1.708997e-04
          25    6.834544e-03    5.211887e-03    1.769329e-04
          26    7.080245e-03    5.283747e-03    1.841431e-04
          27    4.674055e-03    5.261166e-03    1.787022e-04
          28    4.986673e-03    5.251363e-03    1.725887e-04
          29    5.405151e-03    5.256666e-03    1.667188e-04
          30    5.348897e-03    5.259740e-03    1.611899e-04
