#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    9.356240e-01    9.356240e-01    0.000000e+00
           2    9.145400e-01    9.250820e-01    7.454320e-03
           3    8.224600e-01    8.908747e-01    2.836884e-02
           4    8.563560e-01    8.822450e-01    2.255101e-02
           5    8.345780e-01    8.727116e-01    1.995443e-02
           6    8.543660e-01    8.696540e-01    1.686132e-02
           7    8.604500e-01    8.683391e-01    1.450374e-02
           8    8.964480e-01    8.718527e-01    1.310946e-02
           9    9.223980e-01    8.774689e-01    1.279943e-02
          10    9.033520e-01    8.800572e-01    1.177829e-02
          11    8.982220e-01    8.817085e-01    1.082268e-02
          12    9.280420e-01    8.855697e-01    1.058716e-02
          13    9.012740e-01    8.867777e-01    9.841439e-03
          14    9.384820e-01    8.904709e-01    9.806988e-03
          15    8.726180e-01    8.892807e-01    9.225128e-03
          16    9.420060e-01    8.925760e-01    9.218355e-03
          17    9.387720e-01    8.952934e-01    9.067780e-03
          18    8.368060e-01    8.920441e-01    9.127637e-03
          19    9.528240e-01    8.952431e-01    9.190718e-03
          20    9.109240e-01    8.960271e-01    8.764562e-03
          21    9.436680e-01    8.982957e-01    8.635816e-03
          22    8.984300e-01    8.983018e-01    8.243281e-03
          23    9.273980e-01    8.995669e-01    7.981357e-03
          24    9.571500e-01    9.019662e-01    8.001307e-03
          25    8.325300e-01    8.991887e-01    8.149069e-03
          26    7.073900e-01    8.918118e-01    1.066408e-02
          27    9.307640e-01    8.932545e-01    1.036624e-02
          28    9.301560e-01    8.945724e-01    1.007944e-02
          29    9.170940e-01    8.953490e-01    9.761748e-03
          30    9.162980e-01    8.960473e-01    9.461300e-03
