#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    1.356460e+00    1.356460e+00    0.000000e+00
           2    1.366062e+00    1.361261e+00    3.394820e-03
           3    1.373288e+00    1.365270e+00    3.979555e-03
           4    1.373076e+00    1.367222e+00    3.429941e-03
           5    1.384856e+00    1.370748e+00    4.180968e-03
           6    1.385402e+00    1.373191e+00    4.136398e-03
           7    1.394278e+00    1.376203e+00    4.510991e-03
           8    1.355832e+00    1.373657e+00    4.610134e-03
           9    1.416450e+00    1.378412e+00    6.073625e-03
          10    1.347948e+00    1.375365e+00    6.183225e-03
          11    1.371126e+00    1.374980e+00    5.633111e-03
          12    1.390780e+00    1.376297e+00    5.315338e-03
          13    1.387192e+00    1.377135e+00    4.972104e-03
          14    1.375622e+00    1.377027e+00    4.618127e-03
          15    1.366132e+00    1.376300e+00    4.366992e-03
          16    1.382538e+00    1.376690e+00    4.111421e-03
          17    1.403178e+00    1.378248e+00    4.154334e-03
          18    1.417178e+00    1.380411e+00    4.451049e-03
          19    1.374826e+00    1.380117e+00    4.226478e-03
          20    1.369286e+00    1.379576e+00    4.049701e-03
          21    1.366350e+00    1.378946e+00    3.905521e-03
          22    1.371084e+00    1.378588e+00    3.744311e-03
          23    1.370254e+00    1.378226e+00    3.599006e-03
          24    1.409040e+00    1.379510e+00    3.670924e-03
          25    1.400466e+00    1.380348e+00    3.618527e-03
          26    1.359026e+00    1.379528e+00    3.571073e-03
          27    1.386756e+00    1.379796e+00    3.448831e-03
          28    1.356880e+00    1.378977e+00    3.421388e-03
          29    1.333884e+00    1.377422e+00    3.639641e-03
          30    1.363670e+00    1.376964e+00    3.547071e-03
