#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -4.627110e-01   -4.627110e-01    0.000000e+00
           2   -4.608428e-01   -4.617769e-01    6.605367e-04
           3   -4.634256e-01   -4.623265e-01    6.287003e-04
           4   -4.627837e-01   -4.624408e-01    4.818039e-04
           5   -4.636880e-01   -4.626902e-01    4.453594e-04
           6   -4.637004e-01   -4.628586e-01    4.017008e-04
           7   -4.640063e-01   -4.630225e-01    3.762900e-04
           8   -4.638858e-01   -4.631305e-01    3.443798e-04
           9   -4.647820e-01   -4.633140e-01    3.516215e-04
          10   -4.604861e-01   -4.630312e-01    4.148716e-04
          11   -4.642380e-01   -4.631409e-01    3.913929e-04
          12   -4.641466e-01   -4.632247e-01    3.676399e-04
          13   -4.637618e-01   -4.632660e-01    3.416734e-04
          14   -4.635099e-01   -4.632834e-01    3.177119e-04
          15   -4.629326e-01   -4.632600e-01    2.973909e-04
          16   -4.635618e-01   -4.632789e-01    2.794014e-04
          17   -4.638022e-01   -4.633097e-01    2.646564e-04
          18   -4.630630e-01   -4.632960e-01    2.503078e-04
          19   -4.643644e-01   -4.633522e-01    2.433679e-04
          20   -4.623952e-01   -4.633043e-01    2.358570e-04
          21   -4.643583e-01   -4.633545e-01    2.299033e-04
          22   -4.654278e-01   -4.634488e-01    2.379847e-04
          23   -4.615763e-01   -4.633674e-01    2.411612e-04
          24   -4.633286e-01   -4.633657e-01    2.311182e-04
          25   -4.610209e-01   -4.632719e-01    2.401521e-04
          26   -4.612064e-01   -4.631925e-01    2.437024e-04
          27   -4.608628e-01   -4.631062e-01    2.494843e-04
          28   -4.625449e-01   -4.630862e-01    2.413783e-04
          29   -4.630131e-01   -4.630837e-01    2.330680e-04
          30   -4.617994e-01   -4.630408e-01    2.291967e-04
