Gen:	L_2
1	404.317
2	383.956
3	364.72
4	356.688
5	344.269
6	327.677
7	310.672
8	301.119
9	292.577
10	285.037
11	278.234
12	268.808
13	261.693
14	255.139
15	248.716
16	243.877
17	232.637
18	228.998
19	226.566
20	222.098
21	215.751
22	211.187
23	206.644
24	198.084
25	194.174
26	191.251
27	186.123
28	183.047
29	179.849
30	177.505
31	175.987
32	172.554
33	170.153
34	166.037
35	162.184
36	159.716
37	157.723
38	156.116
39	153.066
40	149.773
41	149.305
42	146.504
43	144.758
44	143.5
45	143.074
46	141.664
47	138.41
48	136.619
49	135.832
50	134.123
51	132.758
52	131.531
53	129.496
54	128.791
55	127.113
56	125.865
57	124.461
58	123.611
59	121.966
60	120.047
61	119.596
62	117.54
63	117.216
64	116.194
65	113.938
66	113.378
67	112.257
68	110.41
69	109.289
70	106.638
71	105.73
72	105.73
73	105.525
74	105.203
75	104.935
76	104.473
77	103.865
78	103.474
79	102.958
80	102.567
81	101.72
82	101.72
83	100.933
84	100.685
85	96.5185
86	94.5364
87	93.8591
88	93.5407
89	92.3489
90	91.7556
91	91.7556
92	91.0443
93	90.5089
94	90.3493
95	89.782
96	89.2418
97	88.2916
98	87.0863
99	86.7885
100	86.629
101	86.2622
102	86.2622
103	85.6783
104	85.6783
105	85.5054
106	85.0461
107	84.5826
108	84.4097
109	83.9126
110	83.7474
111	83.478
112	83.2641
113	82.9833
114	82.6382
115	81.9054
116	81.53
117	80.5338
118	79.5863
119	79.1992
120	79.1271
121	78.6692
122	78.6692
123	78.6692
124	78.5181
125	78.0575
126	77.1139
127	76.9553
128	76.4141
129	76.3128
130	76.1898
131	76.0142
132	75.6571
133	75.4815
134	75.28
135	75.1044
136	75.1044
137	74.9077
138	74.8812
139	74.8812
140	74.8812
141	74.7765
142	74.0367
143	73.7168
144	73.5581
145	73.231
146	72.6569
147	72.6569
148	72.6564
149	72.5869
150	72.5869
151	72.5869
152	72.5869
153	72.5869
154	72.5123
155	72.5123
156	72.5072
157	72.4942
158	72.4584
159	72.4403
160	72.4403
161	72.4403
162	72.4403
163	72.2936
164	72.2581
165	72.2581
166	72.2581
167	71.7264
168	71.6909
169	71.4163
170	71.4163
171	71.4163
172	71.4163
173	71.3193
174	71.3193
175	71.3193
176	70.9712
177	70.9712
178	70.9712
179	70.9712
180	70.9712
181	70.9502
182	70.9502
183	70.9502
184	70.9502
185	70.9502
186	70.9502
187	70.9502
188	70.901
189	70.5354
190	70.5354
191	70.5354
192	70.5354
193	70.5354
194	70.5354
195	70.5354
196	70.5354
197	70.5354
198	70.5354
199	70.5354
200	69.8751
201	69.8751
202	69.7492
203	69.7492
204	69.2115
205	69.0856
206	69.0856
207	69.0856
208	69.0856
209	69.0856
210	68.88
211	68.88
212	68.88
213	68.88
214	68.7035
215	68.7035
216	68.7035
217	68.7035
218	68.7035
219	68.7035
220	68.7035
221	68.7035
222	68.7035
223	68.7035
224	68.7035
225	68.7035
226	68.7035
227	68.7035
228	68.7035
229	68.7035
230	68.7035
231	68.7035
232	68.7035
233	68.7035
234	68.7035
235	68.7035
236	68.7035
237	68.7035
238	68.7035
239	68.7035
240	68.7035
241	68.7035
242	68.7035
243	68.7035
244	68.7035
245	68.7035
246	68.7035
247	68.7035
248	68.7035
249	68.7035
250	68.7035
251	68.7035
252	68.7035
253	68.7035
254	68.7035
255	68.7035
256	68.7035
257	68.7035
258	68.7035
259	68.7035
260	68.7035
261	68.5202
262	68.5202
263	68.5202
264	68.5202
265	68.2901
266	68.1449
267	67.9582
268	67.9582
269	67.9582
270	67.9582
271	67.9582
272	67.9582
273	67.9582
274	67.9582
275	67.9582
276	67.9582
277	67.9582
278	67.9582
279	67.9582
280	67.9582
281	67.9582
282	67.9582
283	67.9582
284	67.9582
285	67.9582
286	67.9582
287	67.9582
288	67.8782
289	67.8782
290	67.8782
291	67.8782
292	67.8782
293	67.8782
294	67.8782
295	67.8782
296	67.8782
297	67.8782
298	67.8782
299	67.8782
300	67.8782
301	67.8782
302	67.8782
303	67.8782
304	67.8782
305	67.8782
306	67.8782
307	67.8782
308	67.8782
309	67.8782
310	67.8782
311	67.8782
312	67.8782
313	67.8782
314	67.8782
315	67.8782
316	67.8782
317	67.8782
318	67.8782
319	67.8782
320	67.8782
321	67.8782
322	67.8782
323	67.8782
324	67.8782
325	67.8782
326	67.8782
327	67.8782
328	67.8782
329	67.8782
330	67.8782
331	67.8782
332	67.8782
333	67.8782
334	67.8782
335	67.8782
336	67.8782
337	67.8782
338	67.8782
339	67.8782
340	67.8782
341	67.8782
342	67.8782
343	67.8782
344	67.8782
345	67.8782
346	67.8782
347	67.8782
348	67.8782
349	67.8782
350	67.8782
351	67.8782
352	67.8782
353	67.8782
354	67.8782
355	67.8782
356	67.8782
357	67.8782
358	67.8782
359	67.8782
360	67.8782
361	67.8782
362	67.8782
363	67.8782
364	67.8782
365	67.8782
366	67.8782
367	67.8782
368	67.8782
369	67.8782
370	67.8782
371	67.8782
372	67.8782
373	67.8782
374	67.8782
375	67.8782
376	67.8782
377	67.8782
378	67.8782
379	67.8782
380	67.8782
381	67.8782
382	67.8782
383	67.8782
384	67.8782
385	67.8782
386	67.8782
387	67.8782
388	67.8782
389	67.8782
390	67.8782
391	67.8782
392	67.8782
393	67.8782
394	67.8782
395	67.8782
396	67.8782
397	67.8782
398	67.8782
399	67.8782
400	67.8782
401	67.8782
402	67.8782
403	67.8782
404	67.8782
405	67.8782
406	67.8782
407	67.8782
408	67.8782
409	67.8782
410	67.8782
411	67.8782
412	67.8782
413	67.8782
414	67.8782
415	67.8782
416	67.8782
417	67.8782
418	67.8782
419	67.8782
420	67.8782
421	67.8782
422	67.8782
423	67.8782
424	67.8782
425	67.8782
426	67.8782
427	67.8782
428	67.8782
429	67.8782
430	67.8782
431	67.8782
432	67.8782
433	67.8782
434	67.8782
435	67.8782
436	67.8782
437	67.8782
438	67.8782
439	67.8782
440	67.8782
441	67.8782
442	67.8782
443	67.8782
444	67.8782
445	67.8782
446	67.8782
447	67.8782
448	67.8782
449	67.8782
450	67.8782
451	67.8782
452	67.8782
453	67.8782
454	67.8782
455	67.8782
456	67.8782
457	67.8782
458	67.8782
459	67.8782
460	67.8782
461	67.8782
462	67.8782
463	67.8782
464	67.8782
465	67.8782
466	67.565
467	67.565
468	67.5013
469	67.5013
470	67.5013
471	67.5013
472	67.5013
473	67.5013
474	67.5013
475	67.5013
476	67.5013
477	67.5013
478	67.5013
479	67.5013
480	67.5013
481	67.5013
482	67.5013
483	67.5013
484	67.5013
485	67.5013
486	67.5013
487	67.5013
488	67.5013
489	67.5013
490	67.5013
491	67.5013
492	67.5013
493	67.5013
494	67.5013
495	67.5013
496	67.5013
497	67.5013
498	67.5013
499	67.5013
500	67.0491
501	67.0491
502	67.0491
503	67.0491
504	67.0491
505	67.0491
506	67.0491
507	67.0491
508	67.0491
509	67.0491
510	67.0491
511	67.0491
512	67.0491
513	67.0491
514	67.0491
515	67.0491
516	67.0491
517	67.0491
518	67.0491
519	67.0491
520	67.0491
521	67.0491
522	67.0491
523	67.0491
524	67.0491
525	67.0491
526	67.0491
527	67.0491
528	67.0491
529	67.0491
530	67.0491
531	67.0491
532	67.0491
533	67.0491
534	67.0491
535	67.0491
536	67.0491
537	67.0491
538	67.0491
539	67.0491
540	67.0491
541	67.0491
542	67.0491
543	67.0491
544	67.0491
545	67.0491
546	67.0491
547	67.0491
548	67.0491
549	67.0491
550	67.0491
551	67.0491
552	67.0491
553	67.0491
554	67.0491
555	67.0491
556	67.0491
557	67.0491
558	67.0491
559	67.0491
560	67.0491
561	67.0491
562	67.0491
563	67.0491
564	67.0491
565	67.0491
566	67.0491
567	67.0491
568	67.0491
569	67.0491
570	67.0491
571	67.0491
572	67.0491
573	67.0491
574	67.0491
575	67.0491
576	67.0491
577	67.0491
578	67.0491
579	67.0491
580	67.0491
581	67.0491
582	67.0491
583	67.0491
584	67.0491
585	67.0491
586	67.0491
587	67.0491
588	67.0491
589	67.0491
590	67.0491
591	67.0491
592	67.0491
593	67.0491
594	67.0491
595	67.0491
596	67.0491
597	67.0491
598	67.0491
599	67.0491
600	67.0491
601	67.0491
602	67.0491
603	67.0491
604	67.0491
605	67.0491
606	67.0491
607	67.0491
608	67.0491
609	67.0491
610	67.0491
611	67.0491
612	67.0491
613	67.0491
614	67.0491
615	67.0491
616	67.0491
617	67.0491
618	67.0491
619	67.0491
620	67.0491
621	67.0491
622	67.0491
623	67.0491
624	67.0491
625	67.0491
626	67.0491
627	66.7559
628	66.7559
629	66.7559
630	66.7518
631	66.7518
632	66.7518
633	66.7518
634	66.7518
635	66.7518
636	66.7518
637	66.7518
638	66.7518
639	66.7518
640	66.7518
641	66.7518
642	66.7518
643	66.7518
644	66.7518
645	66.6712
646	66.6712
647	66.6712
648	66.6712
649	66.6712
650	66.6712
651	66.6712
652	66.2051
653	66.2051
654	66.2051
655	66.2051
656	66.2051
657	66.2051
658	66.2051
659	66.2051
660	66.2051
661	66.2051
662	66.2051
663	66.2051
664	66.2051
665	66.2051
666	66.2051
667	66.2051
668	66.2051
669	66.2051
670	66.2051
671	66.2051
672	66.2051
673	66.2051
674	65.9815
675	65.9815
676	65.9815
677	65.9815
678	65.9815
679	65.9815
680	65.9815
681	65.9815
682	65.9815
683	65.9815
684	65.9815
685	65.9815
686	65.9815
687	65.9815
688	65.9815
689	65.9815
690	65.9815
691	65.9815
692	65.9815
693	65.9815
694	65.9815
695	65.9815
696	65.9815
697	65.9815
698	65.9815
699	65.9815
700	65.9815
701	65.9815
702	65.9815
703	65.9815
704	65.9815
705	65.9815
706	65.9815
707	65.9815
708	65.9815
709	65.9815
710	65.9815
711	65.9815
712	65.9815
713	65.9815
714	65.9815
715	65.9815
716	65.9815
717	65.9815
718	65.9815
719	65.9815
720	65.9815
721	65.9815
722	65.9815
723	65.9815
724	65.9815
725	65.9815
726	65.9815
727	65.9815
728	65.9815
729	65.9815
730	65.9815
731	65.9815
732	65.9815
733	65.9815
734	65.9815
735	65.9815
736	65.9815
737	65.9815
738	65.9815
739	65.9815
740	65.9815
741	65.9815
742	65.9815
743	65.9815
744	65.9815
745	65.9815
746	65.9815
747	65.9815
748	65.9815
749	65.9815
750	65.9815
751	65.9815
752	65.9815
753	65.9815
754	65.8789
755	65.8789
756	65.8789
757	65.8789
758	65.8789
759	65.8789
760	65.8789
761	65.8789
762	65.8789
763	65.8789
764	65.8789
765	65.8789
766	65.8789
767	65.6896
768	65.6896
769	65.6896
770	65.6896
771	65.6896
772	65.6896
773	65.6896
774	65.6896
775	65.6896
776	65.6896
777	65.6896
778	65.6896
779	65.6896
780	65.6896
781	65.6896
782	65.6896
783	65.6896
784	65.6896
785	65.6896
786	65.6896
787	65.6896
788	65.6896
789	65.6896
790	65.6896
791	65.6896
792	65.6896
793	65.6896
794	65.6896
795	65.6896
796	65.6896
797	65.6896
798	65.6896
799	65.6896
800	65.6896
801	65.6896
802	65.6896
803	65.6896
804	65.6896
805	65.6896
806	65.6896
807	65.6896
808	65.6896
809	65.6896
810	65.6896
811	65.6896
812	65.6896
813	65.6896
814	65.6896
815	65.6896
816	65.6896
817	65.6896
818	65.6896
819	65.6896
820	65.6896
821	65.6896
822	65.6896
823	65.6896
824	65.6896
825	65.6896
826	65.6896
827	65.6896
828	65.6896
829	65.6896
830	65.6896
831	65.6896
832	65.6896
833	65.6896
834	65.6896
835	65.6896
836	65.6896
837	65.6896
838	65.6896
839	65.6896
840	65.6896
841	65.6896
842	65.6896
843	65.6896
844	65.6896
845	65.6896
846	65.6896
847	65.6896
848	65.6896
849	65.6896
850	65.6896
851	65.6896
852	65.6896
853	65.6896
854	65.6896
855	65.6896
856	65.6896
857	65.6896
858	65.6896
859	65.6896
860	65.6896
861	65.6896
862	65.6896
863	65.6896
864	65.6896
865	65.6896
866	65.6896
867	65.6896
868	65.6896
869	65.6896
870	65.6896
871	65.6896
872	65.6896
873	65.6896
874	65.6896
875	65.6896
876	65.6896
877	65.6896
878	65.6378
879	65.6378
880	65.6378
881	65.6378
882	65.6378
883	65.6378
884	65.6378
885	65.6378
886	65.6378
887	65.6378
888	65.6378
889	65.6378
890	65.6378
891	65.6378
892	65.6378
893	65.6378
894	65.6378
895	65.6378
896	65.6378
897	65.6378
898	65.6378
899	65.6378
900	65.6378
901	65.6378
902	65.6378
903	65.6378
904	65.6378
905	65.6378
906	65.6378
907	65.6378
908	65.6378
909	65.6378
910	65.6378
911	65.6378
912	65.6378
913	65.6378
914	65.6378
915	65.6378
916	65.6378
917	65.6378
918	65.6378
919	65.6378
920	65.6378
921	65.6378
922	65.6378
923	65.6378
924	65.6378
925	65.6378
926	65.6378
927	65.6378
928	65.6378
929	65.6378
930	65.6378
931	65.6378
932	65.6378
933	65.6378
934	65.6378
935	65.6378
936	65.6378
937	65.6378
938	65.6378
939	65.6378
940	65.6378
941	65.6378
942	65.6378
943	65.6378
944	65.6378
945	65.6378
946	65.6378
947	65.6378
948	65.6378
949	65.6378
950	65.6378
951	65.6378
952	65.6378
953	65.6378
954	65.6378
955	65.6378
956	65.6378
957	65.6378
958	65.6378
959	65.6378
960	65.6378
961	65.6378
962	65.6378
963	65.6378
964	65.6378
965	65.6378
966	65.6378
967	65.6378
968	65.5471
969	65.5471
970	65.5471
971	65.5471
972	65.5471
973	65.5471
974	65.5471
975	65.5471
976	65.5471
977	65.5471
978	65.5471
979	65.5471
980	65.5471
981	65.5471
982	65.5471
983	65.5471
984	65.5471
985	65.5471
986	65.5471
987	65.5471
988	65.5471
989	65.5471
990	65.5471
991	65.5471
992	65.5471
993	65.5471
994	65.5471
995	65.5471
996	65.5471
997	65.5471
998	65.5471
999	65.5471
1000	65.5471
1001	65.5471
1002	65.5471
1003	65.5471
1004	65.5471
1005	65.5471
1006	65.5471
1007	65.5471
1008	65.5471
1009	65.5471
1010	65.5471
1011	65.5471
1012	65.5471
1013	65.5471
1014	65.5471
1015	65.5471
1016	65.5471
1017	65.5471
1018	65.5471
1019	65.5471
1020	65.5471
1021	65.5471
1022	65.5471
1023	65.5471
1024	65.5471
1025	65.5471
1026	65.5471
1027	65.5471
1028	65.5471
1029	65.5471
