Gen:	<L_2>
0	510.345
1	454.713
2	421.241
3	399.177
4	383.25
5	368.915
6	354.733
7	342.29
8	332.9
9	321.601
10	309.73
11	299.559
12	289.02
13	280.906
14	275.175
15	267.88
16	259.975
17	253.135
18	245.764
19	238.761
20	233.079
21	227.372
22	221.131
23	216.775
24	212.771
25	208.484
26	206.115
27	203.865
28	200.095
29	197.148
30	193.908
31	191.645
32	188.426
33	185.632
34	181.178
35	177.509
36	175.082
37	173.198
38	170.229
39	167.613
40	164.434
41	161.477
42	160.682
43	160.022
44	157.778
45	155.755
46	153.505
47	151.387
48	149.963
49	148.57
50	145.574
51	143.453
52	141.855
53	139.43
54	136.792
55	135.007
56	132.969
57	130.843
58	128.812
59	127.446
60	126.625
61	126.319
62	126.052
63	124.569
64	122.923
65	121.079
66	119.634
67	118.078
68	117.163
69	116.292
70	115.182
71	114.128
72	112.94
73	112.389
74	111.375
75	110.779
76	110.144
77	109.668
78	109.265
79	108.526
80	108.9
81	108.868
82	107.918
83	106.041
84	104.809
85	103.675
86	102.535
87	101.771
88	101.307
89	101.086
90	100.329
91	99.2735
92	98.8933
93	98.9485
94	98.6054
95	98.1993
96	97.7269
97	97.0899
98	96.1515
99	95.7325
100	95.2039
101	94.5889
102	94.3522
103	94.0376
104	93.4911
105	93.272
106	92.8637
107	92.1146
108	91.4616
109	90.7679
110	90.1838
111	89.6972
112	90.2857
113	90.8778
114	90.666
115	89.7449
116	88.3006
117	87.4003
118	87.0463
119	86.7369
120	87.3322
121	88.652
122	87.39
123	85.6199
124	85.0503
125	84.7343
126	84.5484
127	84.583
128	84.8834
129	84.6188
130	84.4308
131	84.193
132	84.1334
133	83.7493
134	82.9292
135	82.5939
136	82.3714
137	82.0432
138	81.9081
139	81.6508
140	81.4027
141	81.0189
142	80.4376
143	80.1762
144	80.2369
145	80.2604
146	80.8103
147	81.3136
148	81.5281
149	80.7542
150	80.8221
151	80.3841
152	78.4907
153	77.0577
154	76.1019
155	75.8719
156	75.7258
157	75.4208
158	75.3133
159	75.4616
160	74.8781
161	74.3728
162	74.2662
163	74.0555
164	74.145
165	74.3746
166	74.258
167	73.9117
168	73.989
169	73.998
170	74.1701
171	73.8818
172	73.5941
173	73.3462
174	73.4692
175	73.6918
176	73.7495
177	73.5931
178	73.4985
179	73.3728
180	73.372
181	72.9937
182	73.0455
183	73.1184
184	73.1083
185	72.9779
186	72.3886
187	73.5084
188	74.9681
189	74.7149
190	73.7548
191	73.1751
192	72.9458
193	73.077
194	72.7218
195	72.7932
196	72.4494
197	72.5092
198	72.4002
199	72.4506
200	72.1975
201	72.3478
202	72.5487
203	72.7619
204	72.3971
205	72.3532
206	72.3248
207	72.4048
208	72.7912
209	72.3244
210	72.5019
211	72.3786
212	72.1538
213	72.4569
214	72.5808
215	72.9079
216	72.7904
217	72.6391
218	72.5205
219	72.3822
220	72.4509
221	72.5988
222	72.7182
223	72.4261
224	72.5246
225	72.0762
226	72.2069
227	72.0686
228	72.2297
229	72.7304
230	72.3439
231	72.0878
232	72.1536
233	72.0865
234	72.0646
235	71.9496
236	72.2327
237	72.3594
238	72.0092
239	72.0104
240	71.9762
241	72.0029
242	71.772
243	71.722
244	71.6346
245	71.7003
246	71.74
247	71.8149
248	71.7864
249	71.7602
250	71.6111
251	71.7362
252	71.7249
253	71.818
254	71.6528
255	71.7319
256	71.917
257	71.8002
258	71.664
259	71.8751
260	71.7088
261	71.8179
262	71.7437
263	72.0691
264	71.8118
265	71.7953
266	71.696
267	71.9134
268	71.8678
269	71.8423
270	71.8177
271	71.7933
272	71.3421
273	71.2976
274	71.4078
275	71.3656
276	71.5695
277	71.4589
278	71.3601
279	71.2619
280	71.1279
281	71.4379
282	71.3063
283	71.3433
284	71.5505
285	71.078
286	71.3887
287	71.1457
288	71.6112
289	71.5206
290	71.1339
291	71.2321
292	70.666
293	70.7647
294	70.744
295	70.758
296	70.6541
297	70.8451
298	70.922
299	70.4909
300	70.6285
301	70.743
302	70.6167
303	70.6189
304	70.3667
305	70.4811
306	70.3753
307	70.3514
308	70.3648
309	70.5735
310	70.612
311	70.7354
312	70.4259
313	70.4304
314	70.312
315	70.6112
316	70.535
317	70.1732
318	70.2269
319	70.3281
320	70.4706
321	70.4201
322	70.6733
323	70.3635
324	70.3259
325	70.5506
326	70.2481
327	70.1101
328	70.437
329	70.3097
330	70.1695
331	70.4306
332	70.4685
333	70.2605
334	69.9375
335	69.9691
336	70.2089
337	70.5683
338	70.2689
339	70.4578
340	70.2184
341	70.289
342	70.1527
343	70.2028
344	70.1927
345	70.2337
346	70.1543
347	70.3915
348	70.5818
349	70.4394
350	70.4588
351	70.2815
352	70.3176
353	70.1914
354	70.297
355	70.3255
356	70.359
357	70.2424
358	70.0762
359	70.1409
360	70.2617
361	70.1838
362	70.3908
363	70.48
364	70.1278
365	70.4061
366	70.2563
367	70.3112
368	70.2721
369	70.2631
370	70.41
371	70.4934
372	70.4079
373	70.4748
374	70.1151
375	70.2146
376	70.1913
377	70.0563
378	70.3281
379	70.2853
380	70.1036
381	70.2456
382	70.1602
383	70.3251
384	70.4119
385	70.1925
386	70.4147
387	70.1971
388	70.5441
389	70.5992
390	70.3773
391	70.3397
392	70.3414
393	70.2807
394	70.1693
395	70.3818
396	70.4707
397	70.3266
398	70.1242
399	70.0009
400	70.0526
401	70.165
402	70.1632
403	70.0159
404	70.2101
405	70.5286
406	70.6511
407	70.1906
408	70.3599
409	70.5571
410	70.1489
411	70.0377
412	70.4023
413	70.51
414	70.131
415	70.1009
416	70.0853
417	70.1948
418	70.3222
419	70.1806
420	70.485
421	70.2384
422	70.2923
423	70.2453
424	70.1677
425	70.2436
426	70.2222
427	70.387
428	70.4517
429	70.3344
430	70.5051
431	70.1627
432	70.4931
433	70.6265
434	70.3523
435	70.324
436	70.1696
437	70.223
438	70.3333
439	70.2418
440	70.212
441	70.2503
442	69.9923
443	70.1085
444	69.9253
445	70.3416
446	69.9875
447	70.1092
448	70.1697
449	70.1308
450	70.4287
451	70.3396
452	70.2539
453	70.1314
454	70.2584
455	69.9203
456	70.078
457	70.2644
458	70.3452
459	70.0237
460	70.033
461	70.2174
462	70.199
463	69.8513
464	69.7579
465	70.3933
466	70.0036
467	70.0129
468	69.8553
469	69.9971
470	70.2097
471	70.0809
472	70.1222
473	70.0192
474	70.106
475	70.1616
476	70.3792
477	70.1601
478	70.0323
479	70.1489
480	69.8745
481	70.0492
482	70.147
483	70.0941
484	69.9663
485	70.0654
486	69.9886
487	70.1738
488	69.9955
489	70.0378
490	69.9661
491	70.0101
492	70.1434
493	70.1307
494	70.1735
495	70.0081
496	70.066
497	70.1959
498	70.3498
499	70.0553
500	70.0308
501	69.998
502	69.853
503	69.9549
504	69.9028
505	70.1028
506	69.8096
507	70.0776
508	69.7975
509	70.2263
510	70.2738
511	70.3731
512	70.2111
513	70.2304
514	70.3745
515	70.2269
516	70.0999
517	69.8441
518	69.7971
519	70.002
520	70.3641
521	70.2059
522	70.1086
523	70.0369
524	69.981
525	70.2485
526	69.8811
527	70.0223
528	70.2781
529	70.125
530	70.472
531	70.2413
532	70.184
533	69.9009
534	70.1199
535	70.1312
536	70.0182
537	70.0437
538	69.9028
539	70.0078
540	70.1158
541	69.9829
542	69.8131
543	70.0546
544	70.2662
545	69.8916
546	69.7648
547	70.1878
548	69.9567
549	69.9601
550	70.236
551	69.961
552	70.3868
553	70.2114
554	70.2154
555	70.2097
556	70.1314
557	70.1278
558	70.1012
559	69.8517
560	69.9759
561	70.2717
562	70.1708
563	69.8727
564	70.1862
565	69.9305
566	69.9521
567	69.9676
568	69.8377
569	70.0074
570	69.9604
571	69.866
572	69.849
573	69.9747
574	69.9383
575	69.9061
576	70.1984
577	69.9699
578	70.074
579	70.0965
580	70.3247
581	69.9955
582	69.8581
583	69.8344
584	70.0129
585	70.0387
586	70.0774
587	70.0847
588	70.0641
589	70.1406
590	70.0179
591	70.0478
592	69.8891
593	70.0229
594	70.1125
595	70.1066
596	70.1004
597	70.1334
598	69.8718
599	69.8943
600	69.906
601	70.0399
602	70.4149
603	70.3202
604	69.9577
605	70.2021
606	70.2801
607	69.9666
608	69.9987
609	70.0347
610	70.1476
611	69.7975
612	69.8939
613	69.9712
614	70.0221
615	69.952
616	69.8116
617	69.8271
618	69.9875
619	69.8331
620	70.1728
621	69.9814
622	70.0954
623	70.1394
624	70.2405
