Gen:	<L_2>
0	510.627
1	453.587
2	418.708
3	398.099
4	378.174
5	364.691
6	353.273
7	339.972
8	325.894
9	312.299
10	302.138
11	293.756
12	286.758
13	278.545
14	269.501
15	262.107
16	256.355
17	251.315
18	244.858
19	238.46
20	231.976
21	227.314
22	222.337
23	217.008
24	211.965
25	206.881
26	200.737
27	195.955
28	192.222
29	188.392
30	184.505
31	182.434
32	180.673
33	177.777
34	174.495
35	172.031
36	168.382
37	165.052
38	162.211
39	159.613
40	157.079
41	154.293
42	152.012
43	149.895
44	147.767
45	146.07
46	144.593
47	143.839
48	143.745
49	141.958
50	138.674
51	136.609
52	135.342
53	134.118
54	132.8
55	131.231
56	129.697
57	128.195
58	126.81
59	125.421
60	123.879
61	122.217
62	121.068
63	120.238
64	118.89
65	118.149
66	117.225
67	115.895
68	114.418
69	113.197
70	111.963
71	110.465
72	108.52
73	107.237
74	106.821
75	106.312
76	106.237
77	106.03
78	105.413
79	104.759
80	104.212
81	103.768
82	103.491
83	103.072
84	102.303
85	102.153
86	101.405
87	98.8423
88	96.6585
89	95.2594
90	94.0944
91	93.3936
92	92.7594
93	92.2915
94	91.6465
95	91.1325
96	91.0329
97	90.8923
98	90.4043
99	89.3493
100	88.3312
101	87.8158
102	87.5181
103	86.8852
104	86.8307
105	86.8117
106	86.4984
107	86.0578
108	85.5292
109	85.4502
110	85.2388
111	85.0594
112	84.8444
113	84.4103
114	84.2485
115	83.7938
116	83.6532
117	82.9643
118	82.5149
119	81.7027
120	80.9774
121	80.6607
122	80.0708
123	79.3883
124	79.3563
125	79.2547
126	79.1684
127	79.1718
128	78.3999
129	77.94
130	77.4283
131	77.0979
132	77.0399
133	76.6188
134	76.3953
135	76.4892
136	76.4229
137	76.1698
138	75.8372
139	75.9442
140	75.7339
141	75.4757
142	75.8123
143	75.6203
144	74.9795
145	74.5442
146	74.3051
147	73.7483
148	73.5413
149	73.6602
150	73.5127
151	73.0576
152	73.0538
153	73.2636
154	73.3426
155	73.2378
156	73.2305
157	73.1176
158	73.1153
159	73.1403
160	73.2188
161	73.2625
162	73.2436
163	73.4072
164	73.162
165	73.2242
166	72.9831
167	72.9159
168	72.9857
169	72.689
170	72.4276
171	72.4076
172	72.0678
173	72.0873
174	71.7589
175	71.9097
176	71.8194
177	72.1124
178	71.8705
179	71.4931
180	71.6445
181	71.4263
182	71.4619
183	71.4224
184	71.6567
185	71.5271
186	71.7573
187	71.5104
188	71.3555
189	71.497
190	71.4053
191	71.5248
192	71.6799
193	71.4448
194	71.5583
195	71.5762
196	71.3274
197	71.139
198	71.453
199	71.4092
200	71.2763
201	71.0169
202	70.8046
203	70.4694
204	70.6755
205	70.3563
206	70.0637
207	69.7931
208	69.6958
209	69.8322
210	70.0843
211	70.0643
212	69.8212
213	69.7378
214	69.5552
215	69.6615
216	69.4858
217	69.4803
218	69.3552
219	69.2623
220	69.3777
221	69.1262
222	69.2664
223	69.1478
224	69.3595
225	69.3757
226	69.8676
227	69.6924
228	69.7548
229	69.2948
230	69.5511
231	69.6974
232	69.687
233	69.428
234	69.3887
235	69.184
236	69.4604
237	69.4447
238	69.5293
239	69.4818
240	69.6965
241	69.2476
242	69.2045
243	69.458
244	69.2765
245	69.3915
246	69.2944
247	69.3248
248	69.4358
249	69.3028
250	69.1769
251	69.2204
252	69.1348
253	69.162
254	69.0751
255	69.165
256	69.3724
257	69.6929
258	69.5141
