Gen:	L_2
1	396.417
2	380.334
3	370.147
4	349.52
5	341.962
6	333.025
7	325.227
8	316.953
9	307.949
10	296.892
11	289.339
12	277.622
13	267.936
14	260.821
15	256.093
16	251.234
17	240.212
18	231.619
19	225.489
20	216.405
21	213.703
22	210.86
23	207.47
24	202.763
25	199.872
26	194.014
27	190.71
28	187.66
29	185.604
30	182.846
31	178.588
32	177.084
33	173.738
34	170.898
35	168.865
36	165.826
37	162.333
38	159.236
39	152.749
40	150.415
41	147.404
42	146.375
43	144.467
44	142.637
45	142.032
46	139.747
47	138.412
48	137.992
49	136.687
50	135.362
51	133.783
52	132.458
53	131.617
54	130.855
55	129.401
56	129.401
57	127.609
58	127.416
59	126.778
60	125.406
61	124.402
62	123.587
63	123.271
64	122.669
65	121.984
66	120.924
67	120.924
68	118.907
69	118.608
70	118.002
71	115.576
72	115.328
73	114.42
74	114.42
75	114.42
76	113.84
77	113.359
78	112.57
79	112.201
80	111.079
81	110.185
82	109.126
83	107.866
84	105.601
85	103.369
86	102.31
87	100.948
88	100.416
89	99.594
90	98.9006
91	98.4029
92	97.4904
93	96.4293
94	96.4293
95	96.1302
96	95.983
97	94.9953
98	94.021
99	94.0022
100	93.5807
101	93.1311
102	92.6831
103	92.3304
104	92.1284
105	91.6962
106	91.1776
107	90.7958
108	90.4431
109	90.2219
110	89.8691
111	89.5809
112	89.2281
113	88.4934
114	88.4934
115	88.0971
116	88.0762
117	87.4372
118	86.9978
119	86.6016
120	86.3959
121	85.598
122	84.8261
123	84.5709
124	84.1666
125	84.0085
126	83.1167
127	83.1167
128	82.7795
129	82.6214
130	82.6214
131	82.6214
132	82.6214
133	82.5415
134	82.4984
135	81.9473
136	81.7028
137	81.505
138	81.0951
139	80.6528
140	80.6096
141	80.2406
142	80.076
143	80.0081
144	79.8869
145	79.7223
146	79.5455
147	79.5455
148	79.5413
149	79.5413
150	79.3377
151	79.3377
152	79.2933
153	79.1438
154	78.8788
155	78.7262
156	78.7262
157	78.6653
158	78.4751
159	78.2505
160	78.2505
161	77.8391
162	77.8391
163	77.8391
164	77.8391
165	77.7283
166	77.7102
167	77.6415
168	77.6415
169	77.528
170	77.528
171	77.528
172	77.4317
173	77.4317
174	77.4317
175	77.0424
176	76.8658
177	76.5294
178	76.5294
179	76.5237
180	76.2872
181	76.2872
182	76.2681
183	76.2681
184	76.0849
185	75.9206
186	75.9206
187	75.9206
188	75.2719
189	75.2719
190	74.1273
191	74.1273
192	74.1273
193	74.1273
194	74.0911
195	74.0911
196	74.0911
197	74.0911
198	73.8356
199	73.8356
200	73.8356
201	73.8356
202	73.8356
203	73.8356
204	73.8356
205	73.8356
206	73.8356
207	73.1814
208	73.1814
209	73.1814
210	73.1814
211	73.1814
212	73.1814
213	73.1814
214	73.1814
215	73.1814
216	73.1814
217	73.1259
218	73.1259
219	73.1259
220	73.1259
221	73.1259
222	73.1259
223	73.1259
224	73.1259
225	73.1259
226	73.1259
227	73.1259
228	73.1156
229	73.1156
230	73.0404
231	73.0404
232	73.0404
233	73.0404
234	72.9921
235	72.7833
236	72.5859
237	72.3636
238	72.3636
239	72.3636
240	72.3636
241	72.3636
242	72.3636
243	72.3636
244	72.3636
245	72.2929
246	72.2929
247	72.2929
248	72.2929
249	72.2929
250	72.0687
251	72.0687
252	72.0687
253	72.0687
254	72.0687
255	72.0687
256	72.0687
257	72.0687
258	71.9811
259	71.9811
260	71.9811
261	71.9811
262	71.9811
263	71.9811
264	71.9811
265	71.9811
266	71.9811
267	71.9811
268	71.9811
269	71.9811
270	71.9811
271	71.9811
272	71.7856
273	71.7856
274	71.7856
275	71.7114
276	71.7114
277	71.7114
278	71.7114
279	71.7114
280	71.7114
281	71.7114
282	71.7114
283	71.7114
284	71.7114
285	71.7114
286	71.7114
287	71.7114
288	71.7114
289	71.5027
290	71.5027
291	71.5027
292	71.5027
293	71.5027
294	71.5027
295	71.5027
296	71.5027
297	71.5027
298	71.5027
299	71.5027
300	71.5027
301	71.5027
302	71.5027
303	71.5027
304	71.4303
305	71.4303
306	71.4303
307	71.4303
308	71.4303
309	71.4303
310	71.4303
311	71.4303
312	71.4303
313	71.4303
314	71.4303
315	71.4303
316	71.4303
317	71.4303
318	71.4303
319	71.4303
320	71.4203
321	71.4203
322	71.4203
323	71.4203
324	71.4203
325	71.4203
326	71.4203
327	71.4203
328	71.4203
329	71.4203
330	71.4203
331	71.4203
332	71.4203
333	71.4203
334	71.4203
335	71.4203
336	71.4203
337	71.4203
338	71.4203
339	71.4203
340	71.4203
341	71.4203
342	71.4203
343	71.3983
344	71.3983
345	71.3983
346	71.3983
347	71.3983
348	71.3983
349	71.3983
350	71.3983
351	71.3983
352	71.3983
353	71.3789
354	71.3789
355	71.3789
356	71.3789
357	71.3789
358	71.3789
359	71.3789
360	71.3789
361	71.3789
362	71.3789
363	71.3789
364	71.3789
365	71.3789
366	71.3789
367	71.3789
368	71.3789
369	71.3789
370	71.3789
371	71.3789
372	71.3789
373	71.3789
374	71.3789
375	71.3789
376	71.3789
377	71.3789
378	71.3789
379	71.3789
380	71.3789
381	71.3789
382	71.3789
383	71.3789
384	71.3789
385	71.3789
386	71.3789
387	71.3789
388	71.3789
389	71.3789
390	70.7753
391	70.7753
392	70.7753
393	70.7753
394	70.7753
395	70.7753
396	70.7753
397	70.7753
398	70.7753
399	70.7753
400	70.7753
401	70.7753
402	70.7753
403	70.7753
404	70.7753
405	70.7753
406	70.7753
407	70.7753
408	70.7339
409	70.7339
410	70.7339
411	70.7339
412	70.7339
413	70.7339
414	70.7339
415	70.7339
416	70.7339
417	70.7339
418	70.7339
419	70.3013
420	70.3013
421	70.3013
422	70.3013
423	70.3013
424	70.2432
425	70.2432
426	70.2432
427	70.2432
428	70.2432
429	70.2432
430	70.2432
431	70.2432
432	70.2432
433	70.2432
434	70.0665
435	70.0665
436	70.0665
437	70.0665
438	70.0665
439	70.0665
440	70.0665
441	70.0665
442	70.0665
443	70.0665
444	70.0665
445	70.0665
446	70.0665
447	70.0665
448	70.0665
449	70.0665
450	70.0665
451	70.0665
452	70.0665
453	70.0665
454	70.0665
455	70.0665
456	70.0665
457	70.0665
458	70.0665
459	70.0665
460	70.0665
461	70.0665
462	70.0665
463	70.0665
464	70.0665
465	70.0665
466	70.0665
467	70.0665
468	70.0665
469	70.0665
470	70.0665
471	70.0665
472	70.0665
473	70.0665
474	70.0665
475	70.0665
476	70.0665
477	70.0665
478	70.0665
479	70.0665
480	70.0665
481	70.0665
482	70.0665
483	70.0665
484	70.0665
485	70.0665
486	70.0665
487	70.0665
488	70.0665
489	70.0665
490	70.0665
491	70.0665
492	70.0665
493	70.0665
494	70.0665
