Gen:	<L_2>
0	510.928
1	448.951
2	406.8
3	389.472
4	377.596
5	366.063
6	352.359
7	336.787
8	322.742
9	313.178
10	305.083
11	295.827
12	286.573
13	278.786
14	271.892
15	264.369
16	256.192
17	249.154
18	244.696
19	239.312
20	232.956
21	227.818
22	224.237
23	220.766
24	217.347
25	212.478
26	207.866
27	203.957
28	200.59
29	196.633
30	192.948
31	189.672
32	187.057
33	183.751
34	181.159
35	178.068
36	173.145
37	168.599
38	166.112
39	164.499
40	162.264
41	159.879
42	157.74
43	156.23
44	154.949
45	153.961
46	151.416
47	148.509
48	146.544
49	145.425
50	143.951
51	142.51
52	141.819
53	141.319
54	140.56
55	138.592
56	136.582
57	135.482
58	134.954
59	134.772
60	134.199
61	132.527
62	132.58
63	132.32
64	131.032
65	130.856
66	128.728
67	126.383
68	125.16
69	123.904
70	122.874
71	121.117
72	119.251
73	117.685
74	116.713
75	116.076
76	115.987
77	115.527
78	114.307
79	113.663
80	113.529
81	113.718
82	114.246
83	112.953
84	112.022
85	110.045
86	109.194
87	108.607
88	107.71
89	106.916
90	106.254
91	105.776
92	104.904
93	104.676
94	103.939
95	102.914
96	102.143
97	101.09
98	100.875
99	100.894
100	100.755
101	100.886
102	100.387
103	99.0565
104	98.1255
105	97.2047
106	97.0226
107	96.6524
108	95.0053
109	93.4789
110	92.932
111	91.9919
112	91.7527
113	91.0525
114	90.8383
115	90.3143
116	89.5055
117	89.3132
118	89.8799
119	90.6365
120	90.1727
121	88.7368
122	87.2107
123	86.5255
124	85.9795
125	85.4812
126	85.1723
127	84.7533
128	84.3979
129	84.4094
130	84.2044
131	84.2887
132	84.0018
133	83.7938
134	83.5503
135	83.5925
136	83.3644
137	83.2373
138	82.9305
139	83.0789
140	82.6904
141	82.6578
142	82.3339
143	82.098
144	82.3829
145	82.6582
146	81.9744
147	80.9663
148	80.6885
149	81.1511
150	81.7753
151	81.3281
152	79.9155
153	79.4918
154	79.2649
155	79.1351
156	78.8163
157	78.126
158	78.0114
159	77.4713
160	77.6456
161	78.4903
162	79.004
163	78.9211
164	78.0715
165	77.6331
166	77.0562
167	76.9166
168	76.7497
169	76.8047
170	76.5989
171	76.576
172	76.6206
173	76.6063
174	76.784
175	76.3595
176	76.0965
177	75.6323
178	75.5316
179	75.5989
180	75.7397
181	75.2573
182	74.9431
183	76.0666
184	77.069
185	77.8575
186	77.2411
187	76.7806
188	75.382
189	75.2074
190	74.7327
191	74.5278
192	74.3708
193	74.4093
194	74.4344
195	74.5778
196	74.7763
197	74.478
198	74.3339
199	74.3791
200	74.3102
201	73.834
202	73.9911
203	74.1803
204	74.2129
205	74.2606
206	73.9409
207	73.8687
208	73.7647
209	75.3142
210	76.2603
211	75.7834
212	74.2045
213	73.783
214	73.5944
215	73.6895
216	73.398
217	73.21
218	73.2543
219	73.4171
220	73.1316
221	73.0169
222	73.0353
223	73.3147
224	73.368
225	73.3149
226	73.2953
227	73.2245
228	73.2129
229	73.5733
230	73.6956
231	73.3068
232	73.0164
233	72.9035
234	72.731
235	73.06
236	72.9372
237	73.0394
238	73.7533
239	74.2486
240	73.6794
241	73.062
242	72.9723
243	73.6245
244	74.9465
245	75.5882
246	75.4282
247	74.2945
248	73.0533
249	72.3801
250	72.3201
251	72.5076
252	72.394
253	72.5322
254	72.1584
255	72.218
256	72.1706
257	72.3158
258	72.3004
259	72.4419
260	72.4269
261	72.1149
262	72.3629
263	72.5736
264	72.2026
265	72.0962
266	72.3496
267	72.1215
268	72.1246
269	72.216
270	72.207
271	72.2515
272	72.0541
273	72.3639
274	72.0575
275	72.2737
276	72.3816
277	72.1401
278	72.3058
279	72.4261
280	72.2581
281	72.3675
282	72.5668
283	72.3692
284	72.4288
285	72.5328
286	72.611
287	72.3477
288	72.4467
289	72.3291
290	72.54
291	72.4675
292	72.4847
293	72.3333
294	72.5052
295	72.3734
296	72.2559
297	72.263
298	72.3256
299	72.2546
300	72.4462
301	72.1686
302	72.2551
303	72.2271
304	72.4093
305	72.5287
306	72.1601
307	73.3176
308	74.4562
309	73.71
310	72.8227
311	72.3894
312	71.9582
313	71.8531
314	71.9182
315	71.7267
316	71.7805
317	71.9918
318	71.8118
319	71.7807
320	71.7317
321	71.8854
322	71.9136
323	71.773
324	71.7464
325	72.1664
326	71.9436
327	71.904
328	71.7367
329	71.5563
330	71.6249
331	71.648
332	71.6894
333	71.7254
334	71.5891
335	71.7672
336	71.9443
337	71.8054
338	72.0195
339	72.1874
340	71.965
341	72.2987
342	72.1393
343	71.7709
344	71.8058
345	71.9184
346	71.7874
347	72.1085
348	71.7065
349	71.9551
350	72.0197
351	71.795
352	72.0709
353	72.0394
354	71.9705
355	71.9635
356	72.1686
357	72.0339
358	72.0469
359	71.61
360	71.5991
361	71.8401
362	71.726
363	71.9805
364	72.064
365	72.04
366	71.6742
367	71.9104
368	72.0926
369	71.9527
370	71.8718
371	71.9238
372	71.9594
373	71.8645
374	71.9985
375	71.9216
376	71.706
377	71.8952
378	71.8195
379	71.6733
380	71.9558
381	71.7427
382	71.8599
383	71.6792
384	71.9631
385	71.9279
386	71.8478
387	72.1578
388	72.4001
389	72.0165
390	71.9025
391	71.9058
392	71.9913
393	72.7282
394	74.0362
395	73.8624
396	73.1761
397	72.6898
398	72.0363
399	72.1235
400	72.1882
401	71.8404
402	71.793
403	71.7919
404	71.7266
405	71.948
406	71.9633
407	72.1634
408	71.7943
409	71.7384
410	71.8303
411	72.1197
412	72.2026
413	71.6659
414	71.6595
415	71.7572
416	71.9122
417	71.6801
418	71.7089
419	71.8961
420	72.0794
421	72.0532
422	71.9313
423	71.9386
424	72.1304
425	71.8682
426	71.7014
427	71.9193
428	71.9442
429	71.9267
430	71.864
431	71.6518
432	71.9563
433	72.0089
434	71.8614
435	72.2074
436	72.0066
437	72.4562
438	71.837
439	71.8621
440	71.7134
441	71.8605
442	71.6773
443	71.6872
444	71.615
445	71.9837
446	72.0869
447	72.064
448	71.9306
449	71.8889
450	72.7311
451	72.4818
452	72.3637
453	71.6111
454	71.4991
455	70.8523
456	70.5305
457	70.6735
458	70.608
459	70.6042
460	70.6958
461	70.4399
462	70.5284
463	70.539
464	70.5973
465	70.3855
466	70.396
467	70.3588
468	70.5814
469	70.5728
470	70.5266
471	70.5506
472	70.6605
473	70.6488
474	70.4477
475	70.6789
476	70.7221
477	70.8317
478	70.7557
479	70.5505
480	70.6978
481	70.356
482	70.4879
483	70.2535
484	70.5359
485	70.4629
486	71.0027
487	70.6894
488	70.5764
489	70.7199
490	70.6709
491	70.5945
492	70.9567
493	70.6702
494	70.8047
495	70.7345
496	70.6187
497	70.5896
498	70.9173
499	70.5658
500	70.4954
501	70.675
502	70.367
503	70.5274
504	70.6365
505	70.6519
506	70.6517
507	70.696
508	70.6109
509	70.5535
510	70.7662
511	70.7196
512	70.5792
513	70.4447
514	70.6642
515	70.4806
516	70.5244
517	70.5843
518	70.621
519	70.7886
520	70.7089
521	70.7611
522	70.6239
523	70.6815
524	70.656
525	70.7241
526	70.7793
527	71.1925
528	70.7504
529	70.5944
530	70.7698
531	70.4879
532	70.7606
533	70.7424
534	70.7002
535	70.5901
536	70.6339
537	70.9849
538	70.7903
539	70.5382
540	70.6932
541	70.6271
542	70.3437
543	70.3772
544	70.431
545	70.5222
546	70.5621
547	70.6319
548	70.448
549	70.4024
550	70.5045
551	70.4565
552	70.5443
553	70.5498
554	70.4801
555	70.3139
556	70.5106
557	70.6196
558	70.6981
559	70.5717
560	70.7207
561	70.3873
562	70.8833
563	70.768
564	70.3856
565	70.7043
566	70.4267
567	70.4467
568	70.2856
569	70.4666
570	70.4266
571	70.5566
572	70.6518
573	70.6766
574	70.5473
575	70.7001
576	70.5145
577	70.7282
578	71.0171
579	71.091
580	70.8189
581	70.5557
582	70.4632
583	70.5916
584	70.4361
585	70.3957
586	70.3544
587	70.6009
588	70.5581
589	70.6654
590	70.4754
591	70.5251
592	70.4513
593	70.7383
594	70.4656
