Gen:	<L_2>
0	510.203
1	454.949
2	415.092
3	384.078
4	368.904
5	358.518
6	348.367
7	335.88
8	323.649
9	314.856
10	306.741
11	297.774
12	290.113
13	281.795
14	274.692
15	269.218
16	262.928
17	256.836
18	250.162
19	242.937
20	236.649
21	231.811
22	227.988
23	223.516
24	219.262
25	216.345
26	212.917
27	208.391
28	203.671
29	199.704
30	194.474
31	190.978
32	188.828
33	187.075
34	184.933
35	183.094
36	180.462
37	178.021
38	175.514
39	172.63
40	169.964
41	168.028
42	165.848
43	163.545
44	160.969
45	157.9
46	155.674
47	154.06
48	151.997
49	150.537
50	149.439
51	148.301
52	146.827
53	144.36
54	142.191
55	140.223
56	137.993
57	137.076
58	136.734
59	136.109
60	135.048
61	133.423
62	132.461
63	131.091
64	129.782
65	128.549
66	127.566
67	127.278
68	127.47
69	127.267
70	126.541
71	124.656
72	123.762
73	122.888
74	122.668
75	122.617
76	121.797
77	119.329
78	117.331
79	115.676
80	114.92
81	113.992
82	113.623
83	113.053
84	112.301
85	111.477
86	110.912
87	111.459
88	112.253
89	111.143
90	109.271
91	107.944
92	107.247
93	106.943
94	106.328
95	105.466
96	104.683
97	103.667
98	103.024
99	102.718
100	102.078
101	101.079
102	99.8789
103	99.3865
104	99.3354
105	99.3507
106	98.322
107	97.781
108	97.3463
109	96.7965
110	96.292
111	95.4876
112	94.3106
113	93.8008
114	93.5494
115	93.2022
116	92.7743
117	92.1563
118	91.3314
119	91.0267
120	90.1121
121	89.6687
122	89.388
123	88.8842
124	88.8984
125	88.8129
126	89.2654
127	89.4709
128	88.7774
129	87.5828
130	85.3659
131	84.2836
132	83.678
133	83.4737
134	83.168
135	82.764
136	82.5183
137	82.1922
138	82.2398
139	81.8414
140	81.0966
141	80.7604
142	80.0857
143	79.8589
144	79.5287
145	79.0869
146	78.8126
147	78.2294
148	77.7074
149	77.9182
150	77.4695
151	76.5397
152	76.0979
153	75.9174
154	76.2685
155	75.9407
156	75.5343
157	75.4668
158	75.6258
159	75.6113
160	75.5716
161	75.2109
162	75.3538
163	75.1651
164	75.1029
165	74.7327
166	74.6343
167	74.4733
168	74.2772
169	74.1308
170	73.9902
171	73.4715
172	73.0856
173	73.0124
174	72.8323
175	72.7019
176	73.0427
177	72.8471
178	72.8589
179	73.0184
180	72.7973
181	72.8301
182	73.0501
183	72.9631
184	72.9462
185	72.5744
186	72.8063
187	72.9416
188	72.8389
189	72.9159
190	72.5823
191	72.6699
192	72.8432
193	73.2187
194	72.9366
195	73.0405
196	72.6945
197	72.7845
198	72.7431
199	72.4964
200	72.4457
201	72.6085
202	72.5134
203	72.5003
204	72.7188
205	72.5946
206	72.5476
207	72.7671
208	72.6592
209	71.9576
210	71.704
211	71.4421
212	71.3592
213	71.411
214	71.7768
215	71.3662
216	71.2449
217	71.5007
218	71.6172
219	71.7243
220	71.7059
221	71.6053
222	71.5545
223	71.287
224	71.2078
225	71.3197
226	71.1461
227	70.9291
228	70.8423
229	70.9764
230	70.9615
231	71.0197
232	70.885
233	71.0367
234	71.0247
235	71.1315
236	71.1589
237	71.1327
238	71.0336
239	71.0113
240	70.9779
241	71.1401
242	71.1123
243	71.1371
244	70.921
245	71.0741
246	71.1467
247	70.9722
248	70.9483
249	70.8942
250	71.0255
251	71.0776
252	71.1819
253	71.0016
254	71.1097
255	71.3543
256	71.1713
257	70.8909
258	70.9336
259	71.0068
260	71.4097
261	71.1466
262	71.0203
263	71.4687
264	70.9512
265	71.1279
266	70.785
267	70.8383
268	70.5753
269	70.4303
270	70.0259
271	69.9086
272	69.9921
273	69.7263
274	69.5496
275	69.6366
276	69.6489
277	69.7955
278	69.6114
279	69.6757
280	69.8685
281	69.5628
282	69.3955
283	69.0413
284	68.9779
285	69.0622
286	68.9801
287	68.9185
288	68.8925
289	69.0225
290	68.9147
291	69.1336
292	69.1406
293	68.9846
294	68.8515
295	68.9388
296	68.6324
297	68.6181
298	68.5952
299	68.5029
300	68.4565
301	68.5131
302	68.3555
303	68.4637
304	68.6136
305	68.5293
306	68.3307
307	68.2492
308	68.3188
309	68.6275
310	68.5918
311	68.7312
312	68.263
313	68.2138
314	68.3653
315	68.206
316	68.3385
317	68.3787
318	68.5362
319	68.4304
320	68.182
321	68.1713
322	68.2579
323	68.471
324	68.4238
325	68.3801
326	68.5358
327	68.6813
328	68.4286
329	68.3159
330	68.3315
331	68.3241
332	68.2447
333	68.3571
334	68.2874
335	68.3421
336	68.3186
337	68.4063
338	68.586
339	68.4522
340	68.2299
341	68.526
342	68.3113
343	68.2622
344	68.3357
345	68.415
346	68.368
347	68.1698
348	68.2657
349	68.3571
350	68.563
351	68.3926
352	68.2427
353	68.3698
354	68.2263
355	68.3408
356	68.199
357	68.3424
358	68.6113
359	68.3998
360	68.3971
361	68.399
