Gen:	<L_2>
0	508.989
1	449.431
2	414.292
3	394.537
4	380.767
5	367.227
6	351.15
7	341.827
8	334.073
9	326.377
10	317.578
11	307.19
12	297.664
13	287.703
14	277.397
15	268.91
16	263.212
17	258.815
18	251.717
19	241.837
20	233.765
21	227.449
22	220.984
23	215.641
24	212.3
25	208.606
26	204.886
27	201.923
28	199.01
29	195.066
30	191.508
31	187.756
32	184.415
33	181.205
34	178.871
35	176.187
36	173.646
37	170.622
38	166.905
39	164.183
40	160.107
41	155.761
42	152.262
43	149.331
44	147.374
45	145.734
46	144.127
47	142.986
48	141.988
49	140.514
50	139.628
51	139.07
52	137.764
53	135.968
54	134.274
55	132.864
56	132.993
57	132.799
58	131.921
59	130.048
60	129.21
61	128.895
62	127.092
63	125.756
64	124.878
65	124.135
66	123.786
67	123.243
68	122.519
69	121.616
70	120.221
71	119.609
72	119.092
73	118.375
74	117.068
75	115.908
76	115.215
77	115.25
78	115.055
79	115.168
80	114.598
81	114.749
82	114.256
83	113.231
84	110.964
85	109.172
86	107.258
87	105.284
88	103.62
89	102.115
90	101.272
91	100.52
92	99.7838
93	99.1995
94	98.6509
95	98.1485
96	97.5299
97	97.7142
98	97.585
99	97.2402
100	95.8476
101	94.9531
102	94.4388
103	93.9993
104	93.4837
105	93.1523
106	92.9742
107	92.7994
108	92.3697
109	91.6146
110	91.288
111	90.8505
112	90.8374
113	90.3444
114	89.7101
115	89.5529
116	89.4166
117	89.0843
118	89.1727
119	88.6747
120	88.1944
121	87.6839
122	87.2405
123	87.2626
124	86.6943
125	86.0164
126	85.3469
127	84.9604
128	84.5494
129	84.8047
130	85.4314
131	84.9809
132	83.8969
133	83.6005
134	83.4064
135	83.4481
136	83.3332
137	83.2668
138	83.0674
139	82.2433
140	82.0626
141	81.5638
142	81.6071
143	81.439
144	81.0677
145	81.1759
146	80.4911
147	80.3109
148	80.2312
149	80.0168
150	80.1324
151	80.6387
152	80.9168
153	81.0301
154	80.5527
155	80.9343
156	80.4709
157	80.099
158	79.6517
159	79.8527
160	79.5383
161	79.2325
162	79.7871
163	80.6063
164	79.9235
165	79.1924
166	78.9713
167	79.6296
168	80.5903
169	81.0453
170	79.6088
171	78.4838
172	78.4029
173	78.2725
174	78.4584
175	77.9838
176	77.9495
177	77.6301
178	77.4878
179	77.2637
180	78.3191
181	79.1782
182	79.4519
183	78.5525
184	78.33
185	78.748
186	80.3712
187	79.6399
188	78.0472
189	77.4747
190	77.2753
191	76.8263
192	76.3283
193	75.6487
194	75.0849
195	75.7234
196	77.3025
197	76.6229
198	75.3144
199	75.1025
200	74.7882
201	74.5171
202	74.297
203	74.6911
204	74.7037
205	74.5267
206	74.5945
207	74.7331
208	74.2723
209	74.4502
210	74.1963
211	73.7799
212	73.7152
213	73.7724
214	74.0107
215	73.8717
216	73.9245
217	74.2392
218	74.1486
219	74.9691
220	74.6967
221	74.2997
222	73.8375
223	73.7611
224	73.7024
225	73.8659
226	73.6375
227	73.6946
228	74.7397
229	75.8341
230	75.54
231	74.9823
232	74.2008
233	74.0916
234	73.871
235	73.6544
236	74.0928
237	73.5668
238	73.4995
239	73.3913
240	73.0362
241	72.9656
242	72.9198
243	72.8748
244	72.9039
245	72.8941
246	73.5763
247	74.1437
248	74.0888
249	73.6138
250	73.4995
251	73.165
252	73.1755
253	72.8794
254	72.5083
255	72.8231
256	73.1673
257	72.7867
258	72.9124
259	73.1885
260	72.901
261	72.9103
262	72.5105
263	72.8446
264	72.8747
265	72.7922
266	72.683
267	72.9641
268	72.7608
269	72.721
270	72.5617
271	72.6677
272	72.7756
273	73.821
274	73.867
275	73.5901
276	72.8632
277	72.7615
278	72.7289
279	72.5261
280	72.4503
281	72.4006
282	72.7724
283	72.3694
284	72.6118
285	72.447
286	72.3829
287	72.5424
288	72.6444
289	72.5351
290	72.8494
291	72.244
292	71.9689
293	72.0339
294	72.0727
295	73.3338
296	74.6193
297	74.3996
298	73.2794
299	72.341
300	72.4106
301	72.1269
302	72.451
303	72.3786
304	72.1713
305	72.3473
306	72.3793
307	72.281
308	72.1958
309	72.2067
310	72.2128
311	72.1101
312	72.1861
313	72.0058
314	72.2722
315	72.1888
316	72.1433
317	72.3036
318	72.1895
319	72.0495
320	72.2641
321	72.1548
322	71.9375
323	71.9503
324	72.3126
