Gen:	<L_2>
0	510.172
1	457.088
2	420.991
3	391.104
4	375.411
5	360.964
6	349.098
7	338.181
8	330.203
9	321.867
10	314.343
11	306.696
12	299.125
13	292.969
14	284.278
15	272.102
16	265.188
17	258.908
18	253.309
19	248.388
20	243.193
21	237.039
22	230.8
23	225.733
24	222.474
25	219.16
26	215.161
27	208.519
28	201.585
29	195.18
30	188.957
31	185.151
32	181.933
33	179.427
34	177.068
35	174.726
36	171.296
37	168.444
38	165.681
39	162.693
40	160.177
41	158.109
42	155.949
43	153.992
44	151.741
45	149.439
46	147.42
47	145.104
48	141.939
49	140.339
50	139.02
51	137.757
52	136.939
53	135.541
54	134.318
55	132.818
56	131.693
57	130.505
58	128.82
59	127.339
60	126.624
61	126.281
62	124.106
63	121.702
64	119.815
65	119.199
66	118.314
67	117.468
68	116.409
69	115.24
70	114.759
71	114.155
72	113.803
73	112.897
74	111.846
75	111.056
76	109.88
77	109.374
78	108.597
79	107.355
80	106.525
81	105.819
82	104.993
83	104.362
84	103.789
85	103.197
86	102.863
87	102.152
88	101.606
89	100.888
90	100.882
91	101.255
92	100.887
93	100.236
94	99.0535
95	98.1205
96	97.1805
97	96.7869
98	96.1397
99	95.7588
100	95.4228
101	95.8158
102	95.7323
103	94.835
104	94.253
105	93.9722
106	93.6384
107	93.0408
108	92.5643
109	92.1793
110	91.8171
111	91.3229
112	91.1858
113	91.0557
114	91.0498
115	90.1021
116	89.7462
117	90.0605
118	90.3254
119	90.1494
120	89.8047
121	89.488
122	88.3205
123	87.479
124	86.3987
125	84.7334
126	84.376
127	84.0081
128	83.2109
129	83.1492
130	82.7414
131	82.4256
132	82.0221
133	82.1184
134	81.8682
135	81.5714
136	81.5474
137	81.1402
138	81.0774
139	80.8078
140	80.4955
141	80.0607
142	79.4631
143	79.0607
144	78.7813
145	78.3123
146	78.0955
147	77.9056
148	77.7517
149	77.2455
150	77.396
151	77.2402
152	77.1329
153	77.0611
154	76.5464
155	76.2082
156	75.9158
157	75.493
158	75.4624
159	74.909
160	74.977
161	74.6765
162	74.8041
163	74.8668
164	74.943
165	74.8795
166	74.5092
167	74.4018
168	74.4095
169	74.3868
170	74.2608
171	74.0547
172	73.8742
173	74.0204
174	75.0658
175	75.7291
176	75.2573
177	74.5647
178	74.3375
179	75.0064
180	74.64
181	73.8123
182	73.4866
183	73.5689
184	74.2516
185	74.7784
186	74.4305
187	73.761
188	73.5735
189	74.0759
190	75.1154
191	75.0681
192	75.3115
193	74.433
194	73.6595
195	73.3029
196	73.2847
197	73.0219
198	73.1492
199	72.9906
200	72.8996
201	72.965
202	72.8389
203	72.6283
204	72.8313
205	72.9124
206	72.8454
207	72.6851
208	72.8077
209	72.8021
210	72.9042
211	73.0757
212	73.6297
213	74.761
214	74.0746
215	73.6213
216	72.9717
217	72.5291
218	72.5941
219	72.4437
220	72.6376
221	72.8307
222	73.184
223	73.0284
224	72.5954
225	72.2616
226	72.188
227	72.1986
228	71.9572
229	71.7742
230	71.9662
231	71.9181
232	72.2542
233	71.9389
234	71.9689
235	72.2593
236	72.1257
237	72.1197
238	72.2516
239	72.0358
240	71.9341
241	71.9751
242	71.9897
243	71.8365
244	71.9558
245	72.0855
246	71.9772
247	72.0889
248	71.8843
249	72.0126
250	72.0065
251	72.668
252	73.3537
253	72.5357
254	72.2083
255	71.6658
256	71.6489
257	71.6005
258	71.532
259	71.5788
260	71.7752
261	71.5848
262	71.3249
263	71.7272
264	71.8148
265	71.6064
266	71.6424
267	71.7677
268	71.6377
269	71.5902
270	72.0402
271	71.5922
272	71.6688
273	71.8196
274	71.735
275	71.4711
276	71.46
277	71.4845
278	71.4601
279	71.493
280	71.7043
281	71.6179
282	71.2628
283	71.2572
284	71.2043
285	71.5152
286	71.4764
287	71.4728
288	71.689
289	71.5315
290	71.4806
291	71.5289
292	71.3878
293	71.2674
294	71.3313
295	72.8283
296	73.9199
297	73.6621
298	72.5408
299	71.9592
300	71.6093
301	71.5399
302	71.5078
303	71.3351
304	71.2791
305	71.2836
306	71.1744
307	71.1637
308	71.3721
309	71.055
310	71.1749
311	71.381
312	71.5336
313	71.5599
314	71.4695
315	71.5932
316	71.5175
317	71.2323
318	71.591
319	71.4679
320	71.3424
321	71.4274
322	71.2241
323	71.676
324	71.3491
325	71.4428
326	71.6523
327	71.2302
328	71.4856
329	71.3978
330	71.4249
331	71.5701
332	71.4978
333	71.6301
334	71.6392
335	71.7495
336	71.5039
337	71.5404
338	71.5323
339	71.4505
340	71.4795
341	71.4657
342	71.6322
343	71.3603
344	71.4629
345	71.5632
346	71.6013
347	71.8297
348	71.6413
349	71.7124
350	71.5594
351	71.5698
352	71.7526
353	71.2626
354	71.1989
355	71.5388
356	71.8841
357	71.8701
358	71.5748
359	71.6239
360	71.5536
361	71.5121
362	71.4669
363	71.7984
364	71.367
365	71.5836
366	71.4327
367	71.5433
368	71.4068
369	71.4949
370	71.7279
371	71.4885
372	71.5021
373	71.4131
374	71.4953
375	71.6407
376	71.3246
377	71.4825
378	71.4028
379	71.5945
380	71.5761
381	71.6433
382	71.5115
383	71.7656
384	71.3279
385	71.468
386	71.5165
387	71.5385
388	71.612
389	71.799
390	71.6077
391	71.738
392	71.3943
393	71.3396
394	71.3853
395	71.4019
396	71.6089
397	71.4883
398	71.2287
399	71.2653
400	71.4785
401	71.8774
402	71.4254
403	71.3098
404	71.5121
405	71.7932
406	71.4952
407	71.5201
408	71.4565
409	71.4507
410	71.5251
411	71.449
412	71.6198
413	71.6098
414	71.4671
415	71.6354
416	71.5418
417	71.6453
418	71.8561
419	71.4154
420	71.5495
421	71.478
422	71.457
423	71.3969
424	71.4886
425	71.6073
426	71.4785
427	71.4179
428	71.4921
429	71.3304
430	71.3865
431	71.2983
432	71.5562
433	71.4837
434	71.4158
435	71.4471
436	71.5076
437	71.581
438	71.3852
439	71.569
440	71.6738
441	71.4795
442	71.5263
443	71.4249
444	71.4566
445	71.489
446	71.3199
447	71.5787
448	71.4539
449	71.5505
450	71.6847
451	71.7382
452	71.5507
453	71.704
454	71.4247
455	71.4869
456	71.4709
457	71.2621
458	71.5432
459	71.6405
460	71.5646
461	71.5747
462	71.2703
463	71.4913
464	71.6362
465	71.6606
466	71.3906
467	71.2589
468	71.2344
469	71.5121
470	71.5742
471	71.4387
472	71.5617
473	71.4727
474	71.589
475	71.2904
476	71.4418
477	71.3261
478	71.566
479	71.4456
480	71.5326
481	71.389
482	71.4152
483	71.4128
484	71.1455
485	71.4749
486	71.5189
487	71.5499
488	71.5697
489	71.6405
490	71.4457
491	71.3885
492	71.1908
493	71.4073
494	71.2499
495	71.6995
496	71.4226
497	71.5251
498	71.5143
