x	y	z
-1.85337	-0.748062	0.0736727
-1.62566	1.98456	5.42391
-5.93832	-2.34916	7.69531
-0.423152	-2.78556	-11.6645
0.515734	9.52625	-12.8446
2.39499	2.06393	-2.45035
-0	0	-0
-3.87309	0.704852	0.708748
-6.31517	-2.84401	-4.00378
-3.04304	-2.9112	4.27374
-4.65667	2.63019	2.71983
-2.51067	-2.16037	5.00293
-3.38706	-4.37782	-5.77603
10.5232	-8.44327	3.73821
-5.07627	-1.22347	-12.9898
-2.503	0.492141	9.66917
-2.44871	-4.73157	2.75972
-11.8638	-10.5796	1.82278
-0.588619	3.9345	-0.416245
-0.554397	2.02322	-3.40576
-12.8911	-14.7506	-4.0298
-5.12455	1.38989	2.79414
0.364518	0.132645	1.96202
-0.152264	-0.683861	-15.9847
3.47042	-10.9274	11.1601
3.61212	-6.22461	-6.94312
0.271198	1.23188	1.55207
-0.503944	-0.344829	1.9045
1.80746	-1.53381	-17.8432
-1.00269	-1.18934	21.9449
2.11966	-3.3161	-9.19296
-7.22468	0.000349308	-6.91405
0.670223	-5.77243	-1.49327
1.05627	-0.671922	1.55975
6.5357	0.184093	-4.60986
1.77251	0.473562	0.796215
-0	-0	0
5.75396	-4.20865	3.63031
8.12172	-0.926849	-16.0368
0	-0	-0
3.76778	3.32051	17.2852
-0.990108	-0.199735	3.87037
2.35424	0.679582	-3.1616
0	0	-0
-2.15865	0.631745	-3.30774
-1.37943	-8.11152	-8.73502
0.326094	-0.120426	-1.96956
-6.17038	-6.84146	-3.88856
0.38351	-0.134917	7.98966
0	0	-0
2.23344	4.4682	3.32368
0.268075	-3.77503	1.2951
-1.762	-2.14691	-5.31847
4.63504	10.871	-7.50578
1.34058	1.66025	3.38325
0.574276	-1.71251	0.858785
0.87307	-0.788091	5.88359
0.416969	8.0995	5.85015
0.447585	-1.87085	0.547334
13.4918	-11.0167	-13.4389
3.81861	-1.00414	-0.640228
0.267057	2.04442	-3.42769
3.63073	-5.53823	-4.48841
3.24318	4.89919	-1.21644
10.1912	4.78079	-16.5313
-2.84339	2.75806	0.555155
-0.0240594	-1.81383	-0.842278
0	0	-0
-6.99881	0.476964	-7.12665
0.540325	0.562121	-1.84176
0.968107	-0.922262	-21.9593
-0.517462	19.696	-3.435
0.00220846	-0.154441	3.99702
-1.71546	2.79521	-7.29685
-3.39058	-5.49874	-7.63334
-1.55867	9.87566	-0.204456
1.46677	10.6737	-19.1813
-3.81901	-5.39591	-16.7421
6.75488	17.5328	-14.9323
1.95542	-0.348204	0.234665
-8.26756	3.98573	3.97006
-5.74861	-1.28328	-10.455
-0.891014	0.338041	-11.9621
-0.519398	-3.16131	13.6285
-1.50462	1.06696	0.773125
-2.13694	1.11747	5.49407
0.077308	0.179471	-1.99043
-4.3915	-2.26634	13.0988
-4.57847	-2.098	3.26129
-9.28085	0.75851	10.4542
-0.496798	-1.63122	3.61833
-5.36306	4.73712	3.57733
3.36771	-5.0482	-5.21289
-5.41884	1.01394	5.79725
4.77414	-3.05773	1.96413
1.7437	11.6452	7.57298
12.5049	-8.6057	15.9238
-8.36383	-5.45627	0.524722
-2.05969	0.332033	-13.8437
0.966874	-4.91817	-10.9031
5.65964	-1.98772	-0.132197
-10.8422	1.6242	8.70684
-0	-0	0
-0.79994	0.36141	1.79708
-0.487504	1.86831	-3.50311
-1.44409	-1.04548	-11.8668
0.0242132	0.328208	1.97274
1.30325	-3.76762	11.3184
0.450747	0.987516	-1.67977
0.274344	1.49753	-1.29697
1.5367	-7.77105	-1.11775
3.57064	-1.15322	1.38585
5.02812	5.85	-6.36361
0.530206	-2.97728	2.61814
0.731632	-3.74816	1.18995
-4.35798	1.25205	15.3441
0.738422	1.98689	3.3922
0.643356	3.67971	4.6953
0.537734	-0.818102	5.91959
-3.78359	-3.88469	-12.9071
-6.77772	4.46254	8.84015
0.53835	-3.48673	4.85313
-7.91342	8.54637	7.76772
6.6767	2.06916	-7.15124
0.0119717	-0.00340487	3.99998
0	0	-0
-1.04683	-0.430837	9.93572
0	0	0
-6.14434	-16.2579	4.68287
-2.21529	-4.19765	-3.67046
-0	-0	-0
1.62284	-2.87293	-15.6561
2.91689	0.155353	5.24095
2.16804	-0.712474	3.28511
-2.18132	-1.697	2.89172
-3.18659	0.311938	-2.39757
2.36748	-3.17207	0.57706
0.272911	10.4649	12.1001
-1.79252	0.623873	0.630609
-8.32355	-4.84121	2.69835
0.332987	-8.69564	10.967
-0	0	-0
2.9619	1.67382	2.10368
2.77786	3.65221	6.55323
-1.44099	-9.65962	10.0307
1.59413	-1.11335	-0.468185
12.7064	-5.6326	-1.67961
1.2894	1.41581	0.576994
1.887	-2.88649	11.4938
15.2207	14.2912	-11.8359
9.79046	-1.99586	0.404211
0.526391	5.89237	-1.00142
0	-0	-0
4.2497	-7.44772	11.0667
-3.60178	-1.25271	-1.20744
1.21738	-2.16981	3.13208
-0.820915	-0.528809	9.95221
-1.08692	3.9112	-11.2925
-0	0	0
-4.18466	12.228	5.38178
1.72178	2.41542	2.68351
1.06319	-1.6654	-0.309922
3.90866	-9.33198	6.45264
-0.152494	0.0213008	1.99406
-4.39084	-0.59307	-6.66099
0.831104	2.25085	9.70788
1.72522	-0.314498	-0.961621
-15.8735	10.9846	5.23165
-0.0254091	-0.0555648	-1.99907
0	-0	-0
-0.421698	0.0578231	-3.97729
-0.709263	-1.4214	3.67104
7.49215	-3.59059	-8.65883
1.87868	-6.4908	9.91665
6.85254	8.83254	11.4468
-0.0110726	-0.00478086	-5.99999
-1.26376	3.66378	-0.989746
1.13241	-3.59229	1.34652
-6.55457	0.452432	-10.0416
-5.17303	-6.83557	-8.3973
5.12511	1.3311	19.2863
7.5809	-2.48179	-11.5052
-2.07161	1.04313	-5.53356
1.34345	3.18792	-2.00807
3.15253	-2.17362	1.15627
-0.494027	-3.27178	2.24753
0.108665	0.321752	-1.97096
-4.36207	0.551195	-11.1655
0.342502	4.48019	-8.93367
0.468856	-1.92829	-0.248758
-2.84176	-3.80821	11.0192
-6.08603	4.67296	6.41278
-1.1936	-0.923629	3.70435
-2.77387	-22.1511	8.81105
0.788251	-0.375955	-3.9035
0.473257	-0.791893	1.77452
-2.38631	3.19596	-0.302218
1.82758	-4.7502	10.8672
-0.354854	3.60093	-21.7004
-0.930333	1.39214	-3.63269
-3.6842	0.931718	1.24842
-2.47903	-2.12474	9.45198
2.11444	-2.74931	7.20905
-5.74977	-3.58473	4.25322
-0.736629	-0.130019	7.96495
0.63212	1.08511	-5.86711
-2.99472	-0.298744	-17.7466
1.85255	-0.627828	-0.417016
0.152789	1.75309	-3.59212
-0.234088	0.120652	-9.99653
-2.77269	-7.45637	0.84542
-2.45584	1.38505	-7.48669
8.573	13.2077	2.839
-3.90075	-5.71221	-7.22183
8.02668	-5.6504	-1.90929
0.17909	0.098855	-1.98951
-0.0284941	3.13225	9.49675
0.969623	1.72506	0.289852
-0.0187336	-0.165416	-1.99306
-6.41452	9.59442	7.92471
5.93043	-4.84996	9.23623
1.01601	-0.893975	-1.4726
0.95723	-0.000540011	1.75605
-0.0325914	-0.0997291	9.99945
0.119386	-0.396296	-5.98571
0	0	-0
-4.16336	-6.72511	-1.19975
0.0477137	0.166672	-1.99247
1.78266	5.7094	0.474184
-5.76415	-8.94174	9.10054
-5.03067	-2.6896	1.85968
-3.6292	1.67187	0.18384
-1.16766	-1.06379	-5.78834
0.630662	-1.01888	5.87913
-0.0306057	-0.430118	-7.98837
4.41522	2.84488	-2.90043
-0	-0	-0
-0	-0	-0
-2.19616	-0.661158	7.66419
-1.44685	-0.910847	3.61621
21.664	-3.78237	0.604572
-0.844252	-0.814938	-5.88414
1.90992	-22.1722	13.4442
1.31974	4.64401	-6.37898
0.578677	0.214148	-21.9913
0.302277	0.220177	5.98833
1.15195	5.89372	-7.99607
-1.92261	-2.54918	9.47656
0.0274662	-0.591318	-11.9854
2.95262	-5.07257	-5.43609
-0.625401	0.569889	-7.95513
0.587664	1.5108	11.89
-5.96753	6.91183	-26.4691
2.87649	-1.65842	-4.99755
3.10676	-2.24237	-1.14883
2.79269	3.86876	8.78826
2.65751	8.77495	-7.74196
-8.71399	-14.0851	11.2105
3.23941	11.3381	-2.22566
-7.01266	6.25083	3.42779
2.61959	-1.47276	2.63983
-0	-0	-0
-1.5916	6.2181	14.6561
-3.83955	-2.04994	-9.00309
-3.73046	-4.6567	-12.6649
2.53769	1.43484	-2.73886
0.00535769	-1.78743	0.897248
11.2082	1.98318	13.9443
-4.16623	1.70315	8.92983
2.7195	2.09033	2.05787
0.0737896	0.276911	1.97936
-9.4083	-12.3021	4.01772
-1.24687	1.79093	-7.69662
1.40052	-0.65819	1.26701
2.1938	6.82908	9.62033
0.786844	-0.421583	-9.96008
-4.94303	3.69174	-10.2926
-0	0	0
1.27529	1.64998	3.41339
-11.126	-4.3078	1.28624
-19.7907	8.71575	-4.04518
-0.205643	-0.375206	-9.99084
10.1986	-0.76639	-9.56044
1.10563	0.141622	-5.89555
-1.59374	-1.14795	-0.377096
-2.12667	-0.370483	-3.36749
2.78273	2.71271	-4.57139
2.35387	7.89647	5.66613
-0	0	-0
0.797291	-0.998746	1.53845
-1.99818	-5.5836	-14.8604
0	-0	-0
-2.85955	7.35902	-1.29144
0.458389	3.82995	-15.5281
-4.30859	3.77216	-10.5455
1.37969	-4.91004	3.16038
1.24817	-0.928853	1.2567
3.96624	-13.4375	7.7268
-0.155538	0.925465	1.76616
-0.887825	-0.949219	-3.78296
12.8156	-2.77013	-12.3324
15.5233	3.86047	0.352889
-1.65442	1.12369	0.014298
-11.0425	3.52356	-3.10591
2.90929	-2.24717	1.57679
-2.34391	1.85262	-21.7962
-3.05256	-2.22407	-21.6734
-5.94644	2.25011	-10.1773
-17.4569	4.30219	0.863806
2.29282	3.55314	-4.25655
1.27775	4.85809	-6.22626
-0.0835886	-1.44931	1.37568
2.51145	-5.09703	10.5694
-0.244426	-0.986851	1.72232
-1.31476	3.20666	7.21032
-2.6927	2.73991	-1.11455
-8.94692	0.761113	10.7412
9.26927	-0.758651	3.67492
0	0	-0
-3.82826	-5.12692	4.80199
4.17744	3.23028	15.1035
0.396785	1.42028	-1.35106
-0.517454	-0.0554064	1.93111
0.482607	1.84285	-0.609088
-1.95255	0.608836	-9.78861
1.78014	-3.52969	0.610252
-0.0131331	0.130373	-9.99914
-5.97063	0.0830542	-0.587129
-4.72423	2.10942	13.0089
0.310853	0.597929	-1.88304
-0.307106	1.42538	1.36893
3.01427	-5.56234	7.74432
0	-0	-0
0.445264	-1.77475	-3.55697
-0.102837	0.481967	-1.93833
-0.74322	1.46041	5.7719
0	0	-0
3.31285	-3.16428	-3.87457
5.46533	-1.13666	2.19958
0.791285	-0.420034	-9.95979
3.24762	-0.968407	13.5836
1.98232	-1.01379	-13.8218
5.27757	0.390085	19.2872
0.784838	1.82765	-0.20911
-0.455077	1.2017	5.86079
5.91057	-4.89929	-2.2499
1.05762	-1.39433	3.59684
1.68461	2.27169	-9.59174
-3.0285	-5.37871	14.7614
-6.23639	-0.110839	14.7342
13.6053	-12.9227	-11.4847
-0.317499	0.187204	7.9915
2.24677	0.397965	-3.28537
-0	-0	-0
9.44363	9.06158	4.97048
-0.345718	-7.32844	3.18974
-8.12299	-0.504588	11.3913
-9.87405	-1.33531	6.68731
-4.32892	-1.73402	-6.50028
0.0614603	-0.106592	-3.99811
-0.708703	2.48765	3.05112
-5.25847	1.1785	2.63812
-0.0372081	-0.0406385	9.99985
-7.08557	-3.14481	1.97608
-0.158023	-1.99364	-0.0207461
10.3318	-7.63684	5.56164
-6.47569	-2.01457	-4.24347
-0	0	0
6.39903	1.70818	12.3343
-3.42422	3.04291	11.0912
-1.74389	-0.303759	9.84208
6.1938	4.8462	1.46671
2.50757	-5.17494	1.71235
1.7499	-2.05905	2.94926
6.38087	1.60754	4.54976
-0.151826	1.74176	0.971193
5.27873	-2.63899	-1.08204
3.04499	-4.23459	-8.53207
-6.55659	-10.3843	-6.72143
-13.3818	8.45489	12.2246
0.088182	-0.110649	3.9975
12.0977	2.50193	13.0914
-2.22417	-3.03248	7.06096
3.70325	-2.85213	-3.76182
-8.65443	-11.5005	-6.98851
-0.0418443	-0.340896	7.99262
0.49092	-0.8002	3.88827
-0.792093	0.0864356	9.96821
8.96929	2.43548	10.47
1.11871	3.72645	-0.928466
-0	0	-0
1.96343	-0.274739	0.26359
0.778688	-1.25145	-1.35186
0.836821	-3.67976	-13.4818
-0.318718	0.277048	-3.97765
-0.547241	-0.449457	3.93682
0.86431	8.10549	-5.79259
0.0116401	-0.0258728	5.99993
0.408964	-2.91973	2.70332
-13.2575	11.9756	8.99027
-1.65507	-0.322647	-1.07548
-0	0	-0
-4.02271	-1.01263	4.33502
-2.06785	-2.47218	-5.06086
1.23058	0.53357	1.48357
-0.443136	-0.49345	3.94463
-0	0	-0
-9.50888	-2.3616	2.00101
-0.712906	-1.6078	-0.952239
0.0932646	-2.25184	-3.30462
-1.24641	-1.56351	0.0436744
-4.28782	-14.891	3.98413
5.79574	7.53739	-3.09792
-0.618772	-0.426466	1.85344
5.81379	-9.23301	-8.77219
-0.0293962	-2.88777	-2.76765
-2.72226	10.6724	-4.76322
-5.06086	5.25326	-3.28495
0.743125	1.63796	-0.874559
9.30072	-7.21738	2.3251
4.04685	-9.00092	17.3956
-10.9354	8.69938	14.3086
-3.97568	1.91017	-4.06758
-4.58637	1.25901	6.43274
-0.0583248	-0.017727	-5.99969
6.48938	-2.96414	14.3214
2.58647	2.7096	1.40293
-0.106638	0.126411	11.9989
-0.772193	0.0451795	-15.9813
-0.101282	-0.434471	-3.97504
-0	-0	-0
6.54792	-1.49987	4.34456
-7.27157	-5.41817	-13.1821
-1.67306	0.0703791	-5.76159
1.06269	0.850087	-7.8834
0.682101	-0.605908	1.77978
-1.90633	-0.604849	0.00834564
-4.18987	-12.5591	8.98408
-0.58394	-0.0451373	-1.91232
-3.22789	-1.69406	7.12116
-1.39226	1.59908	-9.77264
-8.56857	-7.56578	3.65221
-4.48643	3.98131	-0.145355
-5.45673	5.60516	-1.67519
-0.777251	1.63406	0.851902
-4.4305	-2.76726	6.05912
0.467207	-1.9268	0.26298
-1.69498	-7.6503	-1.61243
0.828759	-0.690673	1.68408
-0.259566	-1.74241	-0.946911
0.893328	1.76216	-0.311035
-1.24072	2.836	5.13982
5.49529	5.49551	1.89767
8.85293	3.84216	10.1422
-1.74364	-8.22753	-5.40995
-5.63743	1.53588	1.364
-5.08905	8.54184	1.06705
2.14004	5.60518	0.0467376
0.841193	-5.89013	5.34778
1.08078	2.14545	-7.63079
1.0946	-0.956572	3.7265
0.234808	-0.977851	-3.87152
-3.5662	-3.12183	3.67919
-1.99848	-0.428224	-15.8689
5.92688	-0.539189	-0.762452
0.135428	0.0654735	-1.99434
5.81178	-0.190382	-1.47885
-0	-0	0
0	-0	-0
1.76196	1.80534	-3.10423
-2.97123	-5.14375	0.844765
-0.407345	5.55113	-5.74622
-10.6389	15.917	-5.78466
1.52416	0.79535	9.85111
-0.893908	0.258127	9.95662
-4.60583	5.7414	6.76925
-2.05379	-4.00456	3.96806
9.16414	6.12735	-4.74068
0.5834	-0.0611936	3.95675
4.86477	-2.19455	17.1906
-3.1577	9.58414	-6.4941
0.431599	2.19175	-7.68179
-1.71895	-2.40408	-5.22165
-0.00412352	0.0443437	3.99975
1.67081	1.05385	-0.312739
-5.65838	1.41202	-1.41028
10.9015	-1.84637	4.66351
2.23518	2.61813	-2.037
-9.20772	9.97468	8.46898
5.14064	8.01369	-3.05853
6.90697	-7.05998	1.56539
-3.83339	-6.65751	-2.2322
1.27367	-0.363327	-1.49859
1.13592	0.653176	1.51097
-2.99972	-0.736946	-2.54138
-1.90317	-0.516022	0.334144
-4.90552	0.368053	-3.43517
-0.126277	-4.96616	-8.67879
10.9704	-4.72854	-1.13657
-5.69664	3.77634	4.15783
9.15924	-6.63903	4.00396
4.159	-2.66574	-3.40537
-11.8757	-7.39395	-0.544579
-9.21147	-7.1705	-2.78079
-0.0786646	0.0545369	13.9997
0.116443	-5.07021	8.61855
-0.308665	-1.89199	-0.570165
-1.45364	-0.206992	-1.35797
0.768115	-1.67525	0.776873
-3.32891	-9.04717	-21.9788
-0.713185	0.68867	1.73698
0.558702	13.7723	-2.45195
1.10046	0.913685	-9.89718
-0.220382	0.516498	3.96039
3.2103	1.54088	4.82904
0	-0	-0
0.34021	-0.0394813	1.97046
-1.29067	0.935827	11.8936
-0.573323	-0.88461	-15.9652
0	-0	-0
-1.2969	1.35706	-0.69025
2.22604	0.633446	7.6579
-3.77486	1.45495	6.90171
-5.88595	-0.895995	0.743494
-3.33708	-14.2411	-6.48488
4.04618	-12.3319	15.2169
6.23069	9.59665	3.61702
0.490796	-1.39162	-11.9089
0	-0	0
-0	0	0
-7.29423	2.58499	6.3334
-0.992728	3.44484	-7.15175
9.25118	10.7894	-21.7717
-1.60731	11.8353	-1.1589
4.87737	-4.80519	-7.28845
4.83438	1.9709	15.1243
1.32819	0.348415	-5.84076
-2.18362	-0.456384	-11.7908
-1.25975	-2.36092	-15.7746
-1.76569	0.440368	-0.829698
8.96834	-0.328583	-13.2462
-0.0342009	0.154104	1.99376
0.930471	2.77152	11.6384
-10.2373	-0.730305	-9.5218
1.46054	-0.472532	-1.28201
0.373322	-0.700554	-5.94726
1.03642	-1.72002	3.45939
15.7831	15.2285	1.72814
-0.895806	-0.176533	-1.77943
-0	-0	0
8.12403	-13.5222	2.67383
5.04711	-3.21219	0.456723
5.88276	-2.24393	7.76904
10.2178	-0.838578	12.2838
0.131176	-3.74915	1.38805
-1.43491	2.89232	2.36125
4.68014	-1.26041	-13.1342
-6.1631	-5.0245	0.877781
-1.26037	-0.711091	5.82287
-1.43064	3.67162	-0.687386
2.63093	-4.6284	-2.76696
1.59286	-5.50074	-5.58611
-3.70003	-4.43838	10.5172
0.710261	12.0161	-27.4792
-14.7783	1.98671	5.80121
8.89118	-0.771699	-13.2797
-1.21878	1.0462	-1.19166
5.09845	-8.19859	2.60556
0.080678	-0.387063	-7.99022
-2.60932	2.26091	-4.90711
0.0655027	0.214796	1.98735
1.05858	-2.67526	7.46474
0	-0	0
2.45763	-2.10758	-2.34908
-0.0145985	0.216442	-3.99411
-12.58	5.81148	17.0871
-0.287059	0.72721	5.94885
0.173674	2.91223	11.64
1.26274	0.911192	1.25508
4.69975	-13.9801	-6.20229
0.356372	5.16432	-6.09941
-0.602837	0.189436	1.89755
8.02824	-0.702768	13.8222
1.05843	-0.0261978	-5.90585
-1.15477	1.3204	0.960762
1.27695	-1.3533	0.733466
-2.74871	-5.32984	-0.193341
-1.70478	2.68843	13.6333
-11.5358	-7.26586	-3.1832
-0.757991	0.200905	1.83986
-0.662565	-1.04544	-3.80369
-7.57349	-1.74923	-6.29145
4.46176	-0.53753	-6.61844
1.49928	5.56405	1.67138
-13.5568	-3.23513	-1.32151
3.84379	-4.16226	-8.2402
-3.12278	8.81294	3.54687
5.14446	12.0287	-4.98453
1.12052	0.376359	1.61332
0.475613	1.87574	-0.505377
10.0642	-0.122407	12.4377
-0.248119	-0.576799	7.97532
1.74999	-0.474431	0.844063
2.45872	0.996876	-2.99348
5.19101	-2.08465	29.4738
7.13989	-1.8555	-3.09501
-0.778338	4.01766	9.12428
-2.08189	3.15726	-4.65805
-0.721964	1.01137	-1.56713
0.985159	0.0551923	-1.73966
-4.32413	-2.31861	8.71355
-1.21329	-2.45317	-7.51731
0.320942	0.83085	5.93352
8.30649	-5.54301	0.526599
0.459828	-1.02609	9.93658
1.37235	-1.37869	-0.464637
-8.53183	4.65226	2.35891
-2.27256	-2.47552	-2.16962
3.65035	-1.21864	1.09081
2.51131	-2.99106	-0.864213
1.21241	-0.676796	1.43944
11.8426	-9.2385	5.51396
4.34796	-12.9135	3.21507
-0.118049	1.30891	5.8543
-3.12349	0.247233	7.36089
3.40917	-1.8873	-25.7063
4.47091	-4.11941	5.20014
3.09428	-2.46865	0.575492
1.38262	13.1669	4.55206
0	0	0
-1.61182	-3.70366	-13.4047
-5.33623	9.58659	-4.86025
-0.492852	-1.93185	0.158271
1.29144	0.0955603	-1.52415
-4.19351	-4.28737	0.181496
1.99979	-1.98991	11.6637
4.28384	6.74021	-0.467237
-2.23073	-8.76322	-7.88858
-0.7299	-1.73248	3.53069
0.109765	0.0306335	-7.99919
-4.56474	-17.2031	-2.68625
-0.902177	0.855707	1.56647
1.27021	-1.39549	-0.662695
3.97031	-4.01334	-2.03218
-1.90356	2.02755	-2.87498
-0.44688	-1.95835	3.45907
1.72576	0.929891	-0.3963
0.104886	-2.95849	-5.21885
-1.04776	-3.46634	1.69902
11.9496	6.18014	8.66107
11.9395	2.71435	6.78836
7.15672	-0.0694301	-9.63206
0.690045	-0.0739128	-1.87573
1.96784	-2.17625	-11.6358
1.12192	-5.15535	-8.49492
3.08108	-2.66578	-4.40461
1.1784	8.19762	5.6045
2.76955	6.63035	-3.51682
-1.84056	0.630579	0.46336
-0.221225	0.104975	1.98495
-13.9443	5.64312	13.18
-0.189289	-2.99974	-2.63927
-1.97161	6.21866	4.63045
3.10156	0.892351	-2.36306
1.14443	-0.731309	-3.76237
-2.97694	0.544988	2.61549
0.123082	-1.79794	-13.8835
-6.05299	4.81161	-2.05177
-2.44073	0.962672	3.01929
3.04681	-1.91503	-17.6366
-1.90155	0.846249	3.41584
-7.93755	-5.72135	-12.6594
1.91712	-3.64555	4.36287
1.76816	5.35265	-2.05494
0.0679355	-8.32723	5.53648
5.07682	2.71625	1.68757
-3.50325	0.755036	7.15242
-1.16247	7.81607	-1.2481
1.37171	-1.38436	-0.449395
1.68188	4.86175	-3.08783
-3.48281	1.67985	-1.02378
-0.557554	-1.34444	-3.7258
9.3806	-6.03545	4.42468
-15.8867	-0.0190834	-1.90102
0.777921	-1.00045	-1.54724
1.6448	0.485913	-1.02884
0	0	-0
1.02977	5.64993	-8.18644
0.347104	0.059989	-11.9948
-3.89766	-0.653199	-17.5608
4.36204	-5.52427	-3.80198
-6.63168	16.7338	-0.0273316
1.63902	-0.43715	-1.05949
-2.94178	0.577403	-2.64812
8.24704	-4.77253	-3.03468
0	0	-0
-1.52176	1.71491	-7.66442
0	0	0
-3.75696	-2.23674	-6.69942
-7.70688	-2.41903	5.89511
-4.34044	4.9511	-7.52643
-0.871883	-3.13865	2.32136
-2.21309	5.2659	-1.83645
-1.58687	-2.49548	-19.7802
0.00269081	0.248203	1.98454
-0.94844	-7.88271	0.981467
-0	-0	0
-2.69685	3.96264	-11.0011
0.256144	0.682636	1.86236
-4.71035	2.02711	6.14031
9.69995	-1.63832	6.87218
1.73842	-1.00058	-3.46074
0.167637	11.5779	-3.15038
-1.37735	0.514882	3.71992
0.999041	-1.01906	-3.73677
0	0	-0
-7.30677	1.93506	-9.32023
-4.05409	-4.41093	0.328758
-1.47507	-1.11474	-0.762582
-0.916322	1.77411	-0.11356
0	-0	0
5.87293	0.892489	-0.843921
-4.11429	3.50184	-2.60956
4.60426	-3.64707	-5.43137
1.63725	0.0857911	3.64857
1.2703	0.473246	-1.4705
3.0247	-2.7579	-6.87352
0.907852	-0.204613	1.77029
0.150582	-0.0597592	1.99343
1.36234	4.60618	-3.59543
0.435654	-1.05693	-5.89008
-2.03151	1.88751	2.88275
-14.8111	-2.18438	-9.99297
-0	0	-0
-0.203922	1.67001	9.85746
0.454268	-3.96453	-4.48064
14.3812	-6.00577	9.00615
-15.8812	3.75565	7.59495
-0.889032	11.3662	8.12525
-0.883924	0.525226	-1.71546
2.99256	2.08595	9.31093
-0	0	0
1.46755	1.45073	-7.72927
0.234418	0.184843	7.99443
0	0	-0
-0	-0	-0
5.53577	-5.47151	-6.27837
1.59545	2.18435	-17.7956
-0.524721	0.496533	-3.93422
4.24921	7.71053	4.74256
1.57136	2.26393	2.89922
1.95059	-5.09562	2.49596
-0.0597811	-2.41254	5.49328
2.17265	2.94954	4.75182
-0.228881	0.846661	-3.90266
1.28776	-1.23548	-9.83947
-0.574087	2.00287	11.8177
-1.42176	-1.33427	-0.445329
-5.05971	-10.0845	4.08674
-0	-0	-0
-1.76492	1.30629	3.34345
-6.11114	-5.6902	5.50232
-0.970086	0.303093	3.86873
0.954031	-1.34717	-1.12914
1.5578	-3.04281	-11.5028
-3.21783	1.7085	-1.65125
0.0205532	0.0748369	1.99849
4.50283	8.82833	-1.33609
0.922997	0.590168	7.92463
-9.14025	4.77522	12.2333
0.379723	1.90161	0.489591
3.2132	0.465121	-2.33645
5.54236	-5.76898	-0.0339504
-2.81118	-2.43129	1.47854
-6.44442	7.24832	-2.43541
-0.244839	-4.52754	8.91299
-1.09235	2.05182	-3.25528
1.98496	2.13582	-2.73829
1.67552	-3.62875	-0.157457
-1.87767	7.18443	16.3969
0.426218	0.866602	9.95326
-3.85237	4.57677	-0.460936
-0.507175	-0.356953	-3.95163
-6.88813	-8.28603	-5.28161
9.11466	-7.79116	0.469741
4.057	1.78374	6.66026
6.95734	5.24527	13.4195
5.41341	4.83907	3.35834
-1.24039	2.40283	-9.62745
8.27922	0.541448	8.66957
-0.439286	-2.71534	5.33235
1.05835	-0.44925	-1.63648
-1.61471	-10.034	19.5118
-7.74135	-3.96752	-18.0092
-2.38294	-2.42225	-11.5089
-2.52947	-2.99254	0.804037
-1.81529	4.55184	-19.3903
1.58557	-3.25275	-1.70458
3.51691	-9.08701	12.6908
1.19944	1.66116	-3.43539
-5.6924	1.8092	10.4078
1.03204	-0.0552242	-1.71226
-0.281933	-0.0958016	-1.97771
2.59341	11.4147	7.67978
1.29671	2.36954	-15.7703
-0.600772	0.374482	3.93686
-5.39608	8.38351	0.773975
-7.87728	6.00741	-1.36365
2.3797	-2.15732	-2.38391
-6.49625	24.831	4.14947
-1.44992	1.50219	5.62505
-0.220628	0.143859	-3.99132
-0	-0	-0
-0.00925652	0.00909758	-3.99998
-0.082414	-4.22997	-6.78974
-2.91169	0.603357	-2.67545
1.85508	2.88127	2.06325
-1.0056	0.344398	-9.94335
0.325269	-0.106433	-1.9705
0	-0	-0
0.378182	2.59607	-5.39605
-10.6636	-10.9011	-21.0583
-0.90803	-4.02633	11.2678
11.7646	-12.5813	5.22544
-2.95571	1.38487	-5.03447
13.4317	-1.41711	3.68538
1.44145	-1.32372	0.412295
2.01327	-0.217045	9.79284
-0.920189	0.224698	-1.76147
0.714499	-0.491497	-1.8022
2.2244	-3.35944	-4.44592
-1.41007	4.61484	3.5658
-5.61836	-5.16205	-11.7383
0.469814	1.88441	0.477766
-0.818859	-1.8149	0.188717
0.249554	0.368656	3.97515
-1.23591	0.713893	5.82777
6.22275	-0.015158	-10.2605
5.91454	4.84185	2.3611
1.76505	0.638976	-0.69014
0	0	-0
-3.60274	-7.10819	-0.702725
-1.80072	7.79055	-0.254337
-2.78262	-2.67013	-1.06182
-11.6651	9.1022	-10.2506
-1.76086	-3.03778	-7.18827
-5.64758	-8.53468	6.26611
8.52833	-4.18037	7.3343
-6.80357	12.1268	1.62827
-0.0645507	0.275428	-3.98998
-3.31919	3.51567	8.75346
-1.04847	0.836573	1.48353
-0	-0	-0
-2.9554	-20.4757	-12.1661
-15.7221	10.5477	11.2054
-3.90608	0.284019	0.813552
-6.76212	7.21575	1.48549
-0	-0	0
-0	-0	-0
-1.85786	0.369373	-0.641799
-1.64655	-0.198179	1.11785
14.989	-14.5397	6.92293
1.7687	-0.220702	7.79891
-3.57391	4.20028	-17.1343
-0.57919	0.681585	-7.94984
-2.76603	-2.08093	7.2124
7.74819	5.19865	-3.59718
13.1069	-4.71285	1.41339
1.43929	1.33733	-5.66921
-1.7289	-3.898	-9.04525
3.80213	-1.03197	11.3349
-1.53998	0.779702	1.0102
8.37603	-3.87067	10.529
-3.3815	2.1288	-0.183452
