x	y	z
1.04651	-0.464104	-7.91767
-2.42023	-2.37335	-7.24636
-0.627316	0.345617	-1.86736
1.23954	3.7968	-0.21867
0	-0	0
-7.99741	5.46692	2.48079
0.796411	0.195555	-3.91503
1.07731	-0.60445	13.9454
0.73927	-0.356096	3.91493
-0.794027	-8.18103	5.69564
0	-0	-0
1.79602	-2.78708	2.23751
-13.7955	5.35011	6.08772
0	-0	-0
18.9934	-0.448461	6.24888
-0.983712	-0.429869	-1.68746
-0.62888	-1.74002	-0.759496
-7.77294	-1.78523	0.627996
-0	0	-0
0	-0	-0
-1.49849	3.44697	1.36853
-5.09888e-05	0.236348	-3.99301
-12.7156	-5.68591	1.40871
0.639716	-1.61485	-13.8918
-6.58762	-1.58188	4.25452
-4.59168	-5.83041	-11.8711
3.90695	-0.0486101	-4.55339
-0	-0	0
7.49094	1.45587	6.46268
2.53852	-0.766594	2.9947
1.81431	0.531117	-3.52508
-4.56496	-5.43776	-3.68671
-2.44206	-1.39511	-9.59635
3.15159	-5.07689	-0.541009
-10.4218	1.74982	5.68539
-12.1679	-12.8237	-13.0956
7.67151	-0.0834713	-18.47
4.57539	-1.59447	-3.53885
2.46602	0.925383	3.01038
3.47538	2.94085	-8.90355
-7.63724	-2.98517	5.72376
4.26531	15.1922	-15.3298
-0.503219	-5.77849	-1.53486
2.46	-2.55568	-4.8391
-1.7881	1.28867	7.69039
0.35627	-0.680084	-3.92563
-1.29478	3.96043	13.3656
-5.42064	2.46666	0.729524
3.75702	5.37468	12.3692
21.7679	-2.82977	-1.46628
3.89643	12.7732	-14.8883
0.954314	0.212087	5.91982
4.15852	13.8798	6.78668
-0.311492	-0.378092	3.96989
0	0	0
-2.65615	0.6408	5.34174
-0.794716	0.386321	-3.90118
-22.1824	-9.97197	13.8744
-0.0628167	0.758935	1.84934
11.1083	-6.45926	-5.55731
0.528508	9.07968	4.15693
1.91498	-1.59434	-3.12905
-0.906317	1.78286	0.000820678
-3.1575	-7.42539	8.88221
-3.26571	6.73477	2.82453
-0.843446	3.57562	-11.4238
-1.90846	-5.44918	-5.53752
2.03518	-3.55015	-4.388
0.148588	-0.166466	5.99585
0.394227	3.88934	-0.847105
0	0	0
-3.81657	-3.30955	-3.23739
0.336802	1.25734	5.8571
-0.40122	1.71502	0.947481
-9.07208	5.79563	21.4501
5.95353	-6.02154	5.31945
1.35779	2.80617	-7.36762
1.26253	-1.08165	1.11177
1.54633	0.0450356	3.68874
-1.1627	-1.32036	0.951196
-15.384	-3.12384	-8.80767
0.399891	0.679433	1.83806
-3.98566	0.127472	-0.31344
6.38971	4.71879	-6.07492
3.1271	-7.15467	-1.74126
0.471992	1.80752	13.8748
-0.479661	-0.840902	3.88108
-4.7394	10.7306	2.5284
9.66753	0.725919	12.7284
-0.39894	1.65744	1.04582
5.33715	4.33543	7.26077
-1.17416	-3.10435	4.99843
4.00669	-8.59697	12.8856
-1.99395	0.0797239	0.133436
-2.16729	-3.01002	9.28669
-3.67043	-4.53891	-5.47049
8.4277	-4.79533	2.44515
1.52339	-5.45496	1.98057
-0.0665709	-0.118877	5.99845
6.82181	1.43174	-12.1414
-5.78093	-2.7097	4.82061
5.66468	-1.84474	0.713001
0.488688	-0.936862	-5.90622
0.255851	0.844686	1.79473
5.36706	-3.26302	4.95453
-4.34507	12.435	20.0622
-1.95109	1.95708	-7.50753
-0.0098952	4.67874	6.48917
1.15395	-4.46331	3.84021
-0.954406	0.871365	-1.52638
12.5251	9.46273	8.8079
10.698	-19.0326	-9.96571
7.65609	-1.35226	1.88565
-5.10629	10.7441	-1.57802
-0.495088	-0.147707	-1.93212
0.96556	2.71448	-5.26301
-1.01418	-0.997997	-1.4055
2.11986	0.878006	-7.6639
-0	-0	0
1.32253	2.63183	-5.22727
-6.59534	7.49458	0.576815
2.896	-5.6975	-23.1333
-2.34131	11.4097	-7.76768
5.21153	-5.61977	14.0449
0.419481	-2.37042	-15.8179
7.13313	-22.4846	-4.42292
3.89062	-6.67847	-2.06425
0.949155	6.64501	-4.35235
-1.45213	-6.07857	-4.99423
6.20744	2.70124	7.36009
16.432	-6.29427	13.205
-0.715151	2.6787	-2.88325
-0.0745322	-1.40791	3.74329
3.24528	9.98658	17.0216
0	0	0
1.65284	-6.77508	3.92001
8.94352	7.9089	-1.20943
-2.1589	-0.653215	-3.3034
-1.87438	0.697398	0.0185362
-2.16058	4.47332	10.9234
-0	-0	-0
-2.95845	-3.31393	4.03304
0	0	0
3.53948	-3.11388	-6.46342
-0.926591	1.33157	9.86754
0.451642	1.82533	9.82162
0	-0	-0
-4.79888	2.74951	-15.0137
0.142653	8.80045	4.74677
-6.80273	6.11997	-13.1251
-0.307956	0.497634	-1.91247
3.23282	3.48334	-17.3613
1.28787	1.2553	-13.884
1.36626	-3.09008	-7.25154
-0.503451	0.0407533	5.9787
2.1378	-3.23248	0.990412
-1.00646	-0.752708	5.8669
-9.9626	0.326589	0.799939
2.64537	-7.33698	-20.5711
5.3544	0.938572	-8.39342
0	-0	-0
1.97271	0.071104	0.321507
-2.06034	2.83826	4.86819
-3.31727	6.69575	2.85703
1.04043	-2.35284	3.06295
2.6045	-5.17839	1.54946
19.6422	3.57721	1.17843
0	0	-0
7.41737	-1.24163	-2.72782
-7.89795	-4.3072	-4.36696
0.839342	0.204647	-7.95321
-3.24005	-3.88851	-6.19529
0.210328	-0.0175785	-1.98883
-1.61707	9.27093	-7.44546
-5.16858	-3.01304	0.455459
6.36693	13.4551	5.86696
-0.186332	-0.0929585	1.98913
1.91426	-0.549484	-0.183514
-4.30188	0.522274	4.14983
1.56813	3.02964	-2.0886
-0.223629	2.34701	-7.64471
0.0242578	1.08626	-1.67912
0.823501	7.21317	-6.87691
-9.41682	10.2018	-1.80193
-0.665629	2.25901	11.7666
3.05905	-5.65642	-4.75889
-0.674557	-1.84337	0.383345
1.03352	-0.766626	1.53105
-14.9844	-6.55989	-11.5081
0.195692	3.02318	-5.179
-4.97914	2.48952	-5.74548
-0.483428	1.39915	1.34487
0.99524	0.172711	13.9635
5.91731	0.953405	0.276503
-3.7365	7.50549	-5.45033
-1.19411	3.15874	2.14394
3.54665	-5.29116	10.1698
3.24244	12.4206	-5.58711
2.87348	3.52472	3.91401
2.87172	1.96481	-1.97301
1.56841	3.14024	1.91807
-5.60915	-1.85245	1.05158
-16.0202	-0.588819	15.0668
-0.317416	1.01088	9.94371
7.49169	-2.64885	0.926355
10.1824	5.00219	-3.91118
-5.88742	-0.711547	0.912163
0	-0	-0
-1.86413	0.899921	-15.8655
-1.63749	2.77019	9.46809
1.17365	0.405001	-3.80244
-5.18595	0.156807	-13.0031
7.03761	1.19908	3.61031
0	-0	-0
1.5478	-2.47648	2.73338
17.6089	-1.48882	3.42204
15.8841	8.45067	0.529478
-14.9969	-28.1809	2.2208
1.87758	-0.55475	-0.40861
11.3281	1.33236	-3.72801
0	0	-0
0	-0	-0
-2.19237	6.23822	-16.7415
0.516325	-1.51155	13.9086
3.1543	-1.57587	-7.18102
1.2731	-1.62677	9.78432
-0.369935	-1.16706	-1.58149
-0	-0	-0
2.13525	-6.20173	-4.58032
-6.96081	-5.19276	-8.28144
0.759494	1.05254	-3.78356
-1.37639	-0.889502	-1.14644
0.0753782	-3.61628	4.78716
-1.49863	-0.0791937	-1.32205
6.52285	-3.07216	-6.92923
-0.0186175	-2.40053	-5.49883
1.82276	1.58339	-7.62695
0.570585	2.7316	-15.7548
12.9904	6.95113	-13.5252
1.03499	-0.00892929	-5.91005
0	-0	0
-1.25202	-1.01544	-7.8359
-10.3704	8.95508	-11.6731
-0.965756	1.44568	0.988602
10.9834	-2.32566	-4.2374
-0.131363	-0.836914	3.90926
-0.168393	0.00249914	1.9929
-0.234977	0.651186	-1.87636
0.810156	1.32754	-3.68528
-2.31581	-9.0757	-3.50268
-0.481007	-1.93198	-0.18993
0.0642734	0.192855	9.99793
-0.831158	1.94064	9.77461
1.21086	9.40592	3.17214
-9.71524	-7.15239	10.5099
5.31163	2.74114	0.522235
1.45848	-0.952982	5.74149
-4.02906	4.82464	-4.94869
-4.43749	-1.2071	13.2231
-0	-0	-0
-2.16111	1.352	-3.08248
-1.50298	0.819496	5.75061
-0.112228	10.1887	12.336
-0.308263	11.9443	-1.11341
-6.50226	5.43504	-22.454
0.626871	2.51708	-3.04489
0.435826	-0.164408	3.97279
-0	-0	0
0.352718	2.1446	-11.8015
0.360931	0.560163	-9.97777
0	0	0
-4.03506	-12.6892	14.9233
2.1714	-9.28395	3.0155
-3.19162	6.37723	-7.01031
-11.0306	-14.0505	-2.21552
-0.246622	0.118412	-3.99063
2.98074	-1.74591	-17.6654
-0.0465404	1.24435	-11.9352
0.0836891	0.051432	-7.9994
-7.60506	-16.1342	16.0578
0	0	-0
1.14994	2.24363	3.10544
-1.6562	-1.43675	9.75668
-0.622596	11.7172	-2.5138
10.531	-8.17968	-8.8425
-12.2941	4.14361	-15.2213
-5.78079	7.92449	-1.94549
3.18461	-13.6252	0.461302
1.20607	-1.07903	1.1752
-9.41904	12.9235	-0.515703
3.59746	-1.43309	1.00228
-2.01081	5.21254	2.18771
0	-0	0
-3.02054	-1.37356	-2.23376
11.1706	-18.3067	-4.90752
2.44731	-4.85236	-5.87071
0.120144	1.29613	1.51843
2.95552	-1.141	2.44193
-5.62189	-1.34818	-5.52963
9.89066	-1.42221	-0.390007
-13.6251	11.1114	-3.8593
-14.6651	9.55545	-9.67617
-1.18867	2.20789	5.4509
0.554848	0.554714	-3.9223
-1.48715	0.574833	-1.20746
0	0	0
-1.39942	-2.82573	11.5783
0	0	-0
7.58449	-4.59159	4.62524
0	-0	0
5.47962	-8.36145	0.244938
5.66617	-13.2456	10.7912
-13.0382	12.2925	1.70276
0.368333	-0.0544897	1.96503
-5.5034	10.2293	3.01237
-4.44812	-6.45249	-11.6008
5.62945	-10.2364	10.9328
-0	0	0
-0.366297	3.65021	-1.5943
7.38378	1.10947	-2.87208
0.136076	0.647322	-5.96343
-7.42192	6.00133	2.98315
-0.873478	1.54428	0.923159
-3.31923	-3.79446	6.21166
10.7324	1.78753	-5.06165
0.0412237	1.10388	-1.66726
-0.575232	1.47752	1.21903
0.0542267	0.0163189	-5.99973
-0.670738	-3.83176	9.21237
4.52431	-10.0312	4.78607
0.734883	-0.671312	-5.91686
0.243466	10.4245	9.34187
0	-0	-0
-0.779201	1.06825	-1.50056
1.89276	-11.2571	16.4224
2.81411	-1.1162	17.7436
7.91002	11.1212	3.12261
6.10779	4.02919	6.81619
-0.156303	0.251272	3.98904
-0.0167224	3.01922	-19.7708
-8.30519	-1.11979	-5.45618
0	0	0
-2.49925	-3.98695	-3.72263
0	0	-0
-0.093675	-0.296776	1.97564
1.6974	0.213051	3.61572
1.61751	-2.15571	15.7714
0	-0	-0
1.53318	0.161781	7.85004
-21.006	8.34322	-8.07078
5.60447	2.0703	0.551091
4.42371	3.89991	5.40569
-0	-0	0
-0	-0	-0
2.71795	-6.17658	4.29682
0.460647	2.90151	-2.7146
1.39299	-0.137712	3.74708
-0.208877	3.96239	0.505818
2.0806	-1.67655	2.97662
-7.65314	0.885555	-2.15527
0.861076	-0.879556	-1.57637
3.02955	2.39087	1.05144
-4.0707	-4.38225	-0.474628
1.70891	-1.03462	0.0958224
0.833823	0.931801	-3.79954
3.36291	1.29878	-4.79625
0.486752	-0.0415266	5.98008
-0.418065	-1.61748	1.09954
2.46537	4.37148	3.28817
0.821312	0.00284137	7.95773
6.22661	-20.197	6.10819
17.038	-5.55479	1.68833
-3.91143	-4.44543	-0.968935
-2.51823	0.660303	-7.56456
-0	0	-0
0.235726	-0.924185	-1.75793
2.66569	-4.83134	-15.0184
-5.87784	-0.473524	1.10758
7.0045	-13.7678	12.7037
-4.16188	6.82844	0.226245
-3.41302	-0.305397	-2.0635
2.52111	-1.05091	5.34225
0.0198061	0.237319	11.9976
-7.41559	2.9996	-0.10716
9.66642	2.36489	0.983682
-2.82666	-1.24501	-7.3797
-0	0	0
-17.1242	-13.8795	-13.7885
-1.51531	-1.40439	3.42513
-2.20366	3.36306	-4.45351
-0	0	0
-0.727886	1.55135	1.03125
0	0	0
1.69787	0.391634	0.981767
0.887437	10.446	-5.83903
2.58385	-2.0267	-2.28391
0.540762	0.806037	13.9663
7.83142	6.1875	0.619368
-16.1046	17.3142	4.1061
0.250597	0.875828	-3.89488
-2.0498	0.32948	9.78212
-1.23255	-2.77881	19.7676
0.847206	-1.17767	9.89421
0.48685	-0.214326	1.92796
0.225144	-0.739769	7.96254
0	0	0
-0	0	-0
0.168611	0.10545	-1.99009
12.9922	15.2974	9.01073
-0.618474	3.12167	2.42336
4.42448	-6.91318	-5.71243
-27.3543	-5.97536	0.200085
3.62074	-4.58701	-1.35999
13.6188	-2.53674	-8.0059
3.72521	-1.42869	-0.285797
-0.395601	-4.87632	-10.9574
0	-0	-0
5.62699	-2.38919	5.1603
2.4697	2.1435	-2.30347
15.0125	-2.83418	-4.75301
-0	-0	-0
7.70566	-1.88615	-1.03209
-0.13759	0.815049	-3.91366
3.42024	9.06369	10.107
-6.70249	-4.36508	0.15072
4.5567	3.68637	-1.2834
0.55198	-6.43554	-7.63408
-2.23364	3.78344	11.1668
0.0240331	-1.3224	3.77501
-3.23722	3.06053	-4.01915
7.42726	6.23905	2.43106
-0.0885083	-0.439867	3.97476
2.46789	1.77086	5.17432
-0.752201	1.52022	17.9199
0.955366	7.01635	-3.72265
3.839	-6.87299	-1.42269
-9.08999	-0.469372	-4.14147
-0	-0	-0
3.00437	0.942017	2.46706
2.6707	6.65557	6.96928
-0.9022	0.971188	5.85174
6.94637	3.84314	0.989025
0.185375	-2.46096	-3.14791
2.46864	0.171598	-7.60765
-2.39057	2.7353	-15.5821
-8.17638	-25.0807	-9.38639
-0.343749	-4.36266	6.69694
-3.25577	1.59046	1.69422
0.895893	1.77231	0.237269
2.20134	-0.596078	-7.66804
-0.13311	-0.85695	-3.90486
-0	0	-0
-2.31502	0.531937	13.797
-2.14343	-2.27466	-2.49632
-9.30576	2.90077	-2.23347
0.127294	-0.0116108	-1.99591
-1.78627	0.258841	-7.79373
-4.42217	2.7866	8.52521
-0.205488	-0.64084	3.94298
11.8909	-6.06748	-4.21798
4.62626	5.02614	9.86588
-1.16358	0.977679	1.30009
-6.19005	0.520121	7.83663
-1.25386	1.31952	0.828669
-2.56747	1.25844	-2.79722
-0.184696	1.987	0.133155
4.6617	-2.47873	-2.85033
-3.04001	2.51497	-0.658214
1.92838	0.516145	-0.12219
0.530183	-2.03838	-5.61818
0	-0	-0
-0.121347	-0.647269	9.97829
-15.3732	4.54724	11.9577
1.3063	-0.845809	-21.9449
-1.27847	-0.256955	15.9468
0.0722366	0.0495133	1.99808
0.830137	-0.218887	-9.96308
7.02344	3.05765	9.23699
1.81969	-0.793002	0.244661
-1.59593	0.920721	-7.78494
-8.56313	5.52944	-9.59678
-1.97044	-3.94354	15.3807
-0.919324	-1.26398	7.84584
-5.87514	-0.145268	-1.20899
-2.1544	-0.676534	-9.74171
-0.388899	-1.94115	0.284101
0.608512	0.507553	3.92073
-0.36071	-0.501846	1.90211
0.132086	-0.571036	-1.91219
4.12373	-1.97112	15.3333
0.276698	-1.95418	-0.323445
-0.182786	-0.696431	1.8659
-0.0494704	1.58271	-1.22172
0.0191972	0.0110294	-5.99996
2.6197	4.7991	2.471
-0.0426766	0.0197975	-3.99972
0	0	0
1.42579	-2.57066	17.7583
-0.620508	0.0700678	-1.90002
2.83395	-10.1272	-5.78006
0.0750329	-2.80324	-2.85241
-3.55985	-1.6158	0.846559
-0.221311	-0.615732	9.97857
-8.46675	-1.90675	-4.96774
-7.81922	16.1529	-1.39394
-0.621023	1.36032	-5.81067
1.13222	-0.109109	-11.946
-2.71345	-2.81422	4.55163
-0	0	-0
4.71758	3.51085	-1.19094
11.1076	-8.03533	-2.83821
1.64212	-1.02275	-0.507374
-0.721977	-1.04571	-1.54443
-0.350913	2.95565	-2.67227
-3.7303	0.879574	-1.14509
-5.00547	-4.64709	-4.16531
-1.86034	-4.10091	-8.9287
-0.192049	1.34196	-5.84485
-1.56431	9.17353	3.6605
-5.60952	-0.694533	2.0127
1.48712	3.68408	0.464743
-2.52326	3.00768	-4.53729
-0.243297	13.9975	-19.4939
-0	0	0
-0	-0	0
-2.87207	-4.57935	-5.89752
-0.889578	-0.292194	3.88887
1.61851	1.57716	-5.55815
-5.71446	4.01007	7.15991
-0.421394	-0.460282	1.90015
-4.00832	6.60969	2.06042
-3.02466	0.572574	7.38401
-0.821785	0.599226	1.72209
0	-0	0
-2.92366	0.69923	2.6388
-1.9156	-0.258899	0.513258
4.05375	16.1795	6.76691
0.537322	4.09668	4.35069
0	0	0
0.550934	-3.94265	-0.389874
19.8263	-4.36436	-8.47765
-0.00922877	5.68185	1.92781
10.5301	-11.0388	-9.55303
0.897225	7.93256	0.519174
2.41325	5.36444	-8.08697
2.51685	-3.09277	0.316586
-0.838423	5.39662	-8.37697
0.169464	1.05039	1.69351
-2.77622	7.0727	-2.50391
2.50295	-5.24071	1.50671
-3.32619	-6.24177	3.73855
1.24106	1.08853	9.8628
-2.94922	6.05657	9.93076
3.18292	-1.55896	-1.85437
-0.374926	2.18572	-3.32897
-0.290551	-0.775255	3.91338
0.0809903	1.69831	3.62066
-0.868981	0.778843	-11.9431
3.86958	0.9971	-6.93052
9.22262	-3.54791	-1.53482
-9.49602	5.11168	-8.92728
3.84496	-3.51863	37.6409
-1.24466	-0.958154	1.23805
-0.0835547	0.0545303	1.99751
-11.7605	4.59326	-9.82819
1.46329	-2.48355	-2.77322
-0.542391	0.0288277	5.97536
-4.46518	2.65858	6.08228
1.3214	-0.132052	1.49548
-0.526859	-9.95385	0.802033
-3.91147	-3.73385	2.59976
-0.29903	0.549563	-1.89962
7.17935	1.38416	3.2467
2.01538	3.69413	9.07147
0.173383	-1.75516	-0.943061
8.54599	8.58075	-18.3667
0.799699	4.01099	-4.39004
1.15005	-2.18708	-3.14549
0.474877	0.119615	-9.988
-15.3435	4.51962	-0.386748
-0.0688047	-1.07396	-11.9516
0.425675	1.06167	1.64062
4.98298	0.871693	-3.22647
-1.65403	0.397103	7.81706
7.84392	5.84205	6.95293
2.86681	6.64401	-3.41154
-1.14053	-1.66547	7.74115
-0.40093	-0.197268	-3.97496
6.78933	6.76707	7.21885
-0	0	-0
-0	0	-0
-3.53139	0.830008	-4.77916
-9.4431	-0.790291	7.36229
1.66294	6.14213	7.7142
1.04926	-0.709541	1.54778
-7.76513	1.71155	-0.87938
8.54099	-10.1131	4.55804
2.21021	0.784618	3.24027
0.320109	-4.94617	-3.38126
-2.19613	-1.83128	-15.7424
3.5292	-1.41101	1.24652
11.2514	-3.86965	-1.55971
0.0385619	-4.55722	21.5228
-4.39422	-1.4269	-8.86875
1.23465	1.05606	3.65519
-5.2462	-1.84504	5.75093
-1.41258	0.0338984	5.83125
-5.64311	-2.91612	12.476
0.0264973	3.39771	-2.11066
0.501341	0.503246	1.8696
-2.48207	2.61353	-1.73459
2.40426	-0.454164	-7.61664
-8.0239	2.03929	-11.2897
0.673605	-1.60568	-0.983899
1.57174	-1.18678	3.48155
0.00041059	-0.00027315	2
-10.393	-2.4129	-11.9232
-8.26985	13.1225	12.6258
1.93846	4.16285	8.8833
-7.61423	-8.36141	4.01377
-5.27518	3.19746	7.87075
-11.9822	0.153574	-0.635938
7.8189	0.208152	1.67971
-3.19	-4.97641	-1.02919
1.16428	0.294229	1.59934
10.7016	-2.49579	-4.8216
-2.40939	-4.69156	-6.01533
1.15649	2.68336	5.24043
-0	0	-0
-1.70266	1.48645	9.74122
0.257409	1.69087	3.6159
-0	0	0
0.963523	0.940908	3.76647
0.166917	3.92569	0.749088
0.953763	0.548928	-11.9494
-0.687245	0.240848	-11.9779
0.631689	-1.35434	-7.85918
4.55852	-1.96268	8.68146
0.333126	-1.62808	1.11283
-0	-0	-0
-0	0	0
1.16967	0.721006	-1.45328
0.0825351	-0.108147	-5.99846
-0.00159237	0.0105988	-1.99997
-2.81707	0.936606	17.7535
-1.91086	-0.62141	-7.74354
-1.29863	0.254452	-1.4996
-13.3937	7.46358	4.57192
-3.80485	-0.923267	-0.818954
0.027156	0.0101649	-1.99979
-1.03119	0.332967	-1.68101
-9.0082	8.21708	6.87982
7.65069	1.88037	9.05159
13.3954	3.23463	-2.47007
0	0	-0
0.243799	0.901451	11.9636
0	0	0
-8.1214	-2.19362	-5.40655
-3.42312	0.570042	-11.4873
0.129209	0.101521	-1.99324
0.112483	-1.34366	7.88555
0.603716	-6.48421	4.64656
0.737318	0.855668	1.65051
-0.789018	-1.47275	-1.09931
-0.195402	-0.242256	1.97563
-4.21495	-5.34137	12.2354
-1.34376	-1.01436	1.07954
-9.19696	-7.13981	2.90499
-1.23749	-11.2762	-3.91359
-0.0974196	-0.00392102	-7.99941
-5.32115	1.29167	2.45296
1.73826	2.57184	-9.506
4.95499	-2.20144	2.56938
-0.33025	-10.0425	-14.9345
-3.69139	4.72751	-5.2938
-2.24491	-0.266104	-5.55784
-10.3206	0.915526	6.05365
-13.482	0.705941	-3.70623
-1.97885	1.85885	11.6888
4.05637	-2.43851	8.80906
0.174491	1.98455	5.6596
-0.652229	3.70335	1.36374
-1.93851	-3.4985	-0.0516646
4.25179	1.78756	-11.0782
0.205442	0.0832932	-3.99385
0.936955	1.19442	-1.3021
-0.084586	2.67771	2.97031
0.698628	-1.85466	-0.268585
0.689437	-1.61958	0.949547
0.214641	0.523325	11.9867
7.20735	-20.1658	10.8348
-1.27367	-0.650865	1.39791
0.463754	0.514584	-1.8762
-9.90733	-1.10212	0.793787
-0.258012	0.38115	7.98675
1.5797	-0.597278	3.62599
0.955426	-0.144436	-5.92168
-3.33846	-2.19643	-0.174346
-0.786573	-0.338773	-3.90724
0.856818	-0.00237103	-1.80717
0.316939	1.72282	-0.965113
5.25602	-2.57489	5.45382
-2.5836	6.97156	-14.1677
0.572576	-10.7495	14.4264
-1.60008	-4.32899	-3.834
3.53013	3.93676	-2.83551
4.37578	-6.92599	5.73439
2.68308	-5.31452	-8.03473
8.8627	-1.84807	20.0509
-2.69065	15.6981	1.52597
0.465239	0.0744828	-1.94371
-0	-0	0
2.33623	-9.19322	7.35029
-1.8	-0.318113	-0.811665
4.32747	-0.875994	6.67125
0	-0	-0
4.86004	-0.400532	3.49566
11.7502	6.38332	-4.14573
-0.555797	7.89184	1.1874
1.9785	-0.15489	0.248073
-0.572382	-1.67506	-0.930884
-4.78913	11.9432	-24.8681
-1.12524	0.61152	1.53619
-3.40875	-1.38657	1.56775
2.00803	-8.61524	4.66321
-1.67917	-3.24131	1.63533
1.40353	1.28027	0.625306
-1.27457	0.390935	-11.9257
-2.40043	9.04549	-22.1002
-0	0	-0
-0.0321465	0.0933966	1.99756
-1.88968	5.5043	10.4944
0.123528	-5.60121	-5.71062
-0.531504	-0.645024	-7.95622
-3.71303	6.76321	-2.11481
-1.59013	0.0781041	-1.21054
2.22176	-10.2061	-5.90764
-4.15571	-3.56431	-5.83316
1.71766	3.5387	-13.436
-8.36312	-5.09495	-17.4385
-0.239752	-1.13054	7.91608
14.6137	-10.004	3.21852
1.2348	-1.26062	0.941337
-3.40045	-2.0987	0.179899
0.396311	1.20262	5.86486
0.923969	8.11908	-11.3678
0.879614	3.7155	1.19221
-0.670865	-2.66594	-9.61471
3.82507	1.97827	4.17795
-0.505732	-0.138409	-3.96549
-0	0	-0
-3.69546	1.92773	4.31595
-4.10342	2.59148	3.52791
-1.69299	5.75174	-0.226453
-0	-0	-0
9.7703	-2.03859	-9.81761
-5.89142	-0.0998142	1.13189
0.31948	-1.73474	0.942666
-0.910434	0.2806	-1.75851
4.3733	2.66234	3.12828
0.0764466	-8.91616	8.03095
-0.620972	0.263323	7.97152
0	0	-0
5.84637	17.5857	-11.856
-0.118986	-0.475246	3.96988
0.562664	1.20402	1.49457
-1.86175	-1.42116	-7.64946
-0	-0	-0
3.30301	9.8216	9.41416
-0.00656359	-0.0125798	-1.99995
-1.69686	0.397672	-0.981088
-1.04017	3.73513	0.983283
0.598432	-1.90718	9.79819
-7.69472	-2.20399	-5.99447
1.54904	-8.90781	4.27216
-0.794584	-0.701808	-3.85695
-1.81421	-1.71232	-3.12676
13.9906	2.29345	-7.41643
-0.185726	0.399397	-3.97567
4.15865	4.13485	1.26831
1.96493	3.00033	4.8101
3.80344	-0.388725	1.17589
9.94256	-0.480485	0.956386
-0.110294	-5.93367	-5.36464
-2.81981	-2.08061	1.92866
0.617021	-1.36709	1.32301
2.28174	3.52523	11.2413
-0.55788	0.216394	7.97759
1.53298	-0.409301	-5.7864
1.13874	4.05121	-4.27679
-2.92267	2.52257	1.04626
0.823013	-8.2848	5.53938
-0.30881	0.554002	5.96638
-3.08334	-6.59318	-9.5406
1.63409	8.64543	-4.75249
2.24938	6.55522	-14.4211
-1.80648	-5.45137	1.73758
-0.518457	0.0332449	-3.96612
-5.27709	-2.43151	-1.49669
-1.60551	0.852067	0.834448
-3.32165	-1.5307	9.30718
-0.146566	10.7935	5.242
-0.432055	0.896088	7.93791
6.57924	-11.6663	-12.0254
2.85913	-5.26469	-0.329328
-1.65701	2.22977	-5.31812
0.832768	-3.42467	-7.18179
8.58112	-3.0868	4.10316
1.28156	2.51132	7.48671
1.44248	0.665769	-5.78585
1.23834	0.525907	-7.88606
0.388871	-0.02623	-1.96166
-10.9235	4.13394	-2.75464
-0.754675	0.443986	-7.95194
7.08706	-3.51535	-1.18989
0	-0	0
-1.14536	-4.97163	-3.1577
-9.94415	-14.2366	9.92139
0.0334781	-0.0403069	-3.99966
-3.59907	-9.14691	1.83865
-1.93507	-0.488378	0.130383
1.74212	-0.327136	-5.73219
-0.514237	1.25497	3.76306
-0.16724	3.98094	0.352321
6.89643	7.13717	-6.74537
0.869583	-2.83955	5.21352
1.02978	-5.11137	-2.96874
11.2325	-4.13453	-0.857712
4.67753	-5.59813	-3.28353
0.660728	5.05237	3.16812
0.242125	-0.345972	-3.97765
5.00092	0.00527657	8.65972
-0.244713	0.0327882	-7.99619
0	0	0
-0.0415723	-0.255262	1.98321
-1.19597	3.23044	-2.0332
0	-0	0
0.282414	-1.57174	-3.66741
15.3696	-3.38703	-2.88133
0	-0	-0
-0.166171	1.83922	-3.54819
0.961502	-1.22038	5.79536
2.5967	-1.94296	-5.04798
-11.7021	10.135	9.18385
-5.74151	9.87905	3.66599
-2.79147	-17.4126	-3.60697
10.6059	-7.53826	-17.7395
-0.19827	-7.53839	-6.5676
3.52951	-10.8243	-16.4432
-1.36296	0.0624465	-7.88279
-0.28667	-0.314852	-1.95415
-0.226802	0.80959	-1.8147
-4.74561	-6.75085	11.3095
3.47076	0.862451	1.79165
-0	0	-0
-3.63119	0.275389	1.65487
-2.64676	-5.20769	1.36916
0.177662	0.0802081	3.99525
-1.00429	-0.0506692	1.72882
-5.54849	-1.18556	5.63992
5.81744	14.3574	4.00268
-5.90935	-3.80875	7.11147
-1.26187	-0.461873	1.48133
-0.403736	-0.279654	-13.9914
1.11657	-6.77476	-7.2702
0.204131	-0.49388	-13.9898
-0.613842	1.81545	0.57214
-0	0	-0
-4.44875	6.52247	-9.03692
7.24873	-6.34847	-2.67448
-1.07294	-2.8542	2.58888
-2.16294	-0.942982	3.22993
3.57872	-3.2707	-3.53487
-3.87481	-0.787908	-0.604163
0.170417	-3.34659	7.26439
-4.43709	-0.0814248	-8.96134
-0.435264	-8.17564	-5.7419
0.677162	-0.0559352	-1.88104
0.397332	-2.71348	2.9119
0.471733	-2.22567	3.28996
1.43557	-2.56262	2.71516
0.131768	-5.09248	8.60519
-3.34095	-6.7092	-6.62002
1.77844	0.142801	17.9114
3.84667	0.966189	0.519232
1.90027	2.43787	-2.53885
-8.27495	12.3169	5.98483
