#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    9.074115e-03    9.074115e-03    0.000000e+00
           2    9.192732e-03    9.133424e-03    4.193743e-05
           3    8.721155e-03    8.996001e-03    1.156362e-04
           4    8.765035e-03    8.938260e-03    1.001107e-04
           5    9.422336e-03    9.035075e-03    1.179523e-04
           6    8.690707e-03    8.977680e-03    1.113855e-04
           7    8.921359e-03    8.969634e-03    9.576347e-05
           8    8.536027e-03    8.915433e-03    9.793770e-05
           9    8.725026e-03    8.894277e-03    8.931160e-05
          10    9.199916e-03    8.924841e-03    8.545030e-05
          11    8.592690e-03    8.894645e-03    8.284556e-05
          12    8.954531e-03    8.899636e-03    7.609192e-05
          13    8.529190e-03    8.871140e-03    7.538584e-05
          14    8.684394e-03    8.857801e-03    7.117148e-05
          15    8.603182e-03    8.840826e-03    6.842102e-05
          16    8.538339e-03    8.821921e-03    6.670548e-05
          17    8.673803e-03    8.813208e-03    6.334809e-05
          18    8.730311e-03    8.808603e-03    5.999592e-05
          19    8.779803e-03    8.807087e-03    5.685739e-05
          20    9.084720e-03    8.820969e-03    5.568333e-05
          21    8.862742e-03    8.822958e-03    5.306726e-05
          22    9.139766e-03    8.837358e-03    5.257267e-05
          23    9.051313e-03    8.846661e-03    5.110327e-05
          24    8.633949e-03    8.837798e-03    4.973660e-05
          25    8.706037e-03    8.832527e-03    4.802557e-05
