#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -8.725080e-01   -8.725080e-01    0.000000e+00
           2   -8.710040e-01   -8.717560e-01    5.317443e-04
           3   -8.694800e-01   -8.709973e-01    7.137116e-04
           4   -8.712600e-01   -8.710630e-01    5.382962e-04
           5   -8.729960e-01   -8.714496e-01    5.522824e-04
           6   -8.704440e-01   -8.712820e-01    4.849997e-04
           7   -8.702360e-01   -8.711326e-01    4.381292e-04
           8   -8.681440e-01   -8.707590e-01    5.187277e-04
           9   -8.695840e-01   -8.706284e-01    4.772379e-04
          10   -8.738480e-01   -8.709504e-01    5.270410e-04
          11   -8.715400e-01   -8.710040e-01    4.818460e-04
          12   -8.733640e-01   -8.712007e-01    4.801527e-04
          13   -8.735680e-01   -8.713828e-01    4.765003e-04
          14   -8.659320e-01   -8.709934e-01    5.801151e-04
          15   -8.674880e-01   -8.707597e-01    5.866265e-04
          16   -8.720160e-01   -8.708383e-01    5.551920e-04
          17   -8.683920e-01   -8.706944e-01    5.408602e-04
          18   -8.700120e-01   -8.706564e-01    5.121391e-04
          19   -8.745520e-01   -8.708615e-01    5.246222e-04
          20   -8.714440e-01   -8.708906e-01    4.991990e-04
          21   -8.703840e-01   -8.708665e-01    4.760101e-04
          22   -8.700400e-01   -8.708289e-01    4.558533e-04
          23   -8.681680e-01   -8.707132e-01    4.504752e-04
          24   -8.665760e-01   -8.705408e-01    4.635166e-04
          25   -8.711200e-01   -8.705640e-01    4.455545e-04
