#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -6.674480e-01   -6.674480e-01    0.000000e+00
           2   -6.642280e-01   -6.658380e-01    1.138442e-03
           3   -6.667000e-01   -6.661253e-01    7.943944e-04
           4   -6.671000e-01   -6.663690e-01    6.320623e-04
           5   -6.657480e-01   -6.662448e-01    5.177087e-04
           6   -6.632120e-01   -6.657393e-01    6.316964e-04
           7   -6.667040e-01   -6.658771e-01    5.562831e-04
           8   -6.644400e-01   -6.656975e-01    5.149378e-04
           9   -6.632480e-01   -6.654253e-01    5.247419e-04
          10   -6.626720e-01   -6.651500e-01    5.396892e-04
          11   -6.649000e-01   -6.651273e-01    4.911048e-04
          12   -6.654080e-01   -6.651507e-01    4.507363e-04
          13   -6.660360e-01   -6.652188e-01    4.211777e-04
          14   -6.629360e-01   -6.650557e-01    4.214760e-04
          15   -6.634720e-01   -6.649501e-01    4.063867e-04
          16   -6.673280e-01   -6.650988e-01    4.072566e-04
          17   -6.656840e-01   -6.651332e-01    3.847527e-04
          18   -6.655720e-01   -6.651576e-01    3.641491e-04
          19   -6.663080e-01   -6.652181e-01    3.499812e-04
          20   -6.623800e-01   -6.650762e-01    3.601036e-04
          21   -6.648080e-01   -6.650634e-01    3.431822e-04
          22   -6.653200e-01   -6.650751e-01    3.277811e-04
          23   -6.658080e-01   -6.651070e-01    3.150749e-04
          24   -6.622240e-01   -6.649868e-01    3.240373e-04
          25   -6.639920e-01   -6.649470e-01    3.135097e-04
