#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    3.028400e-02    3.028400e-02    0.000000e+00
           2    7.310000e-03    1.879700e-02    8.122536e-03
           3    9.530000e-03    1.570800e-02    5.973589e-03
           4   -2.492000e-03    1.115800e-02    5.966489e-03
           5   -3.418000e-03    8.242800e-03    5.438940e-03
           6   -1.163800e-02    4.929333e-03    5.449066e-03
           7    1.202000e-03    4.396857e-03    4.696572e-03
           8    1.929200e-02    6.258750e-03    4.463330e-03
           9    4.796000e-03    6.096222e-03    3.970362e-03
          10   -2.076000e-03    5.279000e-03    3.656464e-03
          11   -8.180000e-03    4.055455e-03    3.522829e-03
          12    5.610000e-03    4.185000e-03    3.231641e-03
          13    9.352000e-03    4.582462e-03    3.007396e-03
          14    1.538600e-02    5.354143e-03    2.889891e-03
          15   -3.370000e-03    4.772533e-03    2.755137e-03
          16    1.239000e-02    5.248625e-03    2.623753e-03
          17   -5.508000e-03    4.615882e-03    2.544567e-03
          18   -1.060600e-02    3.770222e-03    2.539841e-03
          19   -4.324000e-03    3.344211e-03    2.441631e-03
          20    4.416000e-03    3.397800e-03    2.320138e-03
          21   -1.346000e-03    3.171905e-03    2.220625e-03
          22   -2.338600e-02    1.964727e-03    2.425719e-03
          23    1.314400e-02    2.450783e-03    2.368449e-03
          24    9.440000e-04    2.388000e-03    2.270596e-03
          25   -5.458000e-03    2.074160e-03    2.201354e-03
