#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    3.899821e+00    3.899821e+00    0.000000e+00
           2    4.142019e+00    4.020920e+00    8.563007e-02
           3    4.052822e+00    4.031554e+00    5.774325e-02
           4    3.940397e+00    4.008765e+00    4.759253e-02
           5    4.035600e+00    4.014132e+00    3.837545e-02
           6    3.971376e+00    4.007006e+00    3.263445e-02
           7    4.104624e+00    4.020951e+00    3.080824e-02
           8    4.106227e+00    4.031611e+00    2.874218e-02
           9    3.896614e+00    4.016611e+00    2.920138e-02
          10    3.823520e+00    3.997302e+00    3.203532e-02
          11    3.753267e+00    3.975117e+00    3.599418e-02
          12    3.948662e+00    3.972913e+00    3.306210e-02
          13    3.871341e+00    3.965099e+00    3.142851e-02
          14    3.938358e+00    3.963189e+00    2.924161e-02
          15    3.988778e+00    3.964895e+00    2.734188e-02
          16    4.075587e+00    3.971813e+00    2.649381e-02
          17    4.131341e+00    3.981197e+00    2.654526e-02
          18    4.130800e+00    3.989509e+00    2.633952e-02
          19    3.914048e+00    3.985537e+00    2.525089e-02
          20    3.843258e+00    3.978423e+00    2.497036e-02
          21    3.918326e+00    3.975561e+00    2.394472e-02
          22    4.037942e+00    3.978397e+00    2.302360e-02
          23    4.055693e+00    3.981757e+00    2.226650e-02
          24    3.716685e+00    3.970713e+00    2.392162e-02
          25    3.845827e+00    3.965717e+00    2.348054e-02
