#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    1.065623e-02    1.065623e-02    0.000000e+00
           2    1.008262e-02    1.036942e-02    2.028033e-04
           3    1.043848e-02    1.039244e-02    1.365022e-04
           4    1.090626e-02    1.052090e-02    1.511839e-04
           5    1.074125e-02    1.056497e-02    1.272083e-04
           6    1.019527e-02    1.050335e-02    1.200051e-04
           7    1.060773e-02    1.051826e-02    1.037838e-04
           8    1.050424e-02    1.051651e-02    9.082566e-05
           9    1.062935e-02    1.052905e-02    8.159462e-05
          10    1.038726e-02    1.051487e-02    7.465689e-05
          11    1.027585e-02    1.049314e-02    7.096150e-05
          12    9.638366e-03    1.042191e-02    9.424606e-05
          13    1.047504e-02    1.042600e-02    8.708494e-05
          14    1.007137e-02    1.040067e-02    8.446828e-05
          15    1.017342e-02    1.038552e-02    8.018420e-05
          16    9.917310e-03    1.035625e-02    8.033512e-05
          17    1.007397e-02    1.033965e-02    7.730654e-05
          18    1.032441e-02    1.033880e-02    7.301637e-05
          19    1.037118e-02    1.034051e-02    6.919329e-05
          20    9.857753e-03    1.031637e-02    6.981693e-05
          21    9.941650e-03    1.029852e-02    6.873474e-05
          22    1.043273e-02    1.030463e-02    6.588058e-05
          23    1.057407e-02    1.031634e-02    6.404932e-05
          24    1.070748e-02    1.033264e-02    6.342015e-05
          25    1.034333e-02    1.033307e-02    6.088479e-05
          26    1.039973e-02    1.033563e-02    5.859702e-05
          27    1.082002e-02    1.035357e-02    5.910932e-05
          28    1.030145e-02    1.035171e-02    5.702757e-05
          29    1.071008e-02    1.036407e-02    5.638415e-05
          30    9.774980e-03    1.034443e-02    5.782289e-05
