#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    8.440220e-03    8.440220e-03    0.000000e+00
           2    8.378659e-03    8.409439e-03    2.176499e-05
           3    8.426520e-03    8.415133e-03    1.523652e-05
           4    8.235642e-03    8.370260e-03    4.050616e-05
           5    8.226243e-03    8.341457e-03    4.139799e-05
           6    8.531706e-03    8.373165e-03    4.503303e-05
           7    8.200102e-03    8.348442e-03    4.487602e-05
           8    8.378854e-03    8.352243e-03    3.942721e-05
           9    8.448210e-03    8.362906e-03    3.645979e-05
          10    8.322332e-03    8.358849e-03    3.303880e-05
          11    8.165988e-03    8.341316e-03    3.437399e-05
          12    8.294720e-03    8.337433e-03    3.172805e-05
          13    8.240893e-03    8.330007e-03    3.014398e-05
          14    8.369625e-03    8.332837e-03    2.812335e-05
          15    8.329596e-03    8.332621e-03    2.624929e-05
          16    8.065889e-03    8.315950e-03    2.943013e-05
          17    8.481866e-03    8.325710e-03    2.927255e-05
          18    8.467957e-03    8.333612e-03    2.869320e-05
          19    8.284142e-03    8.331009e-03    2.730091e-05
          20    8.126719e-03    8.320794e-03    2.778106e-05
          21    8.532641e-03    8.330882e-03    2.823038e-05
          22    8.378772e-03    8.333059e-03    2.703097e-05
          23    8.686913e-03    8.348444e-03    2.991527e-05
          24    8.392209e-03    8.350267e-03    2.872432e-05
          25    8.546465e-03    8.358115e-03    2.862737e-05
